seq_id	L_seq	cov_best	cov_merged	n_domains	rescued_by_stitching	bin
UniRef90_A0A5C4NAU5	456	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_A0A7C9MIR6	456	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_A0A6B0TWM8	456	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_A0A0B3SUK7	456	0.9554	0.9554	1	False	PASS_CANONICAL
UniRef90_A0ABW5RGD4	456	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_A0A0U1NHK9	456	0.9554	0.9554	1	False	PASS_CANONICAL
UniRef90_A0A2S8SCX2	456	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_A0A2V4MNK0	456	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_A0A0S3F3A6	456	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_F6FWI5	454	0.9321	0.9321	1	False	PASS_CANONICAL
UniRef90_A0ABQ5VHY5	456	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_A0A8G1EDJ1	456	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_A0A0T5NZJ3	456	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_A0AAF1JVV4	456	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_A0A2V2LCD8	456	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_A0A1Y5SIR2	456	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_A0A1X6YZS2	456	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_A0A4S2GVS6	456	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_A0A0P1IU87	456	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_A0AAE5BW77	456	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_A0ABS6T289	456	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_A0ABP9LQY7	456	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_A0A0P7I191	456	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_A0A4V3XKW4	456	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_A0A173LWG2	456	0.9363	0.9363	1	False	PASS_CANONICAL
UniRef90_A0ABV3QBQ5	456	0.9406	0.9406	1	False	PASS_CANONICAL
UniRef90_A0ABW9XBF5	456	0.9342	0.9342	1	False	PASS_CANONICAL
UniRef90_A0A2W7NW86	456	0.9427	0.9427	1	False	PASS_CANONICAL
UniRef90_A0A5C4MZH4	456	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_A0A363ULX3	456	0.9363	0.9363	1	False	PASS_CANONICAL
UniRef90_A0A1H6Q4Z7	456	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_A0A975C3E1	456	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_A0A2C8ZUF5	456	0.9321	0.9321	1	False	PASS_CANONICAL
UniRef90_A0A222E729	456	0.9554	0.9554	1	False	PASS_CANONICAL
UniRef90_A0A238LDA8	456	0.9554	0.9554	1	False	PASS_CANONICAL
UniRef90_A0A2T7FUU5	456	0.9554	0.9554	1	False	PASS_CANONICAL
UniRef90_A0A0L6CZB8	456	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_A0ABS6NBK3	456	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_A0A975EP49	456	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_A0A1Y5RER5	456	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_A0A843YCB0	456	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_A0A7W6DL93	456	0.9575	0.9575	1	False	PASS_CANONICAL
UniRef90_A0A7M2GFK9	456	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_A0ABW3THC2	456	0.9554	0.9554	1	False	PASS_CANONICAL
UniRef90_A0ABQ1ELI2	456	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_A0A2T8HTS2	456	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_A0A366WY85	456	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_V9VPR4	456	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_A0A1H4TUR4	456	0.9363	0.9363	1	False	PASS_CANONICAL
UniRef90_A0ABT0E2K3	456	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_A0A1N7K926	456	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_A0A0D1EJP4	453	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_A0A251X391	456	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_A0A927D1D6	456	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_A0A1N7LIP1	456	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_A0A258FEI6	439	0.9575	0.9575	1	False	PASS_CANONICAL
UniRef90_A0A238JEI0	456	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_A0A6I6IR60	456	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_A0A159Z4G0	456	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_A0A849L2M5	456	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_A0A3S3WMW7	456	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_A0A1I2FX90	456	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_A0A7W6DIW9	456	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_D4Z6D3	456	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_A0ABQ5VXH7	456	0.9554	0.9554	1	False	PASS_CANONICAL
UniRef90_A0ABT2ZJ41	456	0.9554	0.9554	1	False	PASS_CANONICAL
UniRef90_A0AAN0RJ39	456	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_A0A1V0TNR7	456	0.9193	0.9193	1	False	PASS_CANONICAL
UniRef90_A0A126V5V6	456	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_Q2C9Q1	456	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_A0A1H8BTI0	456	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_A0A1M6A5T2	456	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_A0AA97F8Z2	456	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_A0A2V1K0H1	456	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_A0A5B8ITW9	456	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_A0A1H3IFT6	456	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_A0A7I7QX22	456	0.9384	0.9384	1	False	PASS_CANONICAL
UniRef90_A0A4R7UWE0	456	0.9427	0.9427	1	False	PASS_CANONICAL
UniRef90_A0A1H9P6Y6	456	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_A0A0F6TPF5	456	0.9299	0.9299	1	False	PASS_CANONICAL
UniRef90_A0A2R8AZ23	456	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_A0ABY6DBW1	456	0.9406	0.9406	1	False	PASS_CANONICAL
UniRef90_A0ABV7TMR3	456	0.9427	0.9427	1	False	PASS_CANONICAL
UniRef90_A0A975K630	456	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_A0A225NR19	456	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_A0A081RDA6	456	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_A0A2G5KBG1	456	0.9554	0.9554	1	False	PASS_CANONICAL
UniRef90_C8RY24	456	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_Q0AR20	456	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_A0A238IW07	456	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_A0A8K0VES4	456	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_A0A6P0HFE3	456	0.9321	0.9321	1	False	PASS_CANONICAL
UniRef90_A0ABP4XVN5	456	0.9384	0.9384	1	False	PASS_CANONICAL
UniRef90_A0ABV6ZUK0	456	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_A0A6L5Z0Y3	456	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_A0ABS8BQM3	456	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_A0A0N7HI73	456	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_A0A2M8IXJ5	456	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_A0A2T6AW36	456	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_A0A5D0RJD6	456	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_A0ABV3L7E5	456	0.9427	0.9427	1	False	PASS_CANONICAL
UniRef90_A0ABT0PX01	456	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_A0A1G5Q8F5	456	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_A0A1E1F2Z8	456	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_A0A561EBL5	456	0.9299	0.9299	1	False	PASS_CANONICAL
UniRef90_A0A844Y5W2	456	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_A0AA37U0Y3	456	0.9554	0.9554	1	False	PASS_CANONICAL
UniRef90_A0ABX2IR09	456	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_A0A0P1G773	456	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_A0ABV5JFW5	456	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_A0A2S9QQF3	456	0.9427	0.9427	1	False	PASS_CANONICAL
UniRef90_A0A542YRC4	456	0.9257	0.9257	1	False	PASS_CANONICAL
UniRef90_A0A8J8MSH2	456	0.9554	0.9554	1	False	PASS_CANONICAL
UniRef90_A0A9J6PDN6	456	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_A0A916QVS1	456	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_A0A2S5JJ25	456	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_A0ABT4XQP9	456	0.9554	0.9554	1	False	PASS_CANONICAL
UniRef90_A0ABP7KFJ5	456	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_A0A1I5P350	456	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_W7QEL6	456	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_A0ABT6KM51	456	0.9342	0.9342	1	False	PASS_CANONICAL
UniRef90_A0A5J5GM05	456	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_A0A4R0YSR1	456	0.9342	0.9342	1	False	PASS_CANONICAL
UniRef90_A0A1U7DF32	456	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_A0A444QC22	442	0.9321	0.9321	1	False	PASS_CANONICAL
UniRef90_A0A017HHE2	456	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_W4HP33	456	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_A0A7W6LRC3	456	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_A0A4S3MBZ0	456	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_A0A0K0XXC0	456	0.9384	0.9384	1	False	PASS_CANONICAL
UniRef90_A0A0D0Q5X7	456	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_A0A2A2SIZ1	456	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_A0A1M5M3Z3	456	0.9554	0.9554	1	False	PASS_CANONICAL
UniRef90_A0ABV7NGJ5	456	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_A0A4R5ETX3	456	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_A0A1Y5RI04	456	0.9384	0.9384	1	False	PASS_CANONICAL
UniRef90_A0A1J0WM97	456	0.9554	0.9554	1	False	PASS_CANONICAL
UniRef90_A0A316G8A8	456	0.9554	0.9554	1	False	PASS_CANONICAL
UniRef90_A0A2Z6E789	456	0.9321	0.9321	1	False	PASS_CANONICAL
UniRef90_A0A937L3L8	456	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_A0A6J6U0Z3	456	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_A0A382AIK8	456	0.9575	0.9575	1	False	PASS_CANONICAL
UniRef90_A0A6J6CH87	456	0.9384	0.9384	1	False	PASS_CANONICAL
UniRef90_UPI000D38E4F8	456	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_UPI000E5B801E	456	0.9384	0.9384	1	False	PASS_CANONICAL
UniRef90_UPI00345E3E20	456	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_A0A154M547	453	0.9363	0.9363	1	False	PASS_CANONICAL
UniRef90_UPI0011533237	456	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_UPI002955D533	456	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_UPI00301AB968	456	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_UPI003AF70B81	456	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_UPI002628A6FB	456	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_UPI00351C7611	456	0.9342	0.9342	1	False	PASS_CANONICAL
UniRef90_UPI0022DD1643	456	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_UPI0028AE03D1	456	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_UPI004033FFD6	456	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_UPI0039B40FDE	456	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_UPI000C3C92ED	456	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_UPI0006F56414	456	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_UPI000BA621D7	456	0.9554	0.9554	1	False	PASS_CANONICAL
UniRef90_UPI0013C6714E	456	0.9342	0.9342	1	False	PASS_CANONICAL
UniRef90_A0A369TPW3	455	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_UPI00374A1BF9	456	0.7091	0.7091	1	False	PASS_CANONICAL
UniRef90_UPI003864F3AE	456	0.9406	0.9406	1	False	PASS_CANONICAL
UniRef90_UPI00082CF29C	456	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_UPI0023303F0A	456	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_UPI0015742BE0	456	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_UPI000E3CB237	456	0.9427	0.9427	1	False	PASS_CANONICAL
UniRef90_UPI00300D63AD	456	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_UPI0002EADD94	456	0.9384	0.9384	1	False	PASS_CANONICAL
UniRef90_UPI0038519E78	456	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_UPI00391BF061	456	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_UPI001D089E90	456	0.9554	0.9554	1	False	PASS_CANONICAL
UniRef90_UPI0033A5ED49	456	0.9321	0.9321	1	False	PASS_CANONICAL
UniRef90_UPI001F26FC78	456	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_UPI000DAFEEAC	456	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_A0A1H3KW47	440	0.9151	0.9151	1	False	PASS_CANONICAL
UniRef90_UPI003A8D0D07	456	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_UPI0011B41CDF	456	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_UPI0015C04B77	456	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_UPI00391DC3A5	456	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_UPI0034A558F0	456	0.9554	0.9554	1	False	PASS_CANONICAL
UniRef90_UPI0034E4DDCF	456	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_UPI003F2E19AF	456	0.9554	0.9554	1	False	PASS_CANONICAL
UniRef90_UPI0003A4875B	456	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_UPI0035621473	456	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_UPI000F402442	456	0.9406	0.9406	1	False	PASS_CANONICAL
UniRef90_UPI0027A8C197	456	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_UPI001574A55F	456	0.9554	0.9554	1	False	PASS_CANONICAL
UniRef90_UPI002AFEFB7F	456	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_UPI00328C49BC	456	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_UPI00041C3E1D	456	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_UPI000E0BAF27	456	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_UPI00101BCEAE	456	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_UPI002730C4EB	456	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_UPI0008263C82	456	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_UPI002F94643B	456	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_UPI001070AE48	456	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_UPI00164F9139	442	0.9342	0.9342	1	False	PASS_CANONICAL
UniRef90_UPI000FD89FDA	456	0.9554	0.9554	1	False	PASS_CANONICAL
UniRef90_UPI0035C7B8F9	456	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_UPI001C93CFC9	456	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_UPI0021A95D84	456	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_UPI002628E675	456	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_UPI002909DF6E	456	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_A0A840SPD6	439	0.9236	0.9236	1	False	PASS_CANONICAL
UniRef90_UPI003012ABF2	456	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_UPI001B06A3D9	456	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_UPI0035C85495	456	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_UPI000C34D58B	456	0.9427	0.9427	1	False	PASS_CANONICAL
UniRef90_UPI001EE26ABF	456	0.9554	0.9554	1	False	PASS_CANONICAL
UniRef90_UPI002164656D	456	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_UPI0026E20C78	456	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_UPI003D7F9DFA	456	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_UPI002FF7A073	456	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_UPI002FF8794F	456	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_UPI0012F4E193	456	0.9363	0.9363	1	False	PASS_CANONICAL
UniRef90_UPI003528AB2F	456	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_UPI0030BAD60F	456	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_UPI00310372BE	456	0.9554	0.9554	1	False	PASS_CANONICAL
UniRef90_UPI000FDBC990	456	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_UPI00215AE188	456	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_UPI0027162897	456	0.9406	0.9406	1	False	PASS_CANONICAL
UniRef90_UPI000DD3B26B	456	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_UPI002E16E8A2	456	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_UPI0010A9F4B3	456	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_UPI0017F65730	456	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_UPI0021A4C9FB	456	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_UPI0021F7AFB2	456	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_UPI0030DD78E8	456	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_UPI00214CFE72	456	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_UPI001412F92E	456	0.9554	0.9554	1	False	PASS_CANONICAL
UniRef90_UPI002271F42B	456	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_UPI0009D9E125	456	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_UPI001582625C	456	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_UPI0030EDE985	456	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_UPI0037C71288	456	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_UPI00026EE7F9	456	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_UPI003C7DF416	456	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_S9QFG9	440	0.9151	0.9151	1	False	PASS_CANONICAL
UniRef90_UPI000B5229BB	456	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_UPI0039E66BC6	456	0.9554	0.9554	1	False	PASS_CANONICAL
UniRef90_UPI0008374BA8	456	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_UPI000A5AAC01	456	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_UPI001C09772B	456	0.9406	0.9406	1	False	PASS_CANONICAL
UniRef90_UPI0026312B89	456	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_UPI0035B701A2	456	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_UPI00055A7C16	456	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_UPI00296E79F9	456	0.9554	0.9554	1	False	PASS_CANONICAL
UniRef90_UPI0025CC85F9	456	0.9554	0.9554	1	False	PASS_CANONICAL
UniRef90_UPI0012AED9FD	456	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_UPI000DBB6E99	456	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_UPI00261DB20D	456	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_UPI00290EDD4E	456	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_UPI003B3BC489	456	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_UPI002FD90C1E	456	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_UPI0039BD2577	456	0.9554	0.9554	1	False	PASS_CANONICAL
UniRef90_A0A2G8QSZ5	455	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_UPI00168B9563	456	0.9406	0.9406	1	False	PASS_CANONICAL
UniRef90_UPI0027277185	456	0.9554	0.9554	1	False	PASS_CANONICAL
UniRef90_UPI003CCCA70D	456	0.9299	0.9299	1	False	PASS_CANONICAL
UniRef90_UPI00301003F2	456	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_A0A418SEE4	455	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_UPI001ADFCDD0	456	0.9575	0.9575	1	False	PASS_CANONICAL
UniRef90_A0A9W6IK49	455	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_UPI001C0731CB	456	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_UPI00286C6B88	456	0.9321	0.9321	1	False	PASS_CANONICAL
UniRef90_UPI00078671DB	456	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_UPI001A203E08	456	0.9321	0.9321	1	False	PASS_CANONICAL
UniRef90_UPI0005EE5194	456	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_UPI001C62B0F2	456	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_UPI001C6380D0	456	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_UPI0021A56C12	456	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_UPI00140B2CF3	456	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_UPI00159C4FAA	456	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_UPI003919A17B	456	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_UPI00129563A7	456	0.9278	0.9278	1	False	PASS_CANONICAL
UniRef90_UPI0032EB2B83	456	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_UPI001F011B7A	456	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_UPI00209D178C	456	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_UPI00399A67B1	456	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_UPI003D34C507	456	0.9554	0.9554	1	False	PASS_CANONICAL
UniRef90_UPI003C7BF8AE	456	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_A0A5B8M8V0	443	0.9363	0.9363	1	False	PASS_CANONICAL
UniRef90_UPI003CF84519	456	0.9554	0.9554	1	False	PASS_CANONICAL
UniRef90_UPI003D0BB736	456	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_UPI003D75F350	456	0.9554	0.9554	1	False	PASS_CANONICAL
UniRef90_UPI002CE99FFB	456	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_UPI001CC64B94	456	0.9342	0.9342	1	False	PASS_CANONICAL
UniRef90_UPI004047EB99	456	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_UPI000370D102	456	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_UPI0011C1F1E7	456	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_UPI0021A79D3D	456	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_UPI001CBD4222	456	0.9278	0.9278	1	False	PASS_CANONICAL
UniRef90_UPI000DACB0ED	456	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_UPI0008C13AC5	456	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_UPI002C3C0DCE	456	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_UPI003750ABDA	456	0.9575	0.9575	1	False	PASS_CANONICAL
UniRef90_UPI000C17CCD4	456	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_UPI002020D277	456	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_UPI0001B1D147	456	0.9554	0.9554	1	False	PASS_CANONICAL
UniRef90_UPI003BB7114C	456	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_UPI0018F3B8A3	456	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_UPI0035C8778F	456	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_UPI0018AD18DF	456	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_UPI0035C75992	456	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_UPI0010813A13	456	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_UPI001D1192DF	456	0.9406	0.9406	1	False	PASS_CANONICAL
UniRef90_UPI00225E3495	456	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_UPI0012AFA20B	456	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_UPI002942D85D	456	0.9533	0.9533	1	False	PASS_CANONICAL
UniRef90_UPI003095CA6D	456	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_UPI003C7D7F91	456	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_UPI00160B639A	456	0.9490	0.9490	1	False	PASS_CANONICAL
UniRef90_UPI00261FCCA9	456	0.9363	0.9363	1	False	PASS_CANONICAL
UniRef90_UPI0031B5E110	456	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_UPI003AFA2C9F	456	0.9342	0.9342	1	False	PASS_CANONICAL
UniRef90_UPI003D157387	456	0.9321	0.9321	1	False	PASS_CANONICAL
UniRef90_UPI0004168BC8	456	0.9512	0.9512	1	False	PASS_CANONICAL
UniRef90_UPI0010241AB7	456	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_UPI001BE0A6BB	456	0.9469	0.9469	1	False	PASS_CANONICAL
UniRef90_UPI001FA6F481	456	0.9448	0.9448	1	False	PASS_CANONICAL
UniRef90_UPI003A8FDF57	456	0.9427	0.9427	1	False	PASS_CANONICAL
