seq_id	seq_len	core_start	core_end	hmm_from	hmm_to	coverage	n_hits	n_env_segments	stitched_flag	core_residues	env_segments	raw_env_start	raw_env_end	pad_left	pad_right
UniRef90_A0A7C6E9D2	342	36	342	42	504	0.8887	1	1	N	307	56-342	56	342	20	0
UniRef90_A0A1D7XAX9	342	25	342	28	511	0.9290	1	1	N	318	45-342	45	342	20	0
UniRef90_A0AAJ5EFC1	342	33	342	34	505	0.9060	1	1	N	310	53-340	53	340	20	2
UniRef90_A0A926EK78	342	27	342	37	504	0.8983	1	1	N	316	47-341	47	341	20	1
UniRef90_A0A2Z4Y282	342	25	342	46	511	0.8944	1	1	N	318	45-342	45	342	20	0
UniRef90_I4EHX6	342	50	342	63	500	0.8407	1	1	N	293	70-337	70	337	20	5
UniRef90_E4U8G6	342	37	342	66	507	0.8484	1	1	N	306	57-340	57	340	20	2
UniRef90_A0A9D9DSF8	342	1	287	67	497	0.8273	1	1	N	287	2-267	2	267	1	20
UniRef90_A0A3B7QUP0	342	24	342	60	508	0.8618	1	1	N	319	44-341	44	341	20	1
UniRef90_A0A1W1V7B2	342	24	342	27	505	0.9194	1	1	N	319	44-340	44	340	20	2
UniRef90_A0ABZ3CEX4	342	43	342	38	453	0.7985	1	1	N	300	63-341	63	341	20	1
UniRef90_A0A4U7JFQ2	342	45	342	61	503	0.8503	1	1	N	298	65-338	65	338	20	4
UniRef90_F2JN54	342	33	342	49	504	0.8752	1	1	N	310	53-340	53	340	20	2
UniRef90_A0A0R2BFF7	342	25	342	45	499	0.8733	1	1	N	318	45-337	45	337	20	5
UniRef90_A0A6V8PUE2	342	13	342	15	508	0.9482	1	1	N	330	33-341	33	341	20	1
UniRef90_A0A1Z5HN93	342	24	342	29	504	0.9136	1	1	N	319	44-340	44	340	20	2
UniRef90_A0ABV4U1H3	342	20	342	27	508	0.9251	1	1	N	323	40-338	40	338	20	4
UniRef90_A0A9X3NAC4	342	34	342	43	503	0.8848	1	1	N	309	54-340	54	340	20	2
UniRef90_K8E090	342	29	342	45	506	0.8868	1	1	N	314	49-337	49	337	20	5
UniRef90_A0A940P5E2	342	26	342	34	507	0.9098	1	1	N	317	46-340	46	340	20	2
UniRef90_A0ABU0ZDR2	342	54	329	54	452	0.7658	1	1	N	276	74-309	74	309	20	20
UniRef90_F3YAJ8	342	33	342	42	507	0.8944	1	1	N	310	53-341	53	341	20	1
UniRef90_A0A517SG64	342	25	342	29	505	0.9155	1	1	N	318	45-341	45	341	20	1
UniRef90_A0ABY5PBL8	342	20	342	30	503	0.9098	1	1	N	323	40-340	40	340	20	2
UniRef90_A0A1W1VYC5	342	14	342	27	504	0.9175	1	1	N	329	34-339	34	339	20	3
UniRef90_A0A0D0Y5V5	342	21	342	68	503	0.8369	1	1	N	322	41-337	41	337	20	5
UniRef90_A0A7S7NQE9	342	50	342	51	504	0.8714	1	1	N	293	70-342	70	342	20	0
UniRef90_A0A6G8ANH9	342	29	342	35	504	0.9021	1	1	N	314	49-342	49	342	20	0
UniRef90_A0A3A4R2U4	342	25	342	31	508	0.9175	1	1	N	318	45-341	45	341	20	1
UniRef90_A0A2T0AVK6	342	25	342	31	508	0.9175	1	1	N	318	45-341	45	341	20	1
UniRef90_A0A9D2S323	342	59	342	63	502	0.8445	1	1	N	284	79-341	79	341	20	1
UniRef90_Q7NP64	342	48	342	66	507	0.8484	1	1	N	295	68-341	68	341	20	1
UniRef90_A0ABZ3J363	342	27	342	27	504	0.9175	1	1	N	316	47-341	47	341	20	1
UniRef90_D1C6S6	342	37	342	62	450	0.7466	1	1	N	306	57-322	57	322	20	20
UniRef90_A0A926D6I6	342	25	342	41	504	0.7351	2	1	N	318	45-341	45	341	20	1
UniRef90_A0ABZ1BT29	342	72	342	66	506	0.8464	1	1	N	271	92-341	92	341	20	1
UniRef90_A0A9E6XWL9	342	60	342	65	507	0.8503	1	1	N	283	80-341	80	341	20	1
UniRef90_A0A6F8XJT0	342	23	342	41	493	0.8695	1	1	N	320	43-338	43	338	20	4
UniRef90_A0A0B6WX10	342	30	342	42	501	0.8829	1	1	N	313	50-338	50	338	20	4
UniRef90_A0A9D1T068	342	26	342	32	504	0.9079	1	1	N	317	46-340	46	340	20	2
UniRef90_A0A381QJ27	342	32	342	50	507	0.8791	1	1	N	311	52-341	52	341	20	1
UniRef90_UPI00046D83E1	342	24	342	28	508	0.9232	1	1	N	319	44-340	44	340	20	2
UniRef90_UPI001ED9971A	342	66	342	68	451	0.7370	1	1	N	277	86-329	86	329	20	13
UniRef90_UPI000B985834	342	29	342	43	505	0.8887	1	1	N	314	49-340	49	340	20	2
UniRef90_UPI001C11CEFC	342	36	342	32	499	0.8983	1	1	N	307	56-341	56	341	20	1
UniRef90_UPI002BF83D72	342	34	342	43	501	0.8810	1	1	N	309	54-340	54	340	20	2
UniRef90_UPI0013EE8EA6	342	25	342	41	504	0.8906	1	1	N	318	45-337	45	337	20	5
UniRef90_UPI00048C47ED	342	26	342	47	499	0.8695	1	1	N	317	46-330	46	330	20	12
UniRef90_UPI001C0D68A6	342	36	342	64	501	0.8407	1	1	N	307	56-340	56	340	20	2
UniRef90_UPI0018A1047E	342	23	342	22	510	0.9386	1	1	N	320	43-342	43	342	20	0
UniRef90_UPI00344FFCDE	342	25	342	43	506	0.8906	1	1	N	318	45-341	45	341	20	1
UniRef90_UPI00402659F3	342	31	342	34	506	0.9079	1	1	N	312	51-342	51	342	20	0
UniRef90_UPI003F898990	342	28	334	61	451	0.7505	1	1	N	307	48-314	48	314	20	20
UniRef90_UPI002DFDDECF	342	62	333	67	451	0.7390	1	1	N	272	82-313	82	313	20	20
UniRef90_UPI00085C6B9B	342	26	342	49	504	0.8752	1	1	N	317	46-341	46	341	20	1
UniRef90_UPI00056EF044	342	26	342	56	509	0.8714	1	1	N	317	46-342	46	342	20	0
UniRef90_A0ABZ1C1C9	339	69	339	66	503	0.8407	1	1	N	271	89-338	89	338	20	1
UniRef90_UPI0033C7E924	342	25	342	31	500	0.9021	1	1	N	318	45-333	45	333	20	9
UniRef90_UPI00141F76FC	342	24	342	57	469	0.7927	1	1	N	319	44-335	44	335	20	7
UniRef90_UPI00138AEB36	342	22	342	55	452	0.7639	1	1	N	321	42-335	42	335	20	7
UniRef90_A0A8J6IQ35	341	24	341	27	502	0.9136	1	1	N	318	44-339	44	339	20	2
UniRef90_A0AAU8GZ19	341	26	341	27	507	0.9232	1	1	N	316	46-341	46	341	20	0
UniRef90_A0AA41WD81	341	34	341	58	502	0.8541	1	1	N	308	54-336	54	336	20	5
UniRef90_A0A5C5EAJ9	341	24	341	25	504	0.9213	1	1	N	318	44-339	44	339	20	2
UniRef90_H7C796	341	25	341	40	505	0.8944	1	1	N	317	45-340	45	340	20	1
UniRef90_A0A2K9E9V6	341	25	341	35	503	0.9002	1	1	N	317	45-337	45	337	20	4
UniRef90_A0AA43UCV3	341	24	341	32	508	0.9155	1	1	N	318	44-340	44	340	20	1
UniRef90_A9AX91	341	27	341	28	506	0.9194	1	1	N	315	47-339	47	339	20	2
UniRef90_A0A5P1WYP6	341	26	341	64	507	0.8522	1	1	N	316	46-338	46	338	20	3
UniRef90_F8L7Z8	341	34	341	46	500	0.8733	1	1	N	308	54-335	54	335	20	6
UniRef90_A0A5C5YQA5	341	41	341	60	506	0.8580	1	1	N	301	61-341	61	341	20	0
UniRef90_A0A518C576	341	38	341	65	484	0.8061	1	1	N	304	58-334	58	334	20	7
UniRef90_A0A9D1T3D1	341	22	341	19	508	0.9405	1	1	N	320	42-341	42	341	20	0
UniRef90_A0ABX2I473	341	28	341	33	503	0.9040	1	1	N	314	48-340	48	340	20	1
UniRef90_C0GG10	341	28	341	41	507	0.8964	1	1	N	314	48-340	48	340	20	1
UniRef90_A0A1T4PWE2	341	23	341	24	507	0.9290	1	1	N	319	43-340	43	340	20	1
UniRef90_A0A9D1HYQ0	341	34	341	61	502	0.8484	1	1	N	308	54-341	54	341	20	0
UniRef90_A0A975B3L3	341	36	341	41	504	0.8906	1	1	N	306	56-340	56	340	20	1
UniRef90_A0ABS6S356	341	24	341	23	507	0.9309	1	1	N	318	44-341	44	341	20	0
UniRef90_A0A3G2R6S0	341	26	341	44	501	0.8791	1	1	N	316	46-335	46	335	20	6
UniRef90_A0A5C6UPJ9	341	31	341	34	505	0.9060	1	1	N	311	51-340	51	340	20	1
UniRef90_A0A1H1L5X6	341	32	341	61	496	0.8369	1	1	N	310	52-334	52	334	20	7
UniRef90_A0A7G1GY78	341	25	341	26	506	0.9232	1	1	N	317	45-341	45	341	20	0
UniRef90_A0A401FX73	341	21	341	29	503	0.9117	1	1	N	321	41-339	41	339	20	2
UniRef90_F5YKY9	341	67	341	65	489	0.8157	1	1	N	275	87-340	87	340	20	1
UniRef90_A0A9D1K044	341	32	341	62	503	0.8484	1	1	N	310	52-340	52	340	20	1
UniRef90_A0A7C8HF31	341	26	341	44	504	0.8848	1	1	N	316	46-338	46	338	20	3
UniRef90_A6NX22	341	33	341	59	502	0.8522	1	1	N	309	53-339	53	339	20	2
UniRef90_A0A926EBR0	341	24	341	24	504	0.9232	1	1	N	318	44-340	44	340	20	1
UniRef90_F5YFM2	341	39	341	62	504	0.8503	1	1	N	303	59-340	59	340	20	1
UniRef90_A0A518GHF5	341	46	341	72	499	0.8215	1	1	N	296	66-338	66	338	20	3
UniRef90_A0A212R9C1	341	55	341	59	512	0.8714	1	1	N	287	75-341	75	341	20	0
UniRef90_A0ABT8F7S6	341	42	341	59	504	0.8560	1	1	N	300	62-340	62	340	20	1
UniRef90_A0A348APH0	341	30	341	60	508	0.8618	1	1	N	312	50-341	50	341	20	0
UniRef90_A0A226BX26	341	25	341	39	500	0.8868	1	1	N	317	45-338	45	338	20	3
UniRef90_A0A1U9K882	341	23	341	19	508	0.9405	1	1	N	319	43-340	43	340	20	1
UniRef90_A0A7T7XMJ4	341	33	341	68	504	0.8388	1	1	N	309	53-340	53	340	20	1
UniRef90_A0A8A0RQI5	341	25	341	41	504	0.8906	1	1	N	317	45-338	45	338	20	3
UniRef90_E8QWX1	341	50	341	62	503	0.8484	1	1	N	292	70-339	70	339	20	2
UniRef90_A0A2M8QEZ4	341	47	341	47	507	0.8848	1	1	N	295	67-341	67	341	20	0
UniRef90_A0A3B1D0M2	341	27	341	31	501	0.9040	1	1	N	315	47-340	47	340	20	1
UniRef90_A0ABM7WW50	337	48	337	63	501	0.8426	1	1	N	290	68-336	68	336	20	1
UniRef90_UPI002260F232	341	31	341	30	504	0.9117	1	1	N	311	51-340	51	340	20	1
UniRef90_UPI0010307606	341	70	341	62	506	0.8541	1	1	N	272	90-341	90	341	20	0
UniRef90_A0A7D3XY62	328	46	328	63	504	0.8484	1	1	N	283	66-326	66	326	20	2
UniRef90_UPI003D16798C	341	42	341	50	507	0.8791	1	1	N	300	62-341	62	341	20	0
UniRef90_UPI0012BD0D8B	341	33	341	57	501	0.8541	1	1	N	309	53-338	53	338	20	3
UniRef90_UPI00237947C7	341	15	341	21	492	0.9060	1	1	N	327	35-334	35	334	20	7
UniRef90_UPI002260B431	341	31	341	31	455	0.8157	1	1	N	311	51-336	51	336	20	5
UniRef90_A0A024QA01	339	10	339	15	503	0.9386	1	1	N	330	30-336	30	336	20	3
UniRef90_UPI00082AE37A	341	21	341	30	507	0.9175	1	1	N	321	41-337	41	337	20	4
UniRef90_A0A2M7T7I8	317	1	317	31	504	0.9098	1	1	N	317	20-315	20	315	19	2
UniRef90_UPI001C7550E7	341	25	341	23	505	0.9271	1	1	N	317	45-341	45	341	20	0
UniRef90_UPI0016867EAB	341	41	341	66	501	0.8369	1	1	N	301	61-339	61	339	20	2
UniRef90_UPI00135B78FD	341	24	329	69	452	0.7370	1	1	N	306	44-309	44	309	20	20
UniRef90_UPI00225482AF	341	28	341	43	504	0.8868	1	1	N	314	48-340	48	340	20	1
UniRef90_UPI00260E797D	341	44	341	62	501	0.8445	1	1	N	298	64-340	64	340	20	1
UniRef90_UPI003981541C	341	60	341	66	504	0.8426	1	1	N	282	80-340	80	340	20	1
UniRef90_A0A7C3IWI3	340	44	340	47	506	0.8829	1	1	N	297	64-336	64	336	20	4
UniRef90_A0A150JBJ2	340	25	340	32	501	0.9021	1	1	N	316	45-339	45	339	20	1
UniRef90_A0A150IV18	340	31	340	34	507	0.9098	1	1	N	310	51-340	51	340	20	0
UniRef90_B1GYQ4	340	23	340	29	506	0.9175	1	1	N	318	43-338	43	338	20	2
UniRef90_A0A7C1JN42	340	47	340	65	453	0.7466	1	1	N	294	67-332	67	332	20	8
UniRef90_A0A174IYQ4	340	24	340	34	504	0.9040	1	1	N	317	44-339	44	339	20	1
UniRef90_A0A7C3LUK3	340	34	340	34	458	0.8157	1	1	N	307	54-321	54	321	20	19
UniRef90_A0A6J4JXL0	340	40	340	61	506	0.8560	1	1	N	301	60-340	60	340	20	0
UniRef90_A0A0S4N197	340	63	340	68	509	0.8484	1	1	N	278	83-340	83	340	20	0
UniRef90_U2KW43	340	68	340	64	504	0.8464	1	1	N	273	88-339	88	339	20	1
UniRef90_A0AAP3VIJ4	340	23	340	21	502	0.9251	1	1	N	318	43-334	43	334	20	6
UniRef90_A0A859DP51	340	26	340	34	503	0.9021	1	1	N	315	46-338	46	338	20	2
UniRef90_A0AA49JTK3	340	30	340	29	508	0.9213	1	1	N	311	50-339	50	339	20	1
UniRef90_A0A931ATL6	340	26	340	45	505	0.8848	1	1	N	315	46-340	46	340	20	0
UniRef90_A0A9X4H3L9	340	25	340	42	503	0.8868	1	1	N	316	45-337	45	337	20	3
UniRef90_A0A3G1KNP2	340	25	340	30	508	0.9194	1	1	N	316	45-339	45	339	20	1
UniRef90_A0A1Z3HJI8	340	63	340	66	496	0.7390	2	1	N	278	83-338	83	338	20	2
UniRef90_A0A8I0A462	340	26	340	61	502	0.8484	1	1	N	315	46-337	46	337	20	3
UniRef90_A0A6B8RS29	340	44	340	46	493	0.8599	1	1	N	297	64-336	64	336	20	4
UniRef90_A0A916NZI4	340	26	340	32	501	0.9021	1	1	N	315	46-334	46	334	20	6
UniRef90_A0A518B210	340	24	340	56	505	0.8637	1	1	N	317	44-339	44	339	20	1
UniRef90_A0A4S3B2W2	340	26	340	40	502	0.8887	1	1	N	315	46-339	46	339	20	1
UniRef90_A0A6C0GG99	340	37	340	52	507	0.8752	1	1	N	304	57-339	57	339	20	1
UniRef90_A0A096AHM8	340	26	340	41	457	0.8004	1	1	N	315	46-335	46	335	20	5
UniRef90_A0A916K770	340	32	340	34	495	0.8868	1	1	N	309	52-336	52	336	20	4
UniRef90_D1ALD7	340	30	340	58	504	0.8580	1	1	N	311	50-338	50	338	20	2
UniRef90_A0A4R3MKV5	340	23	340	61	503	0.8503	1	1	N	318	43-337	43	337	20	3
UniRef90_A0P6J8	340	29	340	31	501	0.9040	1	1	N	312	49-339	49	339	20	1
UniRef90_A0A0J8DAV1	340	25	340	44	503	0.8829	1	1	N	316	45-337	45	337	20	3
UniRef90_A0A926D0I7	340	35	340	34	503	0.9021	1	1	N	306	55-338	55	338	20	2
UniRef90_A0ABT2Y4Q5	340	25	340	41	508	0.8983	1	1	N	316	45-340	45	340	20	0
UniRef90_A0A848ERH6	340	42	340	63	503	0.8464	1	1	N	299	62-338	62	338	20	2
UniRef90_A0A9D0YSE4	340	26	340	30	504	0.9117	1	1	N	315	46-339	46	339	20	1
UniRef90_A0A7X2TFY5	340	33	340	63	508	0.8560	1	1	N	308	53-340	53	340	20	0
UniRef90_E9SGM4	339	24	339	24	504	0.9232	1	1	N	316	44-339	44	339	20	0
UniRef90_A0A7T0BVL7	340	24	340	28	500	0.9079	1	1	N	317	44-338	44	338	20	2
UniRef90_A0ABZ0IW03	340	36	340	41	507	0.8964	1	1	N	305	56-338	56	338	20	2
UniRef90_A0A3P7NYF6	340	69	340	70	504	0.8349	1	1	N	272	89-340	89	340	20	0
UniRef90_A0A4R1KBK3	340	27	340	33	507	0.9117	1	1	N	314	47-340	47	340	20	0
UniRef90_S0F003	340	25	340	29	486	0.8791	1	1	N	316	45-339	45	339	20	1
UniRef90_S0EXU1	340	27	340	33	506	0.9098	1	1	N	314	47-340	47	340	20	0
UniRef90_A0A537KEP8	340	23	340	24	504	0.9232	1	1	N	318	43-340	43	340	20	0
UniRef90_A0A0P8WZY9	340	34	340	45	505	0.8848	1	1	N	307	54-339	54	339	20	1
UniRef90_A0A975BMK9	340	36	340	41	507	0.8964	1	1	N	305	56-339	56	339	20	1
UniRef90_A0A840MLX2	340	31	340	33	504	0.9060	1	1	N	310	51-339	51	339	20	1
UniRef90_A0ABW4JLK0	340	19	340	26	505	0.9213	1	1	N	322	39-338	39	338	20	2
UniRef90_A0A9D1D9Q2	340	26	340	32	504	0.9079	1	1	N	315	46-340	46	340	20	0
UniRef90_A0A519BF76	340	30	340	41	488	0.8599	1	1	N	311	50-339	50	339	20	1
UniRef90_A0A9D1TJ63	340	29	340	42	503	0.8868	1	1	N	312	49-338	49	338	20	2
UniRef90_A0A0S7XJL5	340	29	340	35	505	0.9040	1	1	N	312	49-339	49	339	20	1
UniRef90_Q1ILY9	340	24	340	63	505	0.8503	1	1	N	317	44-339	44	339	20	1
UniRef90_A0AC61DE94	340	43	340	61	508	0.8599	1	1	N	298	63-338	63	338	20	2
UniRef90_F9UMQ1	331	45	331	62	502	0.8464	1	1	N	287	65-329	65	329	20	2
UniRef90_A0A402D4B4	340	25	340	53	505	0.8695	1	1	N	316	45-339	45	339	20	1
UniRef90_A0A6V7R5R6	340	23	340	33	504	0.9060	1	1	N	318	43-339	43	339	20	1
UniRef90_A0ABT1WNR0	340	25	340	31	504	0.9098	1	1	N	316	45-339	45	339	20	1
UniRef90_A0A2M7UWQ4	340	29	340	31	505	0.9117	1	1	N	312	49-340	49	340	20	0
UniRef90_A0ABY6Z8B3	340	19	340	30	507	0.9175	1	1	N	322	39-336	39	336	20	4
UniRef90_A0A9D1SE56	340	25	340	33	506	0.9098	1	1	N	316	45-339	45	339	20	1
UniRef90_A0A517MYX9	340	36	340	63	507	0.8541	1	1	N	305	56-339	56	339	20	1
UniRef90_A0A1V6C451	340	33	340	34	503	0.9021	1	1	N	308	53-338	53	338	20	2
UniRef90_A0ABT7LZ02	340	28	340	62	507	0.8560	1	1	N	313	48-340	48	340	20	0
UniRef90_A0A8J6J214	340	33	340	66	501	0.8369	1	1	N	308	53-338	53	338	20	2
UniRef90_A0A1V4IBZ7	340	29	340	32	504	0.9079	1	1	N	312	49-339	49	339	20	1
UniRef90_S7V4L9	340	36	340	41	504	0.8906	1	1	N	305	56-338	56	338	20	2
UniRef90_A0A7M2WVM4	340	39	340	59	507	0.8618	1	1	N	302	59-340	59	340	20	0
UniRef90_A0A2K2F872	340	28	340	44	503	0.8829	1	1	N	313	48-338	48	338	20	2
UniRef90_A0A0W8E121	340	36	340	48	471	0.8138	1	1	N	305	56-331	56	331	20	9
UniRef90_A0A381N5Q1	340	30	340	40	506	0.8964	1	1	N	311	50-339	50	339	20	1
UniRef90_A0A382B408	340	27	340	28	452	0.8157	1	1	N	314	47-336	47	336	20	4
UniRef90_UPI0039C87DD5	340	48	340	64	455	0.7524	1	1	N	293	68-329	68	329	20	11
UniRef90_UPI0004810102	340	26	340	24	504	0.9232	1	1	N	315	46-339	46	339	20	1
UniRef90_UPI0002DC10A8	340	27	340	33	503	0.9040	1	1	N	314	47-339	47	339	20	1
UniRef90_UPI0009A659EE	340	34	340	60	501	0.8484	1	1	N	307	54-340	54	340	20	0
UniRef90_UPI000952C58B	340	23	340	24	501	0.7869	2	1	N	318	43-338	43	338	20	2
UniRef90_D0WEB2	335	25	335	31	502	0.9060	1	1	N	311	45-335	45	335	20	0
UniRef90_UPI0008D43605	340	29	340	28	505	0.9175	1	1	N	312	49-339	49	339	20	1
UniRef90_UPI0022489780	340	35	340	62	480	0.8042	1	1	N	306	55-338	55	338	20	2
UniRef90_UPI00195E1DCD	340	25	340	45	499	0.8733	1	1	N	316	45-338	45	338	20	2
UniRef90_UPI00272449F7	340	28	340	32	509	0.9175	1	1	N	313	48-340	48	340	20	0
UniRef90_UPI0008D9274B	340	34	340	43	507	0.8925	1	1	N	307	54-339	54	339	20	1
UniRef90_UPI0037DC22C0	340	25	340	66	500	0.8349	1	1	N	316	45-333	45	333	20	7
UniRef90_A0ABZ3J446	338	22	338	17	500	0.9290	1	1	N	317	42-337	42	337	20	1
UniRef90_UPI00059030DA	340	25	340	29	504	0.9136	1	1	N	316	45-336	45	336	20	4
UniRef90_UPI002DD9F1E4	340	57	340	56	456	0.7697	1	1	N	284	77-339	77	339	20	1
UniRef90_UPI00374D4BFD	340	25	340	41	508	0.8983	1	1	N	316	45-340	45	340	20	0
UniRef90_UPI0026018E5A	340	30	340	61	507	0.8580	1	1	N	311	50-340	50	340	20	0
UniRef90_UPI0003B3E8D9	340	26	340	32	507	0.9136	1	1	N	315	46-340	46	340	20	0
UniRef90_UPI0000ED77C0	340	35	340	34	501	0.8983	1	1	N	306	55-339	55	339	20	1
UniRef90_A0A977KB19	339	25	339	26	504	0.9194	1	1	N	315	45-336	45	336	20	3
UniRef90_A0A212KHN5	339	24	339	24	504	0.9232	1	1	N	316	44-338	44	338	20	1
UniRef90_A0A831XMQ4	339	26	339	26	502	0.9155	1	1	N	314	46-338	46	338	20	1
UniRef90_A0A5C7AVR9	339	27	339	45	504	0.8829	1	1	N	313	47-336	47	336	20	3
UniRef90_R8W3H2	339	36	339	55	505	0.8656	1	1	N	304	56-339	56	339	20	0
UniRef90_A0ABT7UI00	339	27	339	34	503	0.9021	1	1	N	313	47-338	47	338	20	1
UniRef90_K0ZAF9	339	25	339	29	504	0.9136	1	1	N	315	45-338	45	338	20	1
UniRef90_A0A7T0G335	339	27	339	34	504	0.9040	1	1	N	313	47-338	47	338	20	1
UniRef90_E4TIQ0	339	23	339	27	508	0.9251	1	1	N	317	43-339	43	339	20	0
UniRef90_A0A4S2EZP0	339	37	339	63	502	0.8445	1	1	N	303	57-338	57	338	20	1
UniRef90_D5X8W7	339	23	339	28	501	0.9098	1	1	N	317	43-336	43	336	20	3
UniRef90_B8FA44	339	29	339	36	501	0.8944	1	1	N	311	49-337	49	337	20	2
UniRef90_A0A0R1HMW5	339	29	339	58	498	0.8464	1	1	N	311	49-329	49	329	20	10
UniRef90_M1ZEC8	339	25	339	29	503	0.9117	1	1	N	315	45-338	45	338	20	1
UniRef90_A0A1M6DPN3	339	25	339	33	508	0.9136	1	1	N	315	45-339	45	339	20	0
UniRef90_A0ABT5I1N3	339	25	339	30	502	0.9079	1	1	N	315	45-337	45	337	20	2
UniRef90_B8CWX2	339	41	339	54	507	0.8714	1	1	N	299	61-339	61	339	20	0
UniRef90_B9XEU6	339	27	339	52	504	0.8695	1	1	N	313	47-339	47	339	20	0
UniRef90_A0A926DC64	339	26	339	33	497	0.8925	1	1	N	314	46-337	46	337	20	2
UniRef90_A0ABU0E2B9	339	23	339	26	503	0.9175	1	1	N	317	43-338	43	338	20	1
UniRef90_A0A926DBD7	339	29	339	61	504	0.8522	1	1	N	311	49-338	49	338	20	1
UniRef90_A0A2T6BQQ6	339	23	339	54	501	0.8599	1	1	N	317	43-338	43	338	20	1
UniRef90_A0A134CE82	339	20	339	41	502	0.8868	1	1	N	320	40-336	40	336	20	3
UniRef90_A0ABU3Z6P5	339	26	339	41	490	0.8637	1	1	N	314	46-331	46	331	20	8
UniRef90_A0A2U3KV54	339	27	339	31	501	0.9040	1	1	N	313	47-338	47	338	20	1
UniRef90_C6XE00	339	19	339	27	501	0.9117	1	1	N	321	39-337	39	337	20	2
UniRef90_A0ABS9MH80	339	36	339	45	505	0.8848	1	1	N	304	56-337	56	337	20	2
UniRef90_A0ABY7WSQ9	339	28	339	63	506	0.8522	1	1	N	312	48-338	48	338	20	1
UniRef90_A0A9D2S5N4	339	24	339	59	502	0.8522	1	1	N	316	44-337	44	337	20	2
UniRef90_A0AB35U0S8	339	26	339	41	508	0.8983	1	1	N	314	46-339	46	339	20	0
UniRef90_A0A2Z4IMM8	339	26	339	41	506	0.8944	1	1	N	314	46-337	46	337	20	2
UniRef90_S7X1B2	339	28	339	44	505	0.8868	1	1	N	312	48-337	48	337	20	2
UniRef90_A0A1W2CUQ3	339	50	326	49	452	0.7754	1	1	N	277	70-306	70	306	20	20
UniRef90_A0A1U9NPL6	339	55	339	68	507	0.8445	1	1	N	285	75-339	75	339	20	0
UniRef90_A0AAX2JF44	339	29	339	61	503	0.8503	1	1	N	311	49-338	49	338	20	1
UniRef90_A0A1Q2HRM1	339	26	339	66	507	0.8484	1	1	N	314	46-339	46	339	20	0
UniRef90_A0A1M5BEU2	339	34	339	43	506	0.8906	1	1	N	306	54-338	54	338	20	1
UniRef90_A0A7S7RTU6	339	32	339	64	504	0.8464	1	1	N	308	52-338	52	338	20	1
UniRef90_A0A1W1H9I4	339	35	339	41	502	0.8868	1	1	N	305	55-335	55	335	20	4
UniRef90_A0A1F4RPD0	300	21	300	27	451	0.8157	1	1	N	280	41-300	41	300	20	0
UniRef90_A0A5K7YZI1	339	36	339	40	501	0.8868	1	1	N	304	56-336	56	336	20	3
UniRef90_E3PWG0	339	34	339	70	503	0.8330	1	1	N	306	54-337	54	337	20	2
UniRef90_A0A1F7RCX5	339	26	339	26	504	0.9194	1	1	N	314	46-337	46	337	20	2
UniRef90_U4KS78	339	25	339	36	500	0.8925	1	1	N	315	45-338	45	338	20	1
UniRef90_Q39ZV9	339	30	339	58	507	0.8637	1	1	N	310	50-339	50	339	20	0
UniRef90_A0A0C7NL84	339	36	339	62	504	0.8503	1	1	N	304	56-339	56	339	20	0
UniRef90_A0A2G9YWC3	339	30	339	45	506	0.8868	1	1	N	310	50-339	50	339	20	0
UniRef90_A0A1G6LP45	339	25	339	59	504	0.8560	1	1	N	315	45-335	45	335	20	4
UniRef90_A0A953HV20	339	27	339	36	507	0.8234	2	1	N	313	47-338	47	338	20	1
UniRef90_C8W331	339	24	339	27	508	0.9251	1	1	N	316	44-339	44	339	20	0
UniRef90_A0ABR7IQM3	339	24	339	27	504	0.9175	1	1	N	316	44-336	44	336	20	3
UniRef90_A0A9D1H2D7	339	25	339	59	506	0.8599	1	1	N	315	45-338	45	338	20	1
UniRef90_A0A926D0I5	339	25	339	49	505	0.8772	1	1	N	315	45-338	45	338	20	1
UniRef90_A0A3N1Y1P7	339	28	339	29	487	0.8810	1	1	N	312	48-334	48	334	20	5
UniRef90_A0A932ERI8	339	29	339	60	500	0.8464	1	1	N	311	49-338	49	338	20	1
UniRef90_A0AB94IXH9	339	24	339	26	508	0.9271	1	1	N	316	44-339	44	339	20	0
UniRef90_A0AAF0CW72	339	26	339	37	507	0.9040	1	1	N	314	46-338	46	338	20	1
UniRef90_A0A1G9RQR2	339	23	339	34	471	0.8407	1	1	N	317	43-332	43	332	20	7
UniRef90_A0A1M6EXF0	339	30	339	64	503	0.8445	1	1	N	310	50-338	50	338	20	1
UniRef90_A0A5D0MGX6	339	22	339	27	504	0.9175	1	1	N	318	42-339	42	339	20	0
UniRef90_A0A3G9GFL0	339	35	339	44	505	0.8868	1	1	N	305	55-338	55	338	20	1
UniRef90_A0A1F4Q3T1	339	23	339	26	506	0.9232	1	1	N	317	43-339	43	339	20	0
UniRef90_A0A1F4SP81	339	25	339	58	507	0.8637	1	1	N	315	45-339	45	339	20	0
UniRef90_A0A419F9I2	339	28	339	41	504	0.8906	1	1	N	312	48-338	48	338	20	1
UniRef90_L7VNE2	339	24	339	49	504	0.8752	1	1	N	316	44-338	44	338	20	1
UniRef90_A0A9D1KYM8	339	30	339	65	496	0.8292	1	1	N	310	50-333	50	333	20	6
UniRef90_A0A1F5YTD4	339	27	339	34	506	0.9079	1	1	N	313	47-338	47	338	20	1
