seq_id	dah7ps_score	kdops_score	delta	verdict
UniRef90_A1ZYC5	110.8	345.4	-234.6	REMOVE
UniRef90_A2CCS7	94.9	403.6	-308.7	REMOVE
UniRef90_A2SJR1	106.5	442.8	-336.3	REMOVE
UniRef90_A3D1X5	106.7	nan	nan	KEEP
UniRef90_A3I0V2	142.6	59.5	83.1	KEEP
UniRef90_A3I143	121.6	369.1	-247.5	REMOVE
UniRef90_A3MUK0	385.2	86.5	298.7	KEEP
UniRef90_A3QBU5	128.9	nan	nan	KEEP
UniRef90_A3SIK5	93.0	407.9	-314.9	REMOVE
UniRef90_A3TY82	114.0	411.5	-297.5	REMOVE
UniRef90_A3U4G0	127.8	349.8	-222.0	REMOVE
UniRef90_A3U8J9	168.3	40.9	127.4	KEEP
UniRef90_A3V1V2	95.9	408.0	-312.1	REMOVE
UniRef90_A3VAK9	114.1	410.6	-296.5	REMOVE
UniRef90_A3XI50	177.1	47.8	129.3	KEEP
UniRef90_A3XQ08	116.5	344.0	-227.5	REMOVE
UniRef90_A3ZPX7	109.4	398.3	-288.9	REMOVE
UniRef90_A4AAB7	100.0	413.1	-313.1	REMOVE
UniRef90_A4BE16	91.3	430.0	-338.7	REMOVE
UniRef90_A4BS41	106.3	429.5	-323.2	REMOVE
UniRef90_A4BWK8	167.1	54.5	112.6	KEEP
UniRef90_A4CFL3	82.0	425.9	-343.9	REMOVE
UniRef90_A4CM34	125.4	350.8	-225.4	REMOVE
UniRef90_A4CPP6	169.6	48.7	120.9	KEEP
UniRef90_A4J2L7	408.2	103.3	304.9	KEEP
UniRef90_A4J3M8	408.9	96.7	312.2	KEEP
UniRef90_A4J3N0	404.0	114.3	289.7	KEEP
UniRef90_A4RVU8	109.4	380.7	-271.3	REMOVE
UniRef90_A4SXE8	112.9	439.4	-326.5	REMOVE
UniRef90_A4WBC2	94.5	434.0	-339.5	REMOVE
UniRef90_A4WMN6	387.3	89.5	297.8	KEEP
UniRef90_A4XWS2	92.9	440.3	-347.4	REMOVE
UniRef90_A4Y4M2	100.5	nan	nan	KEEP
UniRef90_A4YHW4	394.8	102.5	292.3	KEEP
UniRef90_A4YVC7	119.4	427.8	-308.4	REMOVE
UniRef90_A5BVI1	65.8	273.0	-207.2	REMOVE
UniRef90_A5CW13	116.4	424.0	-307.6	REMOVE
UniRef90_A5D1S1	396.4	122.9	273.5	KEEP
UniRef90_A5D4Y4	406.1	119.5	286.6	KEEP
UniRef90_A5EK16	122.3	426.3	-304.0	REMOVE
UniRef90_A5EW23	118.9	450.4	-331.5	REMOVE
UniRef90_A5FXW8	123.7	423.9	-300.2	REMOVE
UniRef90_A5G9H7	426.1	114.3	311.8	KEEP
UniRef90_A5GDV8	407.3	120.5	286.8	KEEP
UniRef90_A5GI92	89.4	408.7	-319.3	REMOVE
UniRef90_A5N6A6	416.3	127.2	289.1	KEEP
UniRef90_A6DJU3	77.8	408.7	-330.9	REMOVE
UniRef90_A6DQH2	92.0	390.9	-298.9	REMOVE
UniRef90_A6GW91	167.0	54.0	113.0	KEEP
UniRef90_A6GWY4	118.4	333.0	-214.6	REMOVE
UniRef90_A6NTR7	114.7	408.4	-293.7	REMOVE
UniRef90_A6NX22	367.7	103.6	264.1	KEEP
UniRef90_A6NXG3	405.5	111.8	293.7	KEEP
UniRef90_A6SVC5	90.5	420.6	-330.1	REMOVE
UniRef90_A6TL01	424.8	115.4	309.4	KEEP
UniRef90_A6TQ55	371.8	125.8	246.0	KEEP
UniRef90_A7GWZ3	73.1	361.6	-288.5	REMOVE
UniRef90_A7HXX8	110.9	421.3	-310.4	REMOVE
UniRef90_A7HXZ8	83.0	357.9	-274.9	REMOVE
UniRef90_A7HZI5	78.4	361.8	-283.4	REMOVE
UniRef90_A7IN31	122.8	419.9	-297.1	REMOVE
UniRef90_A7KJJ4	499.1	104.2	394.9	KEEP
UniRef90_A7NNN3	413.5	114.4	299.1	KEEP
UniRef90_A7VSE8	408.4	96.7	311.7	KEEP
UniRef90_A7VYR8	408.0	101.6	306.4	KEEP
UniRef90_A8ACG0	417.7	115.5	302.2	KEEP
UniRef90_A8EVW2	86.0	336.3	-250.3	REMOVE
UniRef90_A8EXC8	99.9	430.5	-330.6	REMOVE
UniRef90_A8FSF6	117.9	nan	nan	KEEP
UniRef90_A8GDA7	90.9	427.7	-336.8	REMOVE
UniRef90_A8IBG0	114.8	432.3	-317.5	REMOVE
UniRef90_A8LPK6	98.0	395.4	-297.4	REMOVE
UniRef90_A8MCY6	424.7	115.7	309.0	KEEP
UniRef90_A8MH70	420.3	118.3	302.0	KEEP
UniRef90_A8PLE5	114.1	433.3	-319.2	REMOVE
UniRef90_A8Z648	171.2	46.5	124.7	KEEP
UniRef90_A8ZU09	131.7	421.2	-289.5	REMOVE
UniRef90_A9AV21	378.4	101.3	277.1	KEEP
UniRef90_A9AX91	400.4	118.2	282.2	KEEP
UniRef90_A9B113	401.3	115.0	286.3	KEEP
UniRef90_A9B7R6	377.7	115.7	262.0	KEEP
UniRef90_A9BHP9	431.3	129.8	301.5	KEEP
UniRef90_A9BN40	101.7	443.6	-341.9	REMOVE
UniRef90_A9D8Q8	96.6	414.6	-318.0	REMOVE
UniRef90_A9DJC1	170.3	48.4	121.9	KEEP
UniRef90_A9E3B7	112.4	341.7	-229.3	REMOVE
UniRef90_A9HJ79	110.8	416.8	-306.0	REMOVE
UniRef90_A9IIP6	112.3	443.4	-331.1	REMOVE
UniRef90_A9IS46	102.4	433.7	-331.3	REMOVE
UniRef90_A9KME5	421.9	110.2	311.7	KEEP
UniRef90_A9RJ56	113.0	399.9	-286.9	REMOVE
UniRef90_A9WFT8	420.8	118.7	302.1	KEEP
UniRef90_B0BZZ8	99.9	428.2	-328.3	REMOVE
UniRef90_B0CBX8	364.2	117.7	246.5	KEEP
UniRef90_B0MFR6	407.1	105.4	301.7	KEEP
UniRef90_B0MW83	103.6	347.6	-244.0	REMOVE
UniRef90_B0MX08	185.6	50.5	135.1	KEEP
UniRef90_B0PEJ6	400.4	103.4	297.0	KEEP
UniRef90_B0PHQ3	390.9	115.0	275.9	KEEP
UniRef90_B0SR52	90.8	369.0	-278.2	REMOVE
UniRef90_B0T3H2	69.7	362.8	-293.1	REMOVE
UniRef90_B0TJ85	96.5	nan	nan	KEEP
UniRef90_B0VJE6	111.1	355.6	-244.5	REMOVE
UniRef90_B1BYV5	398.6	118.1	280.5	KEEP
UniRef90_B1C3I0	396.2	118.1	278.1	KEEP
UniRef90_B1C7Z3	406.8	119.6	287.2	KEEP
UniRef90_B1GYQ4	408.7	110.7	298.0	KEEP
UniRef90_B1HX86	552.5	114.4	438.1	KEEP
UniRef90_B1I3Z2	408.0	110.5	297.5	KEEP
UniRef90_B1I5V0	398.0	93.9	304.1	KEEP
UniRef90_B1KI77	127.9	12.1	115.8	KEEP
UniRef90_B1LZU2	113.1	421.1	-308.0	REMOVE
UniRef90_B1MYC8	347.5	97.0	250.5	KEEP
UniRef90_B1Y4K5	102.6	419.1	-316.5	REMOVE
UniRef90_B1ZM89	96.0	362.1	-266.1	REMOVE
UniRef90_B1ZYC9	208.2	47.9	160.3	KEEP
UniRef90_B2A726	403.9	111.5	292.4	KEEP
UniRef90_B2FK85	117.2	454.7	-337.5	REMOVE
UniRef90_B2KC21	108.6	389.4	-280.8	REMOVE
UniRef90_B2TAZ1	77.3	398.0	-320.7	REMOVE
UniRef90_B2TQ73	414.4	128.2	286.2	KEEP
UniRef90_B2UPX8	111.6	365.0	-253.4	REMOVE
UniRef90_B2VEI7	96.2	434.4	-338.2	REMOVE
UniRef90_B3DUK6	98.6	350.5	-251.9	REMOVE
UniRef90_B3E467	114.5	441.9	-327.4	REMOVE
UniRef90_B3E5G3	431.8	120.9	310.9	KEEP
UniRef90_B3E6Y6	401.2	114.1	287.1	KEEP
UniRef90_B3EI24	154.9	346.0	-191.1	REMOVE
UniRef90_B3EPU3	151.5	339.9	-188.4	REMOVE
UniRef90_B3JEY0	120.3	358.9	-238.6	REMOVE
UniRef90_B3PJB4	92.8	433.9	-341.1	REMOVE
UniRef90_B3QLE7	150.3	350.0	-199.7	REMOVE
UniRef90_B3QTY8	421.6	119.9	301.7	KEEP
UniRef90_B3QV89	142.6	351.8	-209.2	REMOVE
UniRef90_B3V6J1	81.8	389.0	-307.2	REMOVE
UniRef90_B4D5S1	119.5	370.0	-250.5	REMOVE
UniRef90_B4D6Q8	392.9	124.2	268.7	KEEP
UniRef90_B4D8Z6	387.6	120.6	267.0	KEEP
UniRef90_B4EDA2	99.9	443.4	-343.5	REMOVE
UniRef90_B4ER91	348.3	104.6	243.7	KEEP
UniRef90_B4EVS0	88.7	432.5	-343.8	REMOVE
UniRef90_B4F7V1	115.9	397.2	-281.3	REMOVE
UniRef90_B4RAY6	63.6	360.8	-297.2	REMOVE
UniRef90_B4S669	137.4	342.8	-205.4	REMOVE
UniRef90_B4SGX2	152.9	341.0	-188.1	REMOVE
UniRef90_B4SR83	117.0	455.2	-338.2	REMOVE
UniRef90_B4VY96	352.1	117.7	234.4	KEEP
UniRef90_B4W4K4	359.4	138.1	221.3	KEEP
UniRef90_B5CR64	411.7	125.2	286.5	KEEP
UniRef90_B5D1F1	117.2	360.0	-242.8	REMOVE
UniRef90_B5E8N4	125.1	439.0	-313.9	REMOVE
UniRef90_B5YE19	434.9	138.5	296.4	KEEP
UniRef90_B5YGD5	421.7	126.4	295.3	KEEP
UniRef90_B5YH30	129.4	414.5	-285.1	REMOVE
UniRef90_B5YH66	428.9	111.1	317.8	KEEP
UniRef90_B6BM68	104.9	347.3	-242.4	REMOVE
UniRef90_B6BU85	391.5	100.5	291.0	KEEP
UniRef90_B6BUG9	124.6	442.6	-318.0	REMOVE
UniRef90_B6EHH9	102.2	427.2	-325.0	REMOVE
UniRef90_B6FWH9	381.2	121.8	259.4	KEEP
UniRef90_B6GBP8	361.3	91.8	269.5	KEEP
UniRef90_B6IQ28	120.6	444.0	-323.4	REMOVE
UniRef90_B6JFY6	124.1	432.3	-308.2	REMOVE
UniRef90_B6WU64	126.5	416.4	-289.9	REMOVE
UniRef90_B6YQG5	186.1	53.5	132.6	KEEP
UniRef90_B6YX08	462.5	117.3	345.2	KEEP
UniRef90_B7CAG6	390.8	112.6	278.2	KEEP
UniRef90_B7H226	88.9	425.5	-336.6	REMOVE
UniRef90_B7IKU3	56.6	28.0	28.6	KEEP
UniRef90_B7J6R3	119.1	454.2	-335.1	REMOVE
UniRef90_B7K1A6	364.0	122.5	241.5	KEEP
UniRef90_B7K2P0	362.0	132.6	229.4	KEEP
UniRef90_B7KAZ3	354.3	117.1	237.2	KEEP
UniRef90_B7KHJ7	358.9	126.2	232.7	KEEP
UniRef90_B8BNM6	114.5	398.1	-283.6	REMOVE
UniRef90_B8CSF0	97.7	nan	nan	KEEP
UniRef90_B8CWX2	417.6	124.9	292.7	KEEP
UniRef90_B8CZC1	109.9	420.8	-310.9	REMOVE
UniRef90_B8DJR7	109.2	392.8	-283.6	REMOVE
UniRef90_B8F521	103.9	445.6	-341.7	REMOVE
UniRef90_B8F9X0	120.3	405.7	-285.4	REMOVE
UniRef90_B8FA44	394.8	113.6	281.2	KEEP
UniRef90_B8FAS4	225.3	91.0	134.3	KEEP
UniRef90_B8G5H1	397.4	111.6	285.8	KEEP
UniRef90_B8GQ74	115.3	456.8	-341.5	REMOVE
UniRef90_B8HQI4	360.2	122.4	237.8	KEEP
UniRef90_B8HXG7	104.3	434.7	-330.4	REMOVE
UniRef90_B8I2H7	411.6	105.7	305.9	KEEP
UniRef90_B8IUC7	120.9	416.6	-295.7	REMOVE
UniRef90_B8KSZ1	85.0	406.0	-321.0	REMOVE
UniRef90_B9DN54	511.1	115.3	395.8	KEEP
UniRef90_B9H7Y4	108.2	386.9	-278.7	REMOVE
UniRef90_B9JEY6	103.0	418.7	-315.7	REMOVE
UniRef90_B9JW74	109.1	436.0	-326.9	REMOVE
UniRef90_B9KFN8	98.5	369.1	-270.6	REMOVE
UniRef90_B9KXC4	403.9	120.7	283.2	KEEP
UniRef90_B9KYA4	374.6	113.3	261.3	KEEP
UniRef90_B9L728	100.6	362.7	-262.1	REMOVE
UniRef90_B9LZ40	421.9	113.8	308.1	KEEP
UniRef90_B9M9Q6	118.3	437.5	-319.2	REMOVE
UniRef90_B9MEQ6	101.7	413.4	-311.7	REMOVE
UniRef90_B9XEU6	375.2	107.7	267.5	KEEP
UniRef90_B9XMN3	116.9	405.5	-288.6	REMOVE
UniRef90_C0BBE2	411.6	125.0	286.6	KEEP
UniRef90_C0C1H6	420.0	129.6	290.4	KEEP
UniRef90_C0CMN0	399.9	105.3	294.6	KEEP
UniRef90_C0EDP1	395.9	94.2	301.7	KEEP
UniRef90_C0GDL3	369.8	128.7	241.1	KEEP
UniRef90_C0GG10	409.2	122.9	286.3	KEEP
UniRef90_C0QJ59	99.4	394.4	-295.0	REMOVE
UniRef90_C0QU42	116.1	399.0	-282.9	REMOVE
UniRef90_C0XIH0	378.5	113.8	264.7	KEEP
UniRef90_C0ZHL9	536.7	108.8	427.9	KEEP
UniRef90_C1A7M3	369.3	102.2	267.1	KEEP
UniRef90_C1A8V5	62.9	321.7	-258.8	REMOVE
UniRef90_C1AEG0	405.8	122.8	283.0	KEEP
UniRef90_C1D0M7	447.0	110.5	336.5	KEEP
UniRef90_C1D809	389.5	95.0	294.5	KEEP
UniRef90_C1DCC2	91.6	427.6	-336.0	REMOVE
UniRef90_C1DIH0	113.0	350.1	-237.1	REMOVE
UniRef90_C1DSS7	79.5	437.0	-357.5	REMOVE
UniRef90_C1DTD0	117.4	395.1	-277.7	REMOVE
UniRef90_C1F361	403.6	118.4	285.2	KEEP
UniRef90_C1F7N5	407.9	115.2	292.7	KEEP
UniRef90_C1FAE6	109.8	386.8	-277.0	REMOVE
UniRef90_C2CI75	368.6	100.9	267.7	KEEP
UniRef90_C3J7Y2	132.3	49.6	82.7	KEEP
UniRef90_C3X2P2	108.7	446.6	-337.9	REMOVE
UniRef90_C3X9M4	108.7	438.9	-330.2	REMOVE
UniRef90_C3XG64	68.1	355.7	-287.6	REMOVE
UniRef90_C4FJ32	119.6	396.6	-277.0	REMOVE
UniRef90_C4FNY2	390.4	107.3	283.1	KEEP
UniRef90_C4GF50	84.5	nan	nan	KEEP
UniRef90_C4GJ09	92.6	405.1	-312.5	REMOVE
UniRef90_C4ILW3	421.3	133.0	288.3	KEEP
UniRef90_C4ILX9	423.8	113.5	310.3	KEEP
UniRef90_C4LBL8	97.1	427.0	-329.9	REMOVE
UniRef90_C4ZJN5	110.4	447.5	-337.1	REMOVE
UniRef90_C5A788	462.7	113.4	349.3	KEEP
UniRef90_C5AVP3	112.3	419.6	-307.3	REMOVE
UniRef90_C5B817	94.1	431.7	-337.6	REMOVE
UniRef90_C5BMT6	98.6	430.3	-331.7	REMOVE
UniRef90_C5CSV4	114.6	449.2	-334.6	REMOVE
UniRef90_C5F005	80.6	352.3	-271.7	REMOVE
UniRef90_C5R8X4	118.9	361.5	-242.6	REMOVE
UniRef90_C5RCM3	345.5	91.0	254.5	KEEP
UniRef90_C5ZYQ5	87.3	352.6	-265.3	REMOVE
UniRef90_C6BWN6	117.9	412.4	-294.5	REMOVE
UniRef90_C6BZ48	180.7	36.9	143.8	KEEP
UniRef90_C6HZF7	415.2	104.5	310.7	KEEP
UniRef90_C6I0S7	136.4	363.8	-227.4	REMOVE
UniRef90_C6M2S2	90.2	nan	nan	KEEP
UniRef90_C6WX06	109.6	444.1	-334.5	REMOVE
UniRef90_C6XE00	396.7	98.2	298.5	KEEP
UniRef90_C6XFI9	105.9	397.8	-291.9	REMOVE
UniRef90_C6XJF6	101.0	389.8	-288.8	REMOVE
UniRef90_C6XWX6	121.6	343.9	-222.3	REMOVE
UniRef90_C7HS57	392.8	97.8	295.0	KEEP
UniRef90_C7JHC1	117.3	436.3	-319.0	REMOVE
UniRef90_C7LKE6	159.0	56.1	102.9	KEEP
UniRef90_C7LT58	110.7	399.6	-288.9	REMOVE
UniRef90_C7MP64	339.4	104.7	234.7	KEEP
UniRef90_C7N570	424.4	122.0	302.4	KEEP
UniRef90_C7NER8	132.3	429.0	-296.7	REMOVE
UniRef90_C7RAH8	111.9	437.3	-325.4	REMOVE
UniRef90_C7RIL6	97.1	433.1	-336.0	REMOVE
UniRef90_C8N7N1	116.5	453.4	-336.9	REMOVE
UniRef90_C8PI21	94.8	359.8	-265.0	REMOVE
UniRef90_C8S0K9	96.2	393.3	-297.1	REMOVE
UniRef90_C8VZ18	403.7	108.2	295.5	KEEP
UniRef90_C8W331	410.8	109.5	301.3	KEEP
UniRef90_C8W339	405.7	121.6	284.1	KEEP
UniRef90_C8W3C7	393.8	118.6	275.2	KEEP
UniRef90_C8WSC4	412.4	114.6	297.8	KEEP
UniRef90_C8WX56	407.1	122.2	284.9	KEEP
UniRef90_C8X393	103.3	397.5	-294.2	REMOVE
UniRef90_C9KIV5	457.5	111.1	346.4	KEEP
UniRef90_C9KME4	104.7	411.3	-306.6	REMOVE
UniRef90_C9L6G8	414.1	107.0	307.1	KEEP
UniRef90_C9LD95	173.0	51.5	121.5	KEEP
UniRef90_C9LHS6	93.6	347.0	-253.4	REMOVE
UniRef90_C9LMA8	114.0	395.5	-281.5	REMOVE
UniRef90_C9LRN9	116.3	430.6	-314.3	REMOVE
UniRef90_C9LS02	464.3	112.1	352.2	KEEP
UniRef90_C9LXI6	412.2	116.8	295.4	KEEP
UniRef90_C9MN04	183.3	44.5	138.8	KEEP
UniRef90_C9MNC3	94.8	333.3	-238.5	REMOVE
UniRef90_C9N0Y8	395.5	120.6	274.9	KEEP
UniRef90_D0GLL2	389.2	122.7	266.5	KEEP
UniRef90_D0GLV0	141.4	417.4	-276.0	REMOVE
UniRef90_D0I7G2	92.4	427.4	-335.0	REMOVE
UniRef90_D0KYJ2	107.4	455.6	-348.2	REMOVE
UniRef90_D0LJR9	123.2	438.2	-315.0	REMOVE
UniRef90_D0WEB2	388.6	107.6	281.0	KEEP
UniRef90_D0YWQ3	91.6	427.4	-335.8	REMOVE
UniRef90_D1A8U3	418.7	111.3	307.4	KEEP
UniRef90_D1ALD7	377.5	120.7	256.8	KEEP
UniRef90_D1AM01	137.1	428.2	-291.1	REMOVE
UniRef90_D1B3U5	82.0	366.2	-284.2	REMOVE
UniRef90_D1B672	97.4	371.1	-273.7	REMOVE
UniRef90_D1B762	364.8	95.7	269.1	KEEP
UniRef90_D1C4Y6	411.6	120.0	291.6	KEEP
UniRef90_D1C6S6	383.8	108.4	275.4	KEEP
UniRef90_D1CGU7	396.0	105.1	290.9	KEEP
UniRef90_D1P8Z2	104.9	337.0	-232.1	REMOVE
UniRef90_D1PIW2	385.3	95.0	290.3	KEEP
UniRef90_D1PJJ9	384.7	105.7	279.0	KEEP
UniRef90_D1PYZ3	92.8	333.5	-240.7	REMOVE
UniRef90_D1PZ54	185.3	46.2	139.1	KEEP
UniRef90_D1VY68	182.3	48.3	134.0	KEEP
UniRef90_D1W145	96.8	330.7	-233.9	REMOVE
UniRef90_D1W3M3	95.1	336.5	-241.4	REMOVE
UniRef90_D1W462	185.4	50.0	135.4	KEEP
UniRef90_D2B6F3	407.8	118.0	289.8	KEEP
UniRef90_D2B856	85.9	23.0	62.9	KEEP
UniRef90_D2B8S9	406.3	112.7	293.6	KEEP
UniRef90_D2MM26	376.6	119.6	257.0	KEEP
UniRef90_D2QWJ0	389.2	107.6	281.6	KEEP
UniRef90_D2R236	113.0	384.1	-271.1	REMOVE
UniRef90_D2R2X4	378.4	110.9	267.5	KEEP
UniRef90_D2RLT6	121.1	412.4	-291.3	REMOVE
UniRef90_D2TYZ4	92.9	429.2	-336.3	REMOVE
UniRef90_D2UD80	118.2	453.0	-334.8	REMOVE
UniRef90_D2Z358	133.6	418.6	-285.0	REMOVE
UniRef90_D2ZYA2	83.6	nan	nan	KEEP
UniRef90_D3DJ75	113.4	388.4	-275.0	REMOVE
UniRef90_D3EQP2	354.6	111.7	242.9	KEEP
UniRef90_D3F1J2	393.7	123.1	270.6	KEEP
UniRef90_D3FX77	562.7	115.6	447.1	KEEP
UniRef90_D3HR65	111.7	452.7	-341.0	REMOVE
UniRef90_D3LTF9	388.0	104.1	283.9	KEEP
UniRef90_D3LW32	118.0	407.6	-289.6	REMOVE
UniRef90_D3MQ99	382.4	100.2	282.2	KEEP
UniRef90_D3PD35	98.8	374.1	-275.3	REMOVE
UniRef90_D3RN65	109.5	458.9	-349.4	REMOVE
UniRef90_D3SN62	113.5	383.9	-270.4	REMOVE
UniRef90_D3UG03	78.4	363.1	-284.7	REMOVE
UniRef90_D4CUH1	413.2	94.1	319.1	KEEP
UniRef90_D4DS25	83.5	407.9	-324.4	REMOVE
UniRef90_D4H2K1	412.5	110.2	302.3	KEEP
UniRef90_D4H3R8	125.7	351.2	-225.5	REMOVE
UniRef90_D4H702	426.3	97.6	328.7	KEEP
UniRef90_D4IKU2	169.8	40.5	129.3	KEEP
UniRef90_D4LDE8	392.8	92.0	300.8	KEEP
UniRef90_D4MU48	422.8	106.7	316.1	KEEP
UniRef90_D5APN5	107.1	402.9	-295.8	REMOVE
UniRef90_D5BJZ1	185.0	54.3	130.7	KEEP
UniRef90_D5BJZ5	108.8	339.5	-230.7	REMOVE
UniRef90_D5BPG3	100.4	419.0	-318.6	REMOVE
UniRef90_D5BZH4	225.5	51.5	174.0	KEEP
UniRef90_D5CNR4	225.4	41.6	183.8	KEEP
UniRef90_D5CT28	115.7	463.5	-347.8	REMOVE
UniRef90_D5DTZ5	574.7	116.6	458.1	KEEP
UniRef90_D5DW59	560.6	108.0	452.6	KEEP
UniRef90_D5EGC9	110.8	409.5	-298.7	REMOVE
UniRef90_D5EK89	102.5	346.5	-244.0	REMOVE
UniRef90_D5ES88	175.6	49.4	126.2	KEEP
UniRef90_D5ETG8	89.9	329.1	-239.2	REMOVE
UniRef90_D5EXI8	102.5	355.3	-252.8	REMOVE
UniRef90_D5MET5	411.7	98.1	313.6	KEEP
UniRef90_D5MJ01	121.9	413.2	-291.3	REMOVE
UniRef90_D5MLY2	401.4	111.4	290.0	KEEP
UniRef90_D5RL68	108.6	423.2	-314.6	REMOVE
UniRef90_D5T0B6	120.4	352.2	-231.8	REMOVE
UniRef90_D5T4M8	347.7	97.1	250.6	KEEP
UniRef90_D5U588	124.1	336.8	-212.7	REMOVE
UniRef90_D5V0X8	81.4	339.2	-257.8	REMOVE
UniRef90_D5WUG9	529.2	93.5	435.7	KEEP
UniRef90_D5X781	419.3	108.8	310.5	KEEP
UniRef90_D5X782	407.6	116.7	290.9	KEEP
UniRef90_D5X8W7	427.8	114.2	313.6	KEEP
UniRef90_D6CVF2	98.4	428.0	-329.6	REMOVE
UniRef90_D6S7H3	375.9	108.6	267.3	KEEP
UniRef90_D6SSE8	103.4	379.8	-276.4	REMOVE
UniRef90_D6TII5	383.4	105.3	278.1	KEEP
UniRef90_D6TNK8	362.6	118.9	243.7	KEEP
UniRef90_D6Y9C6	406.8	124.3	282.5	KEEP
UniRef90_D6YS54	124.7	402.1	-277.4	REMOVE
UniRef90_D6Z396	119.7	409.3	-289.6	REMOVE
UniRef90_D6ZZ38	127.1	428.5	-301.4	REMOVE
UniRef90_D7BE13	457.7	105.5	352.2	KEEP
UniRef90_D7CLG6	392.7	117.4	275.3	KEEP
UniRef90_D7CP64	415.9	114.4	301.5	KEEP
UniRef90_D7CP69	393.8	120.4	273.4	KEEP
UniRef90_D7CQR9	468.0	94.7	373.3	KEEP
UniRef90_D7DLF7	99.6	415.5	-315.9	REMOVE
UniRef90_D7UYS7	577.4	110.9	466.5	KEEP
UniRef90_D7VLX9	121.8	344.6	-222.8	REMOVE
UniRef90_D7VPB7	164.7	39.0	125.7	KEEP
UniRef90_D8DWP4	101.3	345.1	-243.8	REMOVE
UniRef90_D8DZD1	189.4	42.9	146.5	KEEP
UniRef90_D8IAC2	125.0	346.8	-221.8	REMOVE
UniRef90_D8IYT1	103.4	445.9	-342.5	REMOVE
UniRef90_D8PG78	118.7	418.0	-299.3	REMOVE
UniRef90_D8R5P1	112.2	370.3	-258.1	REMOVE
UniRef90_D9PHJ5	77.9	288.0	-210.1	REMOVE
UniRef90_D9QHX7	119.1	412.6	-293.5	REMOVE
UniRef90_D9QPW4	426.9	118.6	308.3	KEEP
UniRef90_D9QS83	301.4	80.5	220.9	KEEP
UniRef90_D9QSE0	379.9	111.2	268.7	KEEP
UniRef90_D9QTU9	113.6	424.7	-311.1	REMOVE
UniRef90_D9RAI2	428.8	105.9	322.9	KEEP
UniRef90_D9S1W6	448.0	137.1	310.9	KEEP
UniRef90_D9SF73	400.4	105.7	294.7	KEEP
UniRef90_D9SHY5	231.2	44.8	186.4	KEEP
UniRef90_D9SIP7	104.3	439.3	-335.0	REMOVE
UniRef90_D9SPR8	415.3	119.0	296.3	KEEP
UniRef90_D9TPX1	437.0	121.4	315.6	KEEP
UniRef90_D9TSP2	439.6	115.8	323.8	KEEP
UniRef90_E0E4N6	350.7	91.2	259.5	KEEP
UniRef90_E0NK97	370.7	96.3	274.4	KEEP
UniRef90_E0NPU4	102.6	338.1	-235.5	REMOVE
UniRef90_E0NR03	174.7	43.2	131.5	KEEP
UniRef90_E0SCL0	100.0	426.9	-326.9	REMOVE
UniRef90_E0SS72	408.4	106.6	301.8	KEEP
UniRef90_E0TD77	108.4	427.7	-319.3	REMOVE
UniRef90_E0TJN8	151.4	35.9	115.5	KEEP
UniRef90_E0U7M3	359.0	123.0	236.0	KEEP
UniRef90_E0UFY9	363.6	125.1	238.5	KEEP
UniRef90_E0UUI3	100.9	364.1	-263.2	REMOVE
UniRef90_E0WUH7	98.7	422.3	-323.6	REMOVE
UniRef90_E1IBC8	416.6	116.1	300.5	KEEP
UniRef90_E1QE67	399.6	97.5	302.1	KEEP
UniRef90_E1QGZ9	132.5	396.3	-263.8	REMOVE
UniRef90_E1QKZ3	282.1	95.5	186.6	KEEP
UniRef90_E1QLY3	395.9	118.2	277.7	KEEP
UniRef90_E1QT35	423.0	108.0	315.0	KEEP
UniRef90_E1R000	359.9	89.4	270.5	KEEP
UniRef90_E1RAE0	425.6	113.7	311.9	KEEP
UniRef90_E1SNR4	390.1	105.4	284.7	KEEP
UniRef90_E1SS91	85.4	428.3	-342.9	REMOVE
UniRef90_E1SSC4	307.4	90.8	216.6	KEEP
UniRef90_E1V8H8	86.2	424.4	-338.2	REMOVE
UniRef90_E1WXF3	171.3	55.5	115.8	KEEP
UniRef90_E1X5K2	84.4	327.6	-243.2	REMOVE
UniRef90_E1YCZ5	139.8	407.5	-267.7	REMOVE
UniRef90_E1ZN63	90.9	343.9	-253.0	REMOVE
UniRef90_E2D2D9	413.6	116.5	297.1	KEEP
UniRef90_E2Z9V6	113.1	399.6	-286.5	REMOVE
UniRef90_E3BMC5	95.7	421.9	-326.2	REMOVE
UniRef90_E3CV82	361.3	108.6	252.7	KEEP
UniRef90_E3CW77	97.5	372.5	-275.0	REMOVE
UniRef90_E3DN06	109.7	413.6	-303.9	REMOVE
UniRef90_E3DRQ6	403.6	102.8	300.8	KEEP
UniRef90_E3EFL5	398.3	95.2	303.1	KEEP
UniRef90_E3H8Q8	116.5	420.3	-303.8	REMOVE
UniRef90_E3H966	402.7	118.2	284.5	KEEP
UniRef90_E3HDH8	416.3	124.3	292.0	KEEP
UniRef90_E3I7N0	110.8	420.1	-309.3	REMOVE
UniRef90_E3PTA6	402.3	116.1	286.2	KEEP
UniRef90_E3PWG0	392.4	116.4	276.0	KEEP
UniRef90_E3T537	86.4	306.9	-220.5	REMOVE
UniRef90_E3T6Y7	118.5	407.4	-288.9	REMOVE
UniRef90_E4MRW4	169.8	47.4	122.4	KEEP
