seq_id	score_Ia	score_II	delta_bits	assigned_subtype	confidence
UniRef90_A0ABP9PLR3	470.5	104.8	365.7	Ia	HIGH
UniRef90_A0ABP9Q9C8	479.3	101.7	377.6	Ia	HIGH
UniRef90_A0ABP9QF22	468.9	80.5	388.4	Ia	HIGH
UniRef90_A0ABP9QXA1	576.5	116.2	460.3	Ia	HIGH
UniRef90_A0ABP9R3N3	433.0	63.6	369.4	Ia	HIGH
UniRef90_A0ABP9RKF7	517.1	97.5	419.6	Ia	HIGH
UniRef90_A0ABP9RWZ0	535.5	108.0	427.5	Ia	HIGH
UniRef90_A0ABP9S166	483.8	105.2	378.6	Ia	HIGH
UniRef90_A0ABP9S2U9	569.5	98.3	471.2	Ia	HIGH
UniRef90_A0ABP9SAE6	522.4	91.1	431.3	Ia	HIGH
UniRef90_A0ABP9TNT2	467.1	106.2	360.9	Ia	HIGH
UniRef90_A0ABP9UNK4	465.2	92.3	372.9	Ia	HIGH
UniRef90_A0ABP9UX06	562.3	101.5	460.8	Ia	HIGH
UniRef90_A0ABP9VD66	454.1	66.9	387.2	Ia	HIGH
UniRef90_A0ABP9W1V9	429.7	65.5	364.2	Ia	HIGH
UniRef90_A0ABP9ZZF9	498.2	77.6	420.6	Ia	HIGH
UniRef90_A0ABQ0ACP8	512.5	91.4	421.1	Ia	HIGH
UniRef90_A0ABQ0ARH5	517.2	107.1	410.1	Ia	HIGH
UniRef90_A0ABQ0MAK3	511.5	88.0	423.5	Ia	HIGH
UniRef90_A0ABQ0MAU2	510.8	86.5	424.3	Ia	HIGH
UniRef90_A0ABQ0MVH5	576.9	91.6	485.3	Ia	HIGH
UniRef90_A0ABQ1ICS8	575.3	99.0	476.3	Ia	HIGH
UniRef90_A0ABQ1IQJ5	536.1	100.2	435.9	Ia	HIGH
UniRef90_A0ABQ1P576	437.7	70.8	366.9	Ia	HIGH
UniRef90_A0ABQ2AHK3	482.8	116.2	366.6	Ia	HIGH
UniRef90_A0ABQ2CSZ3	427.8	69.0	358.8	Ia	HIGH
UniRef90_A0ABQ2FEZ2	476.1	114.1	362.0	Ia	HIGH
UniRef90_A0ABQ2GT00	436.0	65.7	370.3	Ia	HIGH
UniRef90_A0ABQ2LKG6	381.6	66.7	314.9	Ia	HIGH
UniRef90_A0ABQ2YYE6	449.4	68.0	381.4	Ia	HIGH
UniRef90_A0ABQ3AW94	509.3	77.1	432.2	Ia	HIGH
UniRef90_A0ABQ3DY88	437.7	76.4	361.3	Ia	HIGH
UniRef90_A0ABQ3FLA4	420.7	61.8	358.9	Ia	HIGH
UniRef90_A0ABQ3IFW7	543.9	92.5	451.4	Ia	HIGH
UniRef90_A0ABQ3IHE9	527.9	89.9	438.0	Ia	HIGH
UniRef90_A0ABQ4P2Q9	533.3	88.7	444.6	Ia	HIGH
UniRef90_A0ABQ4PJ88	576.4	92.2	484.2	Ia	HIGH
UniRef90_A0ABQ4Q546	476.9	80.4	396.5	Ia	HIGH
UniRef90_A0ABQ5MVI0	447.4	99.1	348.3	Ia	HIGH
UniRef90_A0ABQ5PTZ4	470.7	78.6	392.1	Ia	HIGH
UniRef90_A0ABQ5QAQ0	471.4	72.0	399.4	Ia	HIGH
UniRef90_A0ABQ5R1N2	485.3	94.1	391.2	Ia	HIGH
UniRef90_A0ABQ5ZV95	407.0	83.5	323.5	Ia	HIGH
UniRef90_A0ABQ5ZVP3	509.4	88.9	420.5	Ia	HIGH
UniRef90_A0ABQ6C4A2	531.1	93.5	437.6	Ia	HIGH
UniRef90_A0ABQ6DYI3	569.4	103.0	466.4	Ia	HIGH
UniRef90_A0ABQ6E5Q0	511.3	84.1	427.2	Ia	HIGH
UniRef90_A0ABQ6GLE7	575.1	94.9	480.2	Ia	HIGH
UniRef90_A0ABQ6GVB5	527.9	81.5	446.4	Ia	HIGH
UniRef90_A0ABQ6H0B8	552.3	100.8	451.5	Ia	HIGH
UniRef90_A0ABQ6H0S4	550.5	100.2	450.3	Ia	HIGH
UniRef90_A0ABQ6H663	569.4	89.8	479.6	Ia	HIGH
UniRef90_A0ABQ6H8J4	524.6	88.2	436.4	Ia	HIGH
UniRef90_A0ABQ6HDX2	539.8	90.5	449.3	Ia	HIGH
UniRef90_A0ABQ6HX73	372.3	80.6	291.7	Ia	HIGH
UniRef90_A0ABQ6M1I9	517.7	91.9	425.8	Ia	HIGH
UniRef90_A0ABQ6Z8L9	536.2	109.5	426.7	Ia	HIGH
UniRef90_A0ABQ8ESY6	562.9	98.4	464.5	Ia	HIGH
UniRef90_A0ABQ8FKR2	526.9	75.0	451.9	Ia	HIGH
UniRef90_A0ABR0CAI6	547.0	72.7	474.3	Ia	HIGH
UniRef90_A0ABR0KNC0	551.0	77.8	473.2	Ia	HIGH
UniRef90_A0ABR0ST74	568.5	89.0	479.5	Ia	HIGH
UniRef90_A0ABR0TQR7	509.9	68.4	441.5	Ia	HIGH
UniRef90_A0ABR1F0J1	538.0	72.0	466.0	Ia	HIGH
UniRef90_A0ABR1F3N8	557.2	92.2	465.0	Ia	HIGH
UniRef90_A0ABR1GLM2	478.6	57.6	421.0	Ia	HIGH
UniRef90_A0ABR1JSL7	512.7	75.3	437.4	Ia	HIGH
UniRef90_A0ABR1LBR0	574.2	75.0	499.2	Ia	HIGH
UniRef90_A0ABR1M9W9	568.4	90.6	477.8	Ia	HIGH
UniRef90_A0ABR2WQR6	564.2	93.3	470.9	Ia	HIGH
UniRef90_A0ABR2WRN0	543.7	94.7	449.0	Ia	HIGH
UniRef90_A0ABR2X5L5	559.1	91.0	468.1	Ia	HIGH
UniRef90_A0ABR2ZA66	520.4	86.2	434.2	Ia	HIGH
UniRef90_A0ABR3A8A5	519.1	101.5	417.6	Ia	HIGH
UniRef90_A0ABR3GLS1	544.8	89.5	455.3	Ia	HIGH
UniRef90_A0ABR3GPF9	562.0	81.4	480.6	Ia	HIGH
UniRef90_A0ABR3JA44	500.6	83.1	417.5	Ia	HIGH
UniRef90_A0ABR3K018	518.3	98.0	420.3	Ia	HIGH
UniRef90_A0ABR3K158	518.8	94.0	424.8	Ia	HIGH
UniRef90_A0ABR3P6J5	561.7	92.7	469.0	Ia	HIGH
UniRef90_A0ABR3PEQ4	559.5	79.6	479.9	Ia	HIGH
UniRef90_A0ABR4AMA6	550.5	85.7	464.8	Ia	HIGH
UniRef90_A0ABR4AW22	443.0	73.4	369.6	Ia	HIGH
UniRef90_A0ABR4MZ56	557.5	91.4	466.1	Ia	HIGH
UniRef90_A0ABR4MZW2	535.9	85.0	450.9	Ia	HIGH
UniRef90_A0ABR4NC25	556.8	89.2	467.6	Ia	HIGH
UniRef90_A0ABR4P3M6	557.1	84.5	472.6	Ia	HIGH
UniRef90_A0ABR4WCB8	455.4	70.7	384.7	Ia	HIGH
UniRef90_A0ABR4WXI5	430.8	77.0	353.8	Ia	HIGH
UniRef90_A0ABR5HM64	528.2	111.4	416.8	Ia	HIGH
UniRef90_A0ABR7QUV6	556.1	94.1	462.0	Ia	HIGH
UniRef90_A0ABR7RY05	423.8	62.8	361.0	Ia	HIGH
UniRef90_A0ABR7Z5W8	436.0	62.6	373.4	Ia	HIGH
UniRef90_A0ABR7ZVN0	525.7	103.9	421.8	Ia	HIGH
UniRef90_A0ABR8P0E9	517.8	85.6	432.2	Ia	HIGH
UniRef90_A0ABR8S8Y4	536.4	111.0	425.4	Ia	HIGH
UniRef90_A0ABR8SB71	549.9	119.7	430.2	Ia	HIGH
UniRef90_A0ABR8TNY5	504.3	92.0	412.3	Ia	HIGH
UniRef90_A0ABR8TRJ6	434.9	68.0	366.9	Ia	HIGH
UniRef90_A0ABR8USY4	470.7	107.4	363.3	Ia	HIGH
UniRef90_A0ABR8YKE2	471.4	104.5	366.9	Ia	HIGH
UniRef90_A0ABR9BMW8	475.9	84.9	391.0	Ia	HIGH
UniRef90_A0ABR9DNK4	466.1	115.1	351.0	Ia	HIGH
UniRef90_A0ABR9EZU4	434.1	73.1	361.0	Ia	HIGH
UniRef90_A0ABR9G6Z8	543.1	110.6	432.5	Ia	HIGH
UniRef90_A0ABR9RXW7	540.2	125.6	414.6	Ia	HIGH
UniRef90_A0ABR9S913	510.8	86.7	424.1	Ia	HIGH
UniRef90_A0ABR9SE00	538.4	110.2	428.2	Ia	HIGH
UniRef90_A0ABR9SIE2	515.4	87.9	427.5	Ia	HIGH
UniRef90_A0ABR9XSK7	508.2	86.3	421.9	Ia	HIGH
UniRef90_A0ABS0AE24	454.5	70.1	384.4	Ia	HIGH
UniRef90_A0ABS0ASX5	439.0	68.5	370.5	Ia	HIGH
UniRef90_A0ABS0BXB8	552.6	108.9	443.7	Ia	HIGH
UniRef90_A0ABS0DBX7	490.0	101.1	388.9	Ia	HIGH
UniRef90_A0ABS0GFG8	469.1	97.9	371.2	Ia	HIGH
UniRef90_A0ABS1CGL6	550.4	110.8	439.6	Ia	HIGH
UniRef90_A0ABS1E8T8	501.3	105.4	395.9	Ia	HIGH
UniRef90_A0ABS1HFX1	491.6	89.2	402.4	Ia	HIGH
UniRef90_A0ABS1JHL0	546.5	108.4	438.1	Ia	HIGH
UniRef90_A0ABS1JQN5	513.8	85.9	427.9	Ia	HIGH
UniRef90_A0ABS1K234	473.6	123.2	350.4	Ia	HIGH
UniRef90_A0ABS1LLY6	461.4	111.6	349.8	Ia	HIGH
UniRef90_A0ABS1WQJ4	558.2	109.7	448.5	Ia	HIGH
UniRef90_A0ABS2BLT8	572.4	98.4	474.0	Ia	HIGH
UniRef90_A0ABS2HIU2	532.4	87.5	444.9	Ia	HIGH
UniRef90_A0ABS2HK92	562.1	90.8	471.3	Ia	HIGH
UniRef90_A0ABS2HLH9	545.6	97.9	447.7	Ia	HIGH
UniRef90_A0ABS2KLF9	535.8	113.1	422.7	Ia	HIGH
UniRef90_A0ABS2KNN9	449.5	82.8	366.7	Ia	HIGH
UniRef90_A0ABS2RGS3	462.5	106.9	355.6	Ia	HIGH
UniRef90_A0ABS3IDI3	464.0	111.7	352.3	Ia	HIGH
UniRef90_A0ABS3ND32	579.3	105.6	473.7	Ia	HIGH
UniRef90_A0ABS3NHP2	527.9	96.3	431.6	Ia	HIGH
UniRef90_A0ABS3VLX0	474.4	99.0	375.4	Ia	HIGH
UniRef90_A0ABS4PYX6	376.4	67.1	309.3	Ia	HIGH
UniRef90_A0ABS4Q7B5	498.1	97.8	400.3	Ia	HIGH
UniRef90_A0ABS4TRQ7	402.4	73.7	328.7	Ia	HIGH
UniRef90_A0ABS4W3V1	494.3	108.7	385.6	Ia	HIGH
UniRef90_A0ABS4WZF9	456.4	114.2	342.2	Ia	HIGH
UniRef90_A0ABS4XF61	466.2	108.8	357.4	Ia	HIGH
UniRef90_A0ABS4YNL0	457.9	118.2	339.7	Ia	HIGH
UniRef90_A0ABS4YU66	479.5	125.9	353.6	Ia	HIGH
UniRef90_A0ABS5A819	449.0	87.2	361.8	Ia	HIGH
UniRef90_A0ABS5DTE0	553.7	116.4	437.3	Ia	HIGH
UniRef90_A0ABS5E2D6	536.2	95.8	440.4	Ia	HIGH
UniRef90_A0ABS5F782	509.7	111.4	398.3	Ia	HIGH
UniRef90_A0ABS5HYN6	527.6	96.6	431.0	Ia	HIGH
UniRef90_A0ABS5I1A8	554.0	102.3	451.7	Ia	HIGH
UniRef90_A0ABS5I5T6	573.2	93.3	479.9	Ia	HIGH
UniRef90_A0ABS5JV79	495.7	86.3	409.4	Ia	HIGH
UniRef90_A0ABS5SFW8	530.6	93.2	437.4	Ia	HIGH
UniRef90_A0ABS5T2D9	548.7	88.9	459.8	Ia	HIGH
UniRef90_A0ABS5T8E4	547.5	110.0	437.5	Ia	HIGH
UniRef90_A0ABS5U486	510.5	84.3	426.2	Ia	HIGH
UniRef90_A0ABS5V3B9	565.3	83.4	481.9	Ia	HIGH
UniRef90_A0ABS5XKZ4	436.5	67.5	369.0	Ia	HIGH
UniRef90_A0ABS6MRL2	420.1	55.8	364.3	Ia	HIGH
UniRef90_A0ABS6PF36	427.1	60.8	366.3	Ia	HIGH
UniRef90_A0ABS6WAV5	461.8	97.4	364.4	Ia	HIGH
UniRef90_A0ABS7DFK6	531.2	113.5	417.7	Ia	HIGH
UniRef90_A0ABS7H1Y1	524.7	113.3	411.4	Ia	HIGH
UniRef90_A0ABS7NZ03	437.4	91.4	346.0	Ia	HIGH
UniRef90_A0ABS7VZH3	347.2	56.6	290.6	Ia	HIGH
UniRef90_A0ABS7X0H8	438.8	61.7	377.1	Ia	HIGH
UniRef90_A0ABS7YW33	554.2	96.8	457.4	Ia	HIGH
UniRef90_A0ABS7ZPE2	420.9	68.7	352.2	Ia	HIGH
UniRef90_A0ABS8C6J7	504.4	85.1	419.3	Ia	HIGH
UniRef90_A0ABS8CA40	561.7	115.9	445.8	Ia	HIGH
UniRef90_A0ABS8CP91	497.1	104.8	392.3	Ia	HIGH
UniRef90_A0ABS8D471	485.4	80.4	405.0	Ia	HIGH
UniRef90_A0ABS8D628	578.6	111.7	466.9	Ia	HIGH
UniRef90_A0ABS8DUU7	514.7	97.4	417.3	Ia	HIGH
UniRef90_A0ABS8DWM1	422.1	64.9	357.2	Ia	HIGH
UniRef90_A0ABS8G3M9	508.6	83.3	425.3	Ia	HIGH
UniRef90_A0ABS8P6U0	469.5	106.9	362.6	Ia	HIGH
UniRef90_A0ABS8W6T8	560.5	102.9	457.6	Ia	HIGH
UniRef90_A0ABS8WBN4	575.1	93.9	481.2	Ia	HIGH
UniRef90_A0ABS9CNE7	257.1	56.5	200.6	Ia	HIGH
UniRef90_A0ABS9D3T3	506.8	78.7	428.1	Ia	HIGH
UniRef90_A0ABS9LA47	449.3	99.9	349.4	Ia	HIGH
UniRef90_A0ABS9MNY2	555.1	127.3	427.8	Ia	HIGH
UniRef90_A0ABS9NLR8	575.2	103.2	472.0	Ia	HIGH
UniRef90_A0ABS9P9A3	431.6	74.4	357.2	Ia	HIGH
UniRef90_A0ABS9S3F5	438.9	70.9	368.0	Ia	HIGH
UniRef90_A0ABS9VJ58	546.8	106.5	440.3	Ia	HIGH
UniRef90_A0ABS9X0K1	496.2	77.5	418.7	Ia	HIGH
UniRef90_A0ABS9X278	567.4	100.9	466.5	Ia	HIGH
UniRef90_A0ABT0CBH9	505.6	85.2	420.4	Ia	HIGH
UniRef90_A0ABT0E6G2	463.7	70.2	393.5	Ia	HIGH
UniRef90_A0ABT0GI16	532.7	113.7	419.0	Ia	HIGH
UniRef90_A0ABT0KCW4	519.4	84.1	435.3	Ia	HIGH
UniRef90_A0ABT0KJM8	531.1	95.5	435.6	Ia	HIGH
UniRef90_A0ABT0KNN1	564.1	84.7	479.4	Ia	HIGH
UniRef90_A0ABT0L5W2	533.3	92.3	441.0	Ia	HIGH
UniRef90_A0ABT0L9T8	572.2	96.0	476.2	Ia	HIGH
UniRef90_A0ABT0LHC6	552.8	108.9	443.9	Ia	HIGH
UniRef90_A0ABT0N4L4	538.6	94.1	444.5	Ia	HIGH
UniRef90_A0ABT0N587	569.6	81.2	488.4	Ia	HIGH
UniRef90_A0ABT0NDN3	556.4	95.6	460.8	Ia	HIGH
UniRef90_A0ABT0PCR7	507.8	81.7	426.1	Ia	HIGH
UniRef90_A0ABT1A3M3	478.4	103.9	374.5	Ia	HIGH
UniRef90_A0ABT1H1K4	486.7	131.1	355.6	Ia	HIGH
UniRef90_A0ABT1H847	493.9	137.4	356.5	Ia	HIGH
UniRef90_A0ABT1I0F3	441.0	93.5	347.5	Ia	HIGH
UniRef90_A0ABT1JNX9	482.5	101.6	380.9	Ia	HIGH
UniRef90_A0ABT2BDW2	471.8	91.7	380.1	Ia	HIGH
UniRef90_A0ABT2CX71	475.1	95.7	379.4	Ia	HIGH
UniRef90_A0ABT2EFG2	514.8	100.9	413.9	Ia	HIGH
UniRef90_A0ABT2EGN3	432.6	76.0	356.6	Ia	HIGH
UniRef90_A0ABT2FHY9	533.5	101.0	432.5	Ia	HIGH
UniRef90_A0ABT2FIV1	573.7	98.5	475.2	Ia	HIGH
UniRef90_A0ABT2FNW9	548.7	101.0	447.7	Ia	HIGH
UniRef90_A0ABT2RMF3	271.7	54.4	217.3	Ia	HIGH
UniRef90_A0ABT2YSY6	527.4	84.6	442.8	Ia	HIGH
UniRef90_A0ABT3AAF6	504.7	81.3	423.4	Ia	HIGH
UniRef90_A0ABT3CKI2	479.2	123.5	355.7	Ia	HIGH
UniRef90_A0ABT3G489	453.8	98.5	355.3	Ia	HIGH
UniRef90_A0ABT3GQ25	441.7	95.5	346.2	Ia	HIGH
UniRef90_A0ABT3JWV3	540.7	114.7	426.0	Ia	HIGH
UniRef90_A0ABT3P4Y1	505.8	89.0	416.8	Ia	HIGH
UniRef90_A0ABT3SS84	540.3	113.8	426.5	Ia	HIGH
UniRef90_A0ABT3SVD9	483.2	101.6	381.6	Ia	HIGH
UniRef90_A0ABT3T1C1	544.2	105.0	439.2	Ia	HIGH
UniRef90_A0ABT3T2F5	502.4	79.6	422.8	Ia	HIGH
UniRef90_A0ABT3THX3	534.5	119.5	415.0	Ia	HIGH
UniRef90_A0ABT3TJ07	504.9	87.8	417.1	Ia	HIGH
UniRef90_A0ABT3ZQM8	554.0	111.9	442.1	Ia	HIGH
UniRef90_A0ABT4JYJ6	519.1	93.2	425.9	Ia	HIGH
UniRef90_A0ABT4U5U4	515.9	120.8	395.1	Ia	HIGH
UniRef90_A0ABT4YNJ7	533.5	98.7	434.8	Ia	HIGH
UniRef90_A0ABT4YQT4	537.8	93.7	444.1	Ia	HIGH
UniRef90_A0ABT5KID2	533.5	99.6	433.9	Ia	HIGH
UniRef90_A0ABT5MBL6	534.6	104.5	430.1	Ia	HIGH
UniRef90_A0ABT5N3F9	547.4	116.2	431.2	Ia	HIGH
UniRef90_A0ABT5NMA0	445.2	65.3	379.9	Ia	HIGH
UniRef90_A0ABT5QPT2	546.7	94.5	452.2	Ia	HIGH
UniRef90_A0ABT5VX59	490.2	85.3	404.9	Ia	HIGH
UniRef90_A0ABT6CTQ6	482.4	115.5	366.9	Ia	HIGH
UniRef90_A0ABT6EYV4	506.3	103.3	403.0	Ia	HIGH
UniRef90_A0ABT6I5S3	505.0	86.7	418.3	Ia	HIGH
UniRef90_A0ABT6I910	449.0	82.1	366.9	Ia	HIGH
UniRef90_A0ABT6X798	556.1	121.4	434.7	Ia	HIGH
UniRef90_A0ABT7DTQ5	575.0	106.0	469.0	Ia	HIGH
UniRef90_A0ABT7DYK7	472.7	92.2	380.5	Ia	HIGH
UniRef90_A0ABT7F4Y9	512.7	119.1	393.6	Ia	HIGH
UniRef90_A0ABT7H7U8	428.3	54.1	374.2	Ia	HIGH
UniRef90_A0ABT7IAE3	444.1	61.2	382.9	Ia	HIGH
UniRef90_A0ABT7LP93	431.4	79.2	352.2	Ia	HIGH
UniRef90_A0ABT7LR08	537.1	98.1	439.0	Ia	HIGH
UniRef90_A0ABT7MCN5	471.1	104.0	367.1	Ia	HIGH
UniRef90_A0ABT7NBE7	550.4	104.9	445.5	Ia	HIGH
UniRef90_A0ABT7QKD3	535.8	106.8	429.0	Ia	HIGH
UniRef90_A0ABT7SL66	495.6	76.0	419.6	Ia	HIGH
UniRef90_A0ABT7SR71	458.6	72.1	386.5	Ia	HIGH
UniRef90_A0ABT7SUX7	520.5	97.6	422.9	Ia	HIGH
UniRef90_A0ABT8B7R0	471.0	84.6	386.4	Ia	HIGH
UniRef90_A0ABT8BV99	533.7	94.1	439.6	Ia	HIGH
UniRef90_A0ABT8BWY8	545.5	100.1	445.4	Ia	HIGH
UniRef90_A0ABT8DS69	551.5	99.6	451.9	Ia	HIGH
UniRef90_A0ABT8DXD3	527.9	96.7	431.2	Ia	HIGH
UniRef90_A0ABT8EHZ3	574.9	128.8	446.1	Ia	HIGH
UniRef90_A0ABT8SEK4	551.4	108.2	443.2	Ia	HIGH
UniRef90_A0ABT9BQC8	467.9	107.5	360.4	Ia	HIGH
UniRef90_A0ABT9GV45	521.9	96.8	425.1	Ia	HIGH
UniRef90_A0ABT9JVZ4	559.5	109.4	450.1	Ia	HIGH
UniRef90_A0ABU0FKY8	542.8	106.8	436.0	Ia	HIGH
UniRef90_A0ABU0H189	544.2	120.5	423.7	Ia	HIGH
UniRef90_A0ABU0M297	538.4	119.9	418.5	Ia	HIGH
UniRef90_A0ABU0P894	473.7	107.2	366.5	Ia	HIGH
UniRef90_A0ABU1AU43	523.0	93.6	429.4	Ia	HIGH
UniRef90_A0ABU1AZL7	467.5	95.7	371.8	Ia	HIGH
UniRef90_A0ABU1BLT7	557.8	122.3	435.5	Ia	HIGH
UniRef90_A0ABU1D5J2	547.4	106.0	441.4	Ia	HIGH
UniRef90_A0ABU1G2N8	436.3	75.9	360.4	Ia	HIGH
UniRef90_A0ABU1GD27	431.9	76.2	355.7	Ia	HIGH
UniRef90_A0ABU1GJI1	440.6	69.8	370.8	Ia	HIGH
UniRef90_A0ABU1GSA0	445.8	84.1	361.7	Ia	HIGH
UniRef90_A0ABU1GV38	508.9	95.3	413.6	Ia	HIGH
UniRef90_A0ABU1H2F5	420.3	67.2	353.1	Ia	HIGH
UniRef90_A0ABU1IAI9	527.4	102.1	425.3	Ia	HIGH
UniRef90_A0ABU1JQ80	535.8	110.3	425.5	Ia	HIGH
UniRef90_A0ABU1NAU4	537.0	95.9	441.1	Ia	HIGH
UniRef90_A0ABU1NDZ6	549.5	99.9	449.6	Ia	HIGH
UniRef90_A0ABU1PXV7	378.8	66.4	312.4	Ia	HIGH
UniRef90_A0ABU1RRA3	528.8	99.4	429.4	Ia	HIGH
UniRef90_A0ABU1UBX5	475.7	111.1	364.6	Ia	HIGH
UniRef90_A0ABU1VEM6	544.9	117.7	427.2	Ia	HIGH
UniRef90_A0ABU1VGQ4	534.1	98.3	435.8	Ia	HIGH
UniRef90_A0ABU1WLV8	546.2	108.4	437.8	Ia	HIGH
UniRef90_A0ABU1WST7	530.0	99.2	430.8	Ia	HIGH
UniRef90_A0ABU1ZVH7	479.8	193.4	286.4	Ia	HIGH
UniRef90_A0ABU2BLW0	464.0	121.3	342.7	Ia	HIGH
UniRef90_A0ABU2CGC0	544.8	122.0	422.8	Ia	HIGH
UniRef90_A0ABU2HAA3	501.6	107.8	393.8	Ia	HIGH
UniRef90_A0ABU2NXN0	388.5	84.2	304.3	Ia	HIGH
UniRef90_A0ABU2RD08	436.7	100.1	336.6	Ia	HIGH
UniRef90_A0ABU2WDN3	542.8	107.1	435.7	Ia	HIGH
UniRef90_A0ABU2ZPZ5	517.2	87.8	429.4	Ia	HIGH
UniRef90_A0ABU2ZW55	575.2	96.7	478.5	Ia	HIGH
UniRef90_A0ABU2ZYK0	522.5	89.5	433.0	Ia	HIGH
UniRef90_A0ABU3A4X8	544.8	94.8	450.0	Ia	HIGH
UniRef90_A0ABU3BZ42	545.4	93.6	451.8	Ia	HIGH
UniRef90_A0ABU3KBM2	487.0	81.8	405.2	Ia	HIGH
UniRef90_A0ABU3Q4K0	373.5	72.6	300.9	Ia	HIGH
UniRef90_A0ABU3Q954	542.6	112.7	429.9	Ia	HIGH
UniRef90_A0ABU3R450	519.1	84.0	435.1	Ia	HIGH
UniRef90_A0ABU3SXQ5	517.0	75.3	441.7	Ia	HIGH
UniRef90_A0ABU3VW40	429.4	54.2	375.2	Ia	HIGH
UniRef90_A0ABU3ZMK8	488.2	76.3	411.9	Ia	HIGH
UniRef90_A0ABU4HVZ9	499.5	99.7	399.8	Ia	HIGH
UniRef90_A0ABU4SDM1	449.5	68.7	380.8	Ia	HIGH
UniRef90_A0ABU5DA29	545.4	105.9	439.5	Ia	HIGH
UniRef90_A0ABU5GSN2	437.6	75.7	361.9	Ia	HIGH
UniRef90_A0ABU5HE09	462.2	72.7	389.5	Ia	HIGH
UniRef90_A0ABU5IJN6	536.0	99.1	436.9	Ia	HIGH
UniRef90_A0ABU5LFB3	570.7	94.3	476.4	Ia	HIGH
UniRef90_A0ABU5N143	497.2	93.5	403.7	Ia	HIGH
UniRef90_A0ABU5NXV9	426.7	55.9	370.8	Ia	HIGH
UniRef90_A0ABU5RF28	483.1	99.5	383.6	Ia	HIGH
UniRef90_A0ABU5T2P5	460.3	111.4	348.9	Ia	HIGH
UniRef90_A0ABU6DR25	407.2	61.4	345.8	Ia	HIGH
UniRef90_A0ABU6HG50	509.8	101.1	408.7	Ia	HIGH
UniRef90_A0ABU6I1J3	607.5	88.1	519.4	Ia	HIGH
UniRef90_A0ABU6JL55	566.8	85.5	481.3	Ia	HIGH
UniRef90_A0ABU6K3Y6	556.1	115.2	440.9	Ia	HIGH
UniRef90_A0ABU6K6D5	477.7	89.4	388.3	Ia	HIGH
UniRef90_A0ABU7JS02	489.4	116.5	372.9	Ia	HIGH
UniRef90_A0ABU8DJF2	584.2	97.2	487.0	Ia	HIGH
UniRef90_A0ABU8LDE6	468.3	108.3	360.0	Ia	HIGH
UniRef90_A0ABU8MIL4	466.4	104.9	361.5	Ia	HIGH
UniRef90_A0ABU8S134	519.7	111.2	408.5	Ia	HIGH
UniRef90_A0ABU8VMK4	532.4	97.4	435.0	Ia	HIGH
UniRef90_A0ABU8W4S7	535.7	94.0	441.7	Ia	HIGH
UniRef90_A0ABU8ZLM0	457.2	80.0	377.2	Ia	HIGH
UniRef90_A0ABU9B776	526.8	92.2	434.6	Ia	HIGH
UniRef90_A0ABU9BBZ8	559.9	123.5	436.4	Ia	HIGH
UniRef90_A0ABU9BNL5	544.8	109.5	435.3	Ia	HIGH
UniRef90_A0ABU9BWY1	539.0	99.2	439.8	Ia	HIGH
UniRef90_A0ABU9C4H9	543.9	122.5	421.4	Ia	HIGH
UniRef90_A0ABU9C9E4	532.7	93.8	438.9	Ia	HIGH
UniRef90_A0ABU9CEN7	523.4	99.4	424.0	Ia	HIGH
UniRef90_A0ABU9CM48	557.3	103.3	454.0	Ia	HIGH
UniRef90_A0ABU9GL92	513.1	88.2	424.9	Ia	HIGH
UniRef90_A0ABU9H860	572.5	105.4	467.1	Ia	HIGH
UniRef90_A0ABU9J2P4	545.3	117.8	427.5	Ia	HIGH
UniRef90_A0ABU9KKW6	432.9	100.4	332.5	Ia	HIGH
UniRef90_A0ABU9UBE0	470.5	82.6	387.9	Ia	HIGH
UniRef90_A0ABU9X1K2	466.3	117.2	349.1	Ia	HIGH
UniRef90_A0ABU9Z391	562.3	115.3	447.0	Ia	HIGH
UniRef90_A0ABU9Z4A2	465.3	83.0	382.3	Ia	HIGH
UniRef90_A0ABV0G5Y2	526.0	85.7	440.3	Ia	HIGH
UniRef90_A0ABV0G5Z9	545.2	103.0	442.2	Ia	HIGH
UniRef90_A0ABV0GFS4	429.3	76.7	352.6	Ia	HIGH
UniRef90_A0ABV0JCZ9	528.9	110.5	418.4	Ia	HIGH
UniRef90_A0ABV1KBP8	493.3	96.7	396.6	Ia	HIGH
UniRef90_A0ABV1RK65	533.9	104.6	429.3	Ia	HIGH
UniRef90_A0ABV2AZD6	544.9	89.7	455.2	Ia	HIGH
UniRef90_A0ABV2B4J5	431.6	66.6	365.0	Ia	HIGH
UniRef90_A0ABV2BW58	498.2	90.5	407.7	Ia	HIGH
UniRef90_A0ABV2CQZ1	555.2	116.8	438.4	Ia	HIGH
UniRef90_A0ABV2CWU1	474.9	78.0	396.9	Ia	HIGH
UniRef90_A0ABV2EKG8	545.0	116.5	428.5	Ia	HIGH
UniRef90_A0ABV2GKE4	440.9	99.9	341.0	Ia	HIGH
UniRef90_A0ABV2Q8P8	528.0	95.0	433.0	Ia	HIGH
UniRef90_A0ABV2QDX2	557.1	107.9	449.2	Ia	HIGH
UniRef90_A0ABV2TG02	565.5	114.0	451.5	Ia	HIGH
UniRef90_A0ABV2TQW9	467.0	78.8	388.2	Ia	HIGH
UniRef90_A0ABV3LJT2	479.9	111.4	368.5	Ia	HIGH
