seq_id	length	cov_best	present_in_nr80	nr80_status	present_in_core	present_in_alignment	gap_fraction	ambiguity_fraction	gap_or_ambiguity_fraction	flag_class	recommended_action	notes
UniRef90_A0ABT7EBU7	260	0.7126	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A1H3SCA0	262	0.7455	true	direct_nr80_representative	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A419SV88	262	0.7455	true	direct_nr80_representative	true	true	0.5451	0.0000	0.5451			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A8MH70	262	0.7725	true	direct_nr80_representative	true	true	0.5163	0.0000	0.5163			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_UPI0003C63EC4	262	0.7754	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_UPI0007861BEA	262	0.7485	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_UPI0002894186	262	0.7485	true	direct_nr80_representative	true	true	0.5298	0.0000	0.5298			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_UPI000AA7D772	262	0.7455	true	direct_nr80_representative	true	true	0.5662	0.0000	0.5662			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_UPI000C086D9C	262	0.7545	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A7C1GT97	258	0.7365	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_UPI00248A9CA3	262	0.7575	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A218P1W0	261	0.7635	true	direct_nr80_representative	true	true	0.5413	0.0000	0.5413			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A0S1X9G3	261	0.7635	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A6N2ZCX0	261	0.7425	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_Q18BX3	261	0.7275	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A1M6NQ25	261	0.7455	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A1V4IAN3	261	0.7066	true	direct_nr80_representative	true	true	0.5470	0.0000	0.5470			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A2P2BSX5	261	0.7126	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A1M6PGP5	261	0.7485	true	direct_nr80_representative	true	true	0.5432	0.0000	0.5432			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A1M5P3X3	261	0.7455	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A1F7RNS8	261	0.7365	true	direct_nr80_representative	true	true	0.5278	0.0000	0.5278			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0AAW9MUP7	261	0.7455	true	direct_nr80_representative	true	true	0.5278	0.0000	0.5278			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0ABV1IYX0	261	0.7365	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0ABS6G4P0	261	0.7725	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A0F9C755	261	0.7605	true	direct_nr80_representative	true	true	0.5298	0.0000	0.5298			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_UPI0010124C64	261	0.7485	true	direct_nr80_representative	true	true	0.5221	0.0000	0.5221			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A0Q0WK48	260	0.7395	true	direct_nr80_representative	true	true	0.5278	0.0000	0.5278			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_S0ASN2	260	0.7455	true	direct_nr80_representative	true	true	0.5298	0.0000	0.5298			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0ABS4E8S1	260	0.7036	true	direct_nr80_representative	true	true	0.5393	0.0000	0.5393			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_F7NNK6	260	0.7575	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A7Y2PN90	260	0.7545	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A9X2MB01	260	0.7066	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A1H2YSQ2	260	0.7455	true	direct_nr80_representative	true	true	0.5240	0.0000	0.5240			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_R7RRD9	260	0.7096	true	direct_nr80_representative	true	true	0.5509	0.0000	0.5509			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0ABV2JCB9	260	0.7515	true	direct_nr80_representative	true	true	0.5355	0.0000	0.5355			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A0F3GR21	260	0.7485	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0ABS6EZF4	260	0.7754	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_M4V5R4	260	0.7365	true	direct_nr80_representative	true	true	0.5202	0.0000	0.5202			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A267MEQ4	260	0.7455	true	direct_nr80_representative	true	true	0.5470	0.0000	0.5470			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A4R3KXF0	260	0.7455	true	direct_nr80_representative	true	true	0.5355	0.0000	0.5355			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_UPI0039171841	260	0.7395	true	direct_nr80_representative	true	true	0.5182	0.0000	0.5182			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_UPI003D6BFED2	260	0.7455	true	direct_nr80_representative	true	true	0.5470	0.0000	0.5470			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_UPI0026310FCC	260	0.7425	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_UPI003F2AD221	260	0.7246	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_UPI001F00A3E0	260	0.7425	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_UPI002616B9C3	260	0.7126	true	direct_nr80_representative	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_UPI002BDE02F9	260	0.7305	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_UPI00307EDB2D	260	0.7395	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_UPI001F012B8A	260	0.7485	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A1M6T4V2	259	0.7425	true	direct_nr80_representative	true	true	0.5432	0.0000	0.5432			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A0C7G669	259	0.7006	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0AAX2ZD00	259	0.7006	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_K9ERA9	259	0.7485	true	direct_nr80_representative	true	true	0.5912	0.0000	0.5912			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_UPI001CC1B2D1	259	0.7395	true	direct_nr80_representative	true	true	0.5221	0.0000	0.5221			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_UPI001ABBC24D	259	0.7126	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_UPI001F0DD1D4	259	0.7485	true	direct_nr80_representative	true	true	0.5470	0.0000	0.5470			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0AAC9RGX3	258	0.7395	true	direct_nr80_representative	true	true	0.5528	0.0000	0.5528			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A0G3W944	258	0.7395	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A6TQ55	258	0.7365	true	direct_nr80_representative	true	true	0.5681	0.0000	0.5681			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A371IVX1	258	0.7006	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0ABR7K144	258	0.7006	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A2M7YFC8	258	0.7096	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A1I0DM38	258	0.7365	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A5C0S8N7	258	0.7425	true	direct_nr80_representative	true	true	0.5451	0.0000	0.5451			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0ABX8RGY6	258	0.7425	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A239JCM5	258	0.7425	true	direct_nr80_representative	true	true	0.5489	0.0000	0.5489			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A1C7IIK6	258	0.7066	true	direct_nr80_representative	true	true	0.5298	0.0000	0.5298			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A1G9DW26	258	0.7365	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_UPI00080C3DB4	258	0.7126	true	direct_nr80_representative	true	true	0.6065	0.0000	0.6065			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_UPI003CCB80CB	258	0.7455	true	direct_nr80_representative	true	true	0.5585	0.0000	0.5585			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_UPI00359C6ED2	258	0.7216	true	direct_nr80_representative	true	true	0.5202	0.0000	0.5202			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0AA35W277	257	0.7365	true	direct_nr80_representative	true	true	0.5413	0.0000	0.5413			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A150FRT3	257	0.7335	true	direct_nr80_representative	true	true	0.5432	0.0000	0.5432			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_T4VLS4	257	0.7126	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_I7KU72	257	0.7066	true	direct_nr80_representative	true	true	0.5298	0.0000	0.5298			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A0R3JSS0	257	0.7126	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0AAE4AM46	257	0.7156	true	direct_nr80_representative	true	true	0.5854	0.0000	0.5854			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0ABS4KD50	257	0.7335	true	direct_nr80_representative	true	true	0.5873	0.0000	0.5873			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0ABS4KF45	257	0.7006	true	direct_nr80_representative	true	true	0.5470	0.0000	0.5470			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A415H0Z0	257	0.7036	true	direct_nr80_representative	true	true	0.5374	0.0000	0.5374			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A1T4ZWN7	257	0.7006	true	direct_nr80_representative	true	true	0.5413	0.0000	0.5413			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A1M5XVT4	257	0.7485	true	direct_nr80_representative	true	true	0.5259	0.0000	0.5259			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A069REG3	257	0.7096	true	direct_nr80_representative	true	true	0.5489	0.0000	0.5489			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_UPI003D91C93A	257	0.7455	true	direct_nr80_representative	true	true	0.5432	0.0000	0.5432			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_UPI000987515B	257	0.7305	true	direct_nr80_representative	true	true	0.5240	0.0000	0.5240			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_UPI002FCA2BB7	257	0.7126	true	direct_nr80_representative	true	true	0.5701	0.0000	0.5701			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_Q6L278	256	0.7096	true	direct_nr80_representative	true	true	0.5278	0.0000	0.5278			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_H8GZA8	256	0.7425	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A9X2S3C4	256	0.7485	true	direct_nr80_representative	true	true	0.5259	0.0000	0.5259			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0ABS0LNM8	256	0.7335	true	direct_nr80_representative	true	true	0.5816	0.0000	0.5816			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0ABS2MTA6	256	0.7485	true	direct_nr80_representative	true	true	0.5816	0.0000	0.5816			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A1G7RXT8	256	0.7335	true	direct_nr80_representative	true	true	0.5835	0.0000	0.5835			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_UPI00271C3FD5	256	0.7156	true	direct_nr80_representative	true	true	0.5221	0.0000	0.5221			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_UPI003FD0E892	256	0.7156	true	direct_nr80_representative	true	true	0.5451	0.0000	0.5451			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_UPI002ED58183	256	0.7455	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_UPI0008532A4D	256	0.7395	true	direct_nr80_representative	true	true	0.5835	0.0000	0.5835			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0AAX4HKR4	255	0.7036	true	direct_nr80_representative	true	true	0.5413	0.0000	0.5413			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A564TWQ3	255	0.7036	true	direct_nr80_representative	true	true	0.5566	0.0000	0.5566			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_A0A1L8CUR8	255	0.7186	false	absorbed_by_nr80_surrogate	false	false						exact rescued set reconstructed from old/new Ib QC tables
UniRef90_UPI0004BC29FB	255	0.7186	true	direct_nr80_representative	true	true	0.5259	0.0000	0.5259			exact rescued set reconstructed from old/new Ib QC tables
UniRef90_UPI0004AEEFDF	255	0.7515	true	direct_nr80_representative	true	true	0.5355	0.0000	0.5355			exact rescued set reconstructed from old/new Ib QC tables
