seq_id	seq_len	core_start	core_end	hmm_from	hmm_to	coverage	n_hits	n_env_segments	stitched_flag	core_residues
UniRef90_A0A7V8VBH8	347	49	344	30	508	0.9194	1	1	N	296
UniRef90_A0A1G9QTJ8	347	40	342	27	504	0.9175	1	1	N	303
UniRef90_I4BZ59	347	47	342	47	507	0.8848	1	1	N	296
UniRef90_A0A9D1N1J0	347	48	335	31	493	0.8887	1	1	N	288
UniRef90_A0A173RXL4	337	47	337	36	504	0.7562	2	1	N	291
UniRef90_G7VAF8	347	50	340	31	508	0.9175	1	1	N	291
UniRef90_U2E9Y5	347	44	345	25	504	0.9213	1	1	N	302
UniRef90_H0UNF0	347	54	342	46	507	0.8868	1	1	N	289
UniRef90_UPI0013816F03	347	52	344	35	511	0.9155	1	1	N	293
UniRef90_UPI00042514DF	347	50	339	63	504	0.8484	1	1	N	290
UniRef90_UPI001BF04B17	347	45	345	32	509	0.9175	1	1	N	301
UniRef90_UPI002E0D9863	347	86	346	66	512	0.7140	2	1	N	261
UniRef90_UPI0028728F68	347	42	340	24	504	0.7889	2	2	N	272
UniRef90_UPI000E5A5CDE	347	56	341	61	503	0.8503	1	1	N	286
UniRef90_UPI0005BD0FFC	347	51	343	56	508	0.8695	1	1	N	293
UniRef90_UPI0036E86C27	347	65	344	65	507	0.8503	1	1	N	280
UniRef90_UPI00129CB64D	347	57	343	45	508	0.8081	2	1	N	287
UniRef90_UPI000489F22B	347	42	342	28	504	0.9155	1	1	N	301
UniRef90_UPI0004123180	347	45	333	65	450	0.7409	1	1	N	289
UniRef90_UPI003D6B77C5	347	44	329	29	451	0.8119	1	1	N	286
UniRef90_A0A511GYS0	346	46	343	29	504	0.9136	1	1	N	298
UniRef90_A0A2W6A9J4	346	53	343	64	508	0.8541	1	1	N	291
UniRef90_A0A8T7LY08	346	47	341	41	505	0.8925	1	1	N	295
UniRef90_A0A953IB78	346	47	342	31	504	0.9098	1	1	N	296
UniRef90_A0A517MJZ2	346	47	343	59	508	0.8637	1	1	N	297
UniRef90_A0A518BV99	346	52	345	50	510	0.8848	1	1	N	294
UniRef90_A0ABS9EQJ1	346	46	339	57	501	0.8541	1	1	N	294
UniRef90_A0A4R1RYB7	346	52	344	33	507	0.9117	1	1	N	293
UniRef90_A0ABX0GNF5	346	54	323	34	451	0.8023	1	1	N	270
UniRef90_D2B8S9	346	45	328	30	455	0.8177	1	1	N	284
UniRef90_A0ABR7L689	346	49	331	34	452	0.8042	1	1	N	283
UniRef90_A0ABV9S951	346	49	339	30	451	0.8100	1	1	N	291
UniRef90_A0A1G7A3C3	346	45	344	26	510	0.9309	1	1	N	300
UniRef90_A0AAE3V8A1	346	50	341	63	503	0.8464	1	1	N	292
UniRef90_A0A518B125	346	46	344	29	510	0.9251	1	1	N	299
UniRef90_A0A0D2JTG2	346	43	345	26	505	0.9213	1	1	N	303
UniRef90_A0A1F4U2E3	346	43	342	27	499	0.9079	1	1	N	300
UniRef90_A0ABP7VYM6	346	51	336	65	501	0.8388	1	1	N	286
UniRef90_Q3A6I6	346	46	340	25	487	0.8887	1	1	N	295
UniRef90_A0AAU9EG94	346	44	345	41	508	0.8983	1	1	N	302
UniRef90_Q1JWR3	346	46	337	26	490	0.8925	1	1	N	292
UniRef90_A0A399FCL6	346	87	345	66	511	0.8560	1	1	N	259
UniRef90_E1QLY3	346	89	342	66	505	0.8445	1	1	N	254
UniRef90_A0A1L3GJN7	346	47	340	26	499	0.9098	1	1	N	294
UniRef90_A0A931PT25	346	54	339	32	502	0.9040	1	1	N	286
UniRef90_A0A1G9P4Q6	346	44	342	22	506	0.9309	1	1	N	299
UniRef90_A0A3A4QQ83	346	48	344	27	497	0.9040	1	1	N	297
UniRef90_A0A537IXI2	346	44	344	30	510	0.9232	1	1	N	301
UniRef90_A0A3A4NP39	346	56	341	42	506	0.8925	1	1	N	286
UniRef90_A0A4R2RJC9	346	55	336	41	456	0.7985	1	1	N	282
UniRef90_A0A917KCN7	346	49	342	58	507	0.8637	1	1	N	294
UniRef90_A0ABT2J7T0	346	53	330	43	461	0.8042	1	1	N	278
UniRef90_A0A3Q9HTQ3	346	42	344	26	510	0.9309	1	1	N	303
UniRef90_A0A286RFS6	346	54	341	72	508	0.8388	1	1	N	288
UniRef90_D1B762	346	80	337	65	503	0.8426	1	1	N	258
UniRef90_A0A518GV94	345	48	339	61	499	0.8426	1	1	N	292
UniRef90_A0A1M5L5E9	346	82	333	68	451	0.7370	1	1	N	252
UniRef90_X1LVP4	346	54	343	41	507	0.8964	1	1	N	290
UniRef90_A0A3B0UNS3	346	47	344	30	509	0.9213	1	1	N	298
UniRef90_UPI001C40542F	346	83	341	67	504	0.8407	1	1	N	259
UniRef90_UPI00223EEC3A	346	44	342	33	507	0.9117	1	1	N	299
UniRef90_UPI002EF5E2C6	346	52	321	33	451	0.8042	1	1	N	270
UniRef90_UPI00049251F1	346	52	345	31	511	0.9232	1	1	N	294
UniRef90_UPI00343869E7	346	70	311	50	452	0.7735	1	1	N	242
UniRef90_UPI003599D1CC	346	42	339	22	503	0.9251	1	1	N	298
UniRef90_UPI002DDCC81C	346	44	331	28	473	0.8560	1	1	N	288
UniRef90_UPI00196A3ACE	346	80	336	62	491	0.8253	1	1	N	257
UniRef90_UPI00249FD1F3	346	50	336	30	456	0.8196	1	1	N	287
UniRef90_UPI002E2BC92B	346	71	343	64	506	0.8503	1	1	N	273
UniRef90_UPI002B2C9BB9	346	53	343	48	453	0.7793	1	1	N	291
UniRef90_UPI00034A3B53	346	92	344	66	503	0.8407	1	1	N	253
UniRef90_UPI001A97A333	346	44	335	34	466	0.8311	1	1	N	292
UniRef90_UPI002E2F326E	346	89	344	67	481	0.7965	1	1	N	256
UniRef90_A0A6N3A7X5	345	59	344	50	502	0.8695	1	1	N	286
UniRef90_A0A7V2AYQ9	345	44	343	26	509	0.9290	1	1	N	300
UniRef90_A0A9D1QJZ8	345	45	341	38	504	0.8964	1	1	N	297
UniRef90_A0A239TUR5	345	44	342	28	502	0.9117	1	1	N	299
UniRef90_A0A1M7E702	345	46	344	37	507	0.9040	1	1	N	299
UniRef90_A0ABV1DXV0	345	50	337	62	504	0.8503	1	1	N	288
UniRef90_A0A0T5X9X6	345	42	340	25	504	0.9213	1	1	N	299
UniRef90_F2NP86	345	51	343	64	506	0.8503	1	1	N	293
UniRef90_A0ABU3NWI5	345	45	344	31	512	0.9251	1	1	N	300
UniRef90_A0ABV5Z398	345	53	345	39	513	0.9117	1	1	N	293
UniRef90_A0A2S6GUK9	345	52	340	33	472	0.8445	1	1	N	289
UniRef90_E3CV82	345	78	339	65	506	0.8484	1	1	N	262
UniRef90_J7INE4	345	45	344	39	508	0.9021	1	1	N	300
UniRef90_A0A518DQX4	345	47	341	57	504	0.8599	1	1	N	295
UniRef90_A0A9D1R3B2	345	45	343	49	504	0.8752	1	1	N	299
UniRef90_A0A430A2P3	345	45	344	33	501	0.9002	1	1	N	300
UniRef90_A0A259U3S1	345	42	343	26	511	0.9328	1	1	N	302
UniRef90_A0A7S7NVM1	345	55	342	59	504	0.8560	1	1	N	288
UniRef90_A0A6N3BFR4	339	51	337	43	504	0.8868	1	1	N	287
UniRef90_A0ABV8DNB6	345	49	325	30	451	0.8100	1	1	N	277
UniRef90_A0A495XSD7	345	45	318	30	453	0.8138	1	1	N	274
UniRef90_K4LG25	345	46	338	32	507	0.9136	1	1	N	293
UniRef90_A0A5C6FTV5	345	55	342	63	504	0.8484	1	1	N	288
UniRef90_A0A0A2WNR1	345	87	341	65	508	0.8522	1	1	N	255
UniRef90_A0AAE3KP14	345	50	334	61	453	0.7543	1	1	N	285
UniRef90_A4J2L7	345	45	343	25	504	0.9213	1	1	N	299
UniRef90_A0A5R9EKK4	345	45	343	31	504	0.9098	1	1	N	299
UniRef90_A0A367ZPT9	345	92	344	66	504	0.8426	1	1	N	253
UniRef90_A0A0P9CYP1	345	52	341	64	504	0.8464	1	1	N	290
UniRef90_A0A4R8MF51	345	79	338	66	507	0.8484	1	1	N	260
UniRef90_B3QTY8	345	53	343	35	511	0.9155	1	1	N	291
UniRef90_A0A0F9JCY1	345	58	342	41	504	0.8906	1	1	N	285
UniRef90_A0A381N3M2	345	39	337	30	500	0.9040	1	1	N	299
UniRef90_A0A644XNV8	345	62	345	65	507	0.8503	1	1	N	284
UniRef90_UPI001F002AE4	345	50	337	34	491	0.8791	1	1	N	288
UniRef90_UPI000CBACF9C	345	52	341	57	504	0.8599	1	1	N	290
UniRef90_UPI00069CF0E6	345	75	345	43	496	0.8714	1	1	N	271
UniRef90_UPI001C3D1A6A	345	49	329	41	451	0.7889	1	1	N	281
UniRef90_UPI000B377313	345	51	337	30	500	0.9040	1	1	N	287
UniRef90_UPI0029D3EDA1	345	53	339	32	503	0.9060	1	1	N	287
UniRef90_UPI001B8D224B	345	52	341	31	502	0.9060	1	1	N	290
UniRef90_UPI00216401F6	345	52	336	41	504	0.8906	1	1	N	285
UniRef90_UPI003EBE2186	345	46	343	31	510	0.9213	1	1	N	298
UniRef90_UPI00230F9105	345	58	343	51	504	0.7620	2	1	N	286
UniRef90_UPI000158D5CE	345	46	344	44	504	0.8848	1	1	N	299
UniRef90_UPI0013DCE862	345	83	340	68	505	0.8407	1	1	N	258
UniRef90_UPI0004027FCA	345	44	338	35	505	0.9040	1	1	N	295
UniRef90_A0A2H5BVB4	344	56	325	64	471	0.7831	1	1	N	270
UniRef90_A0A6J4H5N8	344	52	341	32	503	0.9060	1	1	N	290
UniRef90_A0A166SC78	344	47	341	33	502	0.9021	1	1	N	295
UniRef90_A0A6I2GLM1	344	43	341	26	504	0.9194	1	1	N	299
UniRef90_A0A318D528	344	43	339	28	504	0.9155	1	1	N	297
UniRef90_A0A4Y7RVR5	344	45	340	41	507	0.8964	1	1	N	296
UniRef90_A0A9D2T6T2	344	56	343	43	504	0.8868	1	1	N	288
UniRef90_M1WZF6	344	81	340	61	499	0.8426	1	1	N	260
UniRef90_A0A8J6NKX9	344	65	339	67	502	0.8369	1	1	N	275
UniRef90_A0ABV7Y6C0	344	85	331	68	501	0.8330	1	1	N	247
UniRef90_A0A7T3RF34	344	60	343	50	504	0.8733	1	1	N	284
UniRef90_G5GN09	344	44	340	28	504	0.9155	1	1	N	297
UniRef90_A0A6I6DG27	344	44	342	28	508	0.9232	1	1	N	299
UniRef90_A0A518DT41	344	57	341	63	511	0.8618	1	1	N	285
UniRef90_A0ABS4KRL0	344	44	341	23	504	0.7908	2	1	N	298
UniRef90_A0A918LG35	344	49	319	63	451	0.7466	1	1	N	271
UniRef90_A0ABM8ER61	344	46	335	25	501	0.9155	1	1	N	290
UniRef90_A0AAV4LBE8	344	43	343	30	510	0.9232	1	1	N	301
UniRef90_A0A1M4S847	344	47	339	30	504	0.9117	1	1	N	293
UniRef90_A0A1M6MPQ0	344	49	343	38	505	0.8983	1	1	N	295
UniRef90_A0A9D1FHZ3	344	43	343	25	505	0.9232	1	1	N	301
UniRef90_A0A932GNW2	344	45	340	30	506	0.9155	1	1	N	296
UniRef90_A0A7V4U2W0	344	48	341	35	503	0.9002	1	1	N	294
UniRef90_U7QL34	344	92	338	65	499	0.8349	1	1	N	247
UniRef90_A0AC61MWA3	344	47	343	56	503	0.8599	1	1	N	297
UniRef90_A0A5N1GNS8	344	44	344	30	504	0.9117	1	1	N	301
UniRef90_A0A9D1RVN5	344	45	342	31	502	0.9060	1	1	N	298
UniRef90_A0AA48K8Y6	344	36	331	23	489	0.8964	1	1	N	296
UniRef90_A0A1G9M564	344	46	338	32	451	0.8061	1	1	N	293
UniRef90_A0ABV8BMP4	344	55	340	61	500	0.8445	1	1	N	286
UniRef90_A0A430AMF6	344	43	343	19	506	0.9367	1	1	N	301
UniRef90_UPI00298EADC5	344	65	343	51	504	0.8714	1	1	N	279
UniRef90_UPI0026666450	344	62	344	60	508	0.8618	1	1	N	283
UniRef90_UPI0003B44DB3	344	49	340	35	500	0.8944	1	1	N	292
UniRef90_UPI001F0112B7	344	45	341	35	506	0.9060	1	1	N	297
UniRef90_UPI0025EA461C	344	46	337	33	503	0.9040	1	1	N	292
UniRef90_A0A7W8G9X6	337	54	336	41	504	0.8906	1	1	N	283
UniRef90_UPI0015B9B4A6	344	46	343	34	511	0.9175	1	1	N	298
UniRef90_UPI00025B0D44	344	93	343	65	504	0.8445	1	1	N	251
UniRef90_UPI00040C0060	344	51	337	42	503	0.8868	1	1	N	287
UniRef90_UPI003D984B27	344	79	338	65	497	0.8311	1	1	N	260
UniRef90_UPI00065E38F1	344	44	342	29	506	0.9175	1	1	N	299
UniRef90_UPI0033D490A1	344	83	338	65	500	0.8369	1	1	N	256
UniRef90_UPI0012B06C2E	344	44	340	29	506	0.9175	1	1	N	297
UniRef90_UPI002DD7BDE1	344	43	343	19	500	0.9251	1	1	N	301
UniRef90_UPI0010EFE74C	344	49	343	31	504	0.9098	1	1	N	295
UniRef90_UPI00140D1614	344	44	343	43	503	0.8848	1	1	N	300
UniRef90_A0A7X0IG47	343	53	320	34	451	0.8023	1	1	N	268
UniRef90_A0AA51X6K8	343	45	343	28	509	0.9251	1	1	N	299
UniRef90_UPI000A0FDC43	344	51	338	42	452	0.7889	1	1	N	288
UniRef90_UPI00215852B1	344	44	340	27	507	0.9232	1	1	N	297
UniRef90_UPI0023796D1C	344	44	341	41	508	0.8983	1	1	N	298
UniRef90_G0EDS9	343	37	343	34	515	0.9251	1	1	N	307
UniRef90_A0A6J4R281	343	59	336	66	467	0.7716	1	1	N	278
UniRef90_A0A6J4RHG1	343	46	336	66	453	0.7447	1	1	N	291
UniRef90_A0A0H3J7H6	343	45	333	27	502	0.9136	1	1	N	289
UniRef90_A0ABV5AB02	343	53	342	62	507	0.8560	1	1	N	290
UniRef90_A0AAU0URZ6	343	56	342	61	509	0.8618	1	1	N	287
UniRef90_A0A0E3W3W1	343	51	339	39	502	0.8906	1	1	N	289
UniRef90_C8WX56	343	46	338	55	500	0.8560	1	1	N	293
UniRef90_F8IIR0	343	45	340	35	510	0.9136	1	1	N	296
UniRef90_A0ABT7UQK2	343	49	341	43	504	0.8868	1	1	N	293
UniRef90_A0A2U3LD21	343	46	341	33	506	0.9098	1	1	N	296
UniRef90_A0A936F022	343	38	335	26	500	0.9117	1	1	N	298
UniRef90_I0IAW5	343	87	343	69	505	0.8388	1	1	N	257
UniRef90_A0ABU3Q1Q7	343	49	342	31	508	0.9175	1	1	N	294
UniRef90_A0A068NPB1	343	46	343	30	504	0.9117	1	1	N	298
UniRef90_A0A7L4YKU2	343	46	343	28	503	0.9136	1	1	N	298
UniRef90_A0A5B9Q7M6	343	50	340	36	508	0.9079	1	1	N	291
UniRef90_W0EDZ9	343	47	342	41	508	0.8983	1	1	N	296
UniRef90_A0A949TQR5	343	42	338	33	504	0.9060	1	1	N	297
UniRef90_A0A6I2UD09	343	45	341	36	503	0.8983	1	1	N	297
UniRef90_E1QKZ3	343	55	333	65	474	0.7869	1	1	N	279
UniRef90_A0A1H6FYK7	343	55	342	64	507	0.8522	1	1	N	288
UniRef90_A0AAW8R6B0	338	44	337	34	504	0.9040	1	1	N	294
UniRef90_S0EYF0	343	52	341	29	503	0.9117	1	1	N	290
UniRef90_A0ABN2HT24	343	46	338	27	451	0.8157	1	1	N	293
UniRef90_L1QES0	343	63	343	64	504	0.8464	1	1	N	281
UniRef90_F4LIV3	343	44	342	7	504	0.9559	1	1	N	299
UniRef90_A0ABW4JNB0	343	56	341	49	502	0.8714	1	1	N	286
UniRef90_A0AAW7Z9Z3	343	44	332	28	491	0.8906	1	1	N	289
UniRef90_A0A7V5RPC1	343	43	340	26	500	0.9117	1	1	N	298
UniRef90_A0A9E2L014	343	91	342	65	504	0.8445	1	1	N	252
UniRef90_A0A545AJR1	342	49	340	30	498	0.9002	1	1	N	292
UniRef90_A0A4R3K272	343	46	337	30	504	0.9117	1	1	N	292
UniRef90_A0ABU9E8V0	343	47	338	36	500	0.8925	1	1	N	292
UniRef90_A0A402CV78	343	46	342	35	502	0.8983	1	1	N	297
UniRef90_A0A518CQN8	343	41	341	59	507	0.8618	1	1	N	301
UniRef90_A0A386H490	343	45	337	27	503	0.9155	1	1	N	293
UniRef90_R4KK93	343	44	340	27	452	0.8177	1	1	N	297
UniRef90_R4KFK0	343	46	339	62	501	0.8445	1	1	N	294
UniRef90_A0A7X0H8M0	343	54	340	63	504	0.8484	1	1	N	287
UniRef90_A0A6I0EYC1	343	57	341	58	510	0.8695	1	1	N	285
UniRef90_A0A8J6TKD5	343	54	342	41	506	0.8944	1	1	N	289
UniRef90_A0A975F5F3	343	50	342	54	504	0.8656	1	1	N	293
UniRef90_A0A941DXQ5	343	41	341	64	504	0.8464	1	1	N	301
UniRef90_A0ABT5WZM5	343	45	342	28	493	0.8944	1	1	N	298
UniRef90_A0A382DU05	343	46	340	25	503	0.9194	1	1	N	295
UniRef90_A0A381NCH6	343	60	341	57	508	0.8676	1	1	N	282
UniRef90_UPI00037ECB7E	343	51	342	50	508	0.8810	1	1	N	292
UniRef90_UPI000D11426C	343	49	324	31	452	0.8100	1	1	N	276
UniRef90_A0AAJ1WT45	340	45	340	50	502	0.8695	1	1	N	296
UniRef90_A0AB74QD99	325	61	325	57	498	0.8484	1	1	N	265
UniRef90_UPI003DA1D91B	343	44	330	28	495	0.8983	1	1	N	287
UniRef90_UPI004049ABE7	343	69	342	49	507	0.8810	1	1	N	274
UniRef90_UPI001B74B5F2	343	78	342	67	503	0.8388	1	1	N	265
UniRef90_UPI00308F3061	343	45	340	28	504	0.9155	1	1	N	296
UniRef90_UPI0018E7DD68	343	41	342	29	513	0.9309	1	1	N	302
UniRef90_UPI0037521E4A	343	49	338	65	504	0.8445	1	1	N	290
UniRef90_A0A7V2ZII5	342	42	338	25	502	0.9175	1	1	N	297
UniRef90_A0A212LRT9	342	45	342	28	515	0.9367	1	1	N	298
UniRef90_A0A6J4NRI9	342	46	339	31	506	0.9136	1	1	N	294
UniRef90_A0A7C3MGX7	342	46	341	29	505	0.9155	1	1	N	296
UniRef90_A0A7C6E9D2	342	56	342	42	504	0.8887	1	1	N	287
UniRef90_A0A1D7XAX9	342	45	342	28	511	0.9290	1	1	N	298
UniRef90_A0AAJ5EFC1	342	53	340	34	505	0.9060	1	1	N	288
UniRef90_A0A926EK78	342	47	341	37	504	0.8983	1	1	N	295
UniRef90_A0A2Z4Y282	342	45	342	46	511	0.8944	1	1	N	298
UniRef90_I4EHX6	342	70	337	63	500	0.8407	1	1	N	268
UniRef90_E4U8G6	342	57	340	66	507	0.8484	1	1	N	284
UniRef90_A0A9D9DSF8	342	2	267	67	497	0.8273	1	1	N	266
UniRef90_A0A3B7QUP0	342	44	341	60	508	0.8618	1	1	N	298
UniRef90_A0A1W1V7B2	342	44	340	27	505	0.9194	1	1	N	297
UniRef90_A0ABZ3CEX4	342	63	341	38	453	0.7985	1	1	N	279
UniRef90_A0A4U7JFQ2	342	65	338	61	503	0.8503	1	1	N	274
UniRef90_F2JN54	342	53	340	49	504	0.8752	1	1	N	288
UniRef90_A0A0R2BFF7	342	45	337	45	499	0.8733	1	1	N	293
UniRef90_A0A6V8PUE2	342	33	341	15	508	0.9482	1	1	N	309
UniRef90_A0A1Z5HN93	342	44	340	29	504	0.9136	1	1	N	297
UniRef90_A0ABV4U1H3	342	40	338	27	508	0.9251	1	1	N	299
UniRef90_A0A9X3NAC4	342	54	340	43	503	0.8848	1	1	N	287
UniRef90_K8E090	342	49	337	45	506	0.8868	1	1	N	289
UniRef90_A0A940P5E2	342	46	340	34	507	0.9098	1	1	N	295
UniRef90_A0ABU0ZDR2	342	74	309	54	452	0.7658	1	1	N	236
UniRef90_F3YAJ8	342	53	341	42	507	0.8944	1	1	N	289
UniRef90_A0A517SG64	342	45	341	29	505	0.9155	1	1	N	297
UniRef90_A0ABY5PBL8	342	40	340	30	503	0.9098	1	1	N	301
UniRef90_A0A1W1VYC5	342	34	339	27	504	0.9175	1	1	N	306
UniRef90_A0A0D0Y5V5	342	41	337	68	503	0.8369	1	1	N	297
UniRef90_A0A7S7NQE9	342	70	342	51	504	0.8714	1	1	N	273
UniRef90_A0A6G8ANH9	342	49	342	35	504	0.9021	1	1	N	294
UniRef90_A0A3A4R2U4	342	45	341	31	508	0.9175	1	1	N	297
UniRef90_A0A2T0AVK6	342	45	341	31	508	0.9175	1	1	N	297
UniRef90_A0A9D2S323	342	79	341	63	502	0.8445	1	1	N	263
UniRef90_Q7NP64	342	68	341	66	507	0.8484	1	1	N	274
UniRef90_A0ABZ3J363	342	47	341	27	504	0.9175	1	1	N	295
UniRef90_D1C6S6	342	57	322	62	450	0.7466	1	1	N	266
UniRef90_A0A926D6I6	342	45	341	41	504	0.7351	2	1	N	297
UniRef90_A0ABZ1BT29	342	92	341	66	506	0.8464	1	1	N	250
UniRef90_A0A9E6XWL9	342	80	341	65	507	0.8503	1	1	N	262
UniRef90_A0A6F8XJT0	342	43	338	41	493	0.8695	1	1	N	296
UniRef90_A0A0B6WX10	342	50	338	42	501	0.8829	1	1	N	289
UniRef90_A0A9D1T068	342	46	340	32	504	0.9079	1	1	N	295
UniRef90_A0A381QJ27	342	52	341	50	507	0.8791	1	1	N	290
UniRef90_UPI00046D83E1	342	44	340	28	508	0.9232	1	1	N	297
UniRef90_UPI001ED9971A	342	86	329	68	451	0.7370	1	1	N	244
UniRef90_UPI000B985834	342	49	340	43	505	0.8887	1	1	N	292
UniRef90_UPI001C11CEFC	342	56	341	32	499	0.8983	1	1	N	286
UniRef90_UPI002BF83D72	342	54	340	43	501	0.8810	1	1	N	287
UniRef90_UPI0013EE8EA6	342	45	337	41	504	0.8906	1	1	N	293
UniRef90_UPI00048C47ED	342	46	330	47	499	0.8695	1	1	N	285
UniRef90_UPI001C0D68A6	342	56	340	64	501	0.8407	1	1	N	285
UniRef90_UPI0018A1047E	342	43	342	22	510	0.9386	1	1	N	300
UniRef90_UPI00344FFCDE	342	45	341	43	506	0.8906	1	1	N	297
UniRef90_UPI00402659F3	342	51	342	34	506	0.9079	1	1	N	292
UniRef90_UPI003F898990	342	48	314	61	451	0.7505	1	1	N	267
UniRef90_UPI002DFDDECF	342	82	313	67	451	0.7390	1	1	N	232
UniRef90_UPI00085C6B9B	342	46	341	49	504	0.8752	1	1	N	296
UniRef90_UPI00056EF044	342	46	342	56	509	0.8714	1	1	N	297
UniRef90_A0ABZ1C1C9	339	89	338	66	503	0.8407	1	1	N	250
UniRef90_UPI0033C7E924	342	45	333	31	500	0.9021	1	1	N	289
UniRef90_UPI00141F76FC	342	44	335	57	469	0.7927	1	1	N	292
UniRef90_UPI00138AEB36	342	42	335	55	452	0.7639	1	1	N	294
UniRef90_A0A8J6IQ35	341	44	339	27	502	0.9136	1	1	N	296
UniRef90_A0AAU8GZ19	341	46	341	27	507	0.9232	1	1	N	296
UniRef90_A0AA41WD81	341	54	336	58	502	0.8541	1	1	N	283
UniRef90_A0A5C5EAJ9	341	44	339	25	504	0.9213	1	1	N	296
UniRef90_H7C796	341	45	340	40	505	0.8944	1	1	N	296
UniRef90_A0A2K9E9V6	341	45	337	35	503	0.9002	1	1	N	293
UniRef90_A0AA43UCV3	341	44	340	32	508	0.9155	1	1	N	297
UniRef90_A9AX91	341	47	339	28	506	0.9194	1	1	N	293
UniRef90_A0A5P1WYP6	341	46	338	64	507	0.8522	1	1	N	293
UniRef90_F8L7Z8	341	54	335	46	500	0.8733	1	1	N	282
UniRef90_A0A5C5YQA5	341	61	341	60	506	0.8580	1	1	N	281
UniRef90_A0A518C576	341	58	334	65	484	0.8061	1	1	N	277
UniRef90_A0A9D1T3D1	341	42	341	19	508	0.9405	1	1	N	300
UniRef90_A0ABX2I473	341	48	340	33	503	0.9040	1	1	N	293
UniRef90_C0GG10	341	48	340	41	507	0.8964	1	1	N	293
UniRef90_A0A1T4PWE2	341	43	340	24	507	0.9290	1	1	N	298
UniRef90_A0A9D1HYQ0	341	54	341	61	502	0.8484	1	1	N	288
UniRef90_A0A975B3L3	341	56	340	41	504	0.8906	1	1	N	285
UniRef90_A0ABS6S356	341	44	341	23	507	0.9309	1	1	N	298
UniRef90_A0A3G2R6S0	341	46	335	44	501	0.8791	1	1	N	290
UniRef90_A0A5C6UPJ9	341	51	340	34	505	0.9060	1	1	N	290
UniRef90_A0A1H1L5X6	341	52	334	61	496	0.8369	1	1	N	283
UniRef90_A0A7G1GY78	341	45	341	26	506	0.9232	1	1	N	297
UniRef90_A0A401FX73	341	41	339	29	503	0.9117	1	1	N	299
UniRef90_F5YKY9	341	87	340	65	489	0.8157	1	1	N	254
UniRef90_A0A9D1K044	341	52	340	62	503	0.8484	1	1	N	289
UniRef90_A0A7C8HF31	341	46	338	44	504	0.8848	1	1	N	293
UniRef90_A6NX22	341	53	339	59	502	0.8522	1	1	N	287
UniRef90_A0A926EBR0	341	44	340	24	504	0.9232	1	1	N	297
UniRef90_F5YFM2	341	59	340	62	504	0.8503	1	1	N	282
UniRef90_A0A518GHF5	341	66	338	72	499	0.8215	1	1	N	273
UniRef90_A0A212R9C1	341	75	341	59	512	0.8714	1	1	N	267
UniRef90_A0ABT8F7S6	341	62	340	59	504	0.8560	1	1	N	279
UniRef90_A0A348APH0	341	50	341	60	508	0.8618	1	1	N	292
UniRef90_A0A226BX26	341	45	338	39	500	0.8868	1	1	N	294
UniRef90_A0A1U9K882	341	43	340	19	508	0.9405	1	1	N	298
UniRef90_A0A7T7XMJ4	341	53	340	68	504	0.8388	1	1	N	288
UniRef90_A0A8A0RQI5	341	45	338	41	504	0.8906	1	1	N	294
UniRef90_E8QWX1	341	70	339	62	503	0.8484	1	1	N	270
UniRef90_A0A2M8QEZ4	341	67	341	47	507	0.8848	1	1	N	275
UniRef90_A0A3B1D0M2	341	47	340	31	501	0.9040	1	1	N	294
UniRef90_A0ABM7WW50	337	68	336	63	501	0.8426	1	1	N	269
UniRef90_UPI002260F232	341	51	340	30	504	0.9117	1	1	N	290
UniRef90_UPI0010307606	341	90	341	62	506	0.8541	1	1	N	252
UniRef90_A0A7D3XY62	328	66	326	63	504	0.8484	1	1	N	261
UniRef90_UPI003D16798C	341	62	341	50	507	0.8791	1	1	N	280
UniRef90_UPI0012BD0D8B	341	53	338	57	501	0.8541	1	1	N	286
UniRef90_UPI00237947C7	341	35	334	21	492	0.9060	1	1	N	300
UniRef90_UPI002260B431	341	51	336	31	455	0.8157	1	1	N	286
UniRef90_A0A024QA01	339	30	336	15	503	0.9386	1	1	N	307
UniRef90_UPI00082AE37A	341	41	337	30	507	0.9175	1	1	N	297
UniRef90_A0A2M7T7I8	317	20	315	31	504	0.9098	1	1	N	296
UniRef90_UPI001C7550E7	341	45	341	23	505	0.9271	1	1	N	297
UniRef90_UPI0016867EAB	341	61	339	66	501	0.8369	1	1	N	279
UniRef90_UPI00135B78FD	341	44	309	69	452	0.7370	1	1	N	266
UniRef90_UPI00225482AF	341	48	340	43	504	0.8868	1	1	N	293
UniRef90_UPI00260E797D	341	64	340	62	501	0.8445	1	1	N	277
UniRef90_UPI003981541C	341	80	340	66	504	0.8426	1	1	N	261
UniRef90_A0A7C3IWI3	340	64	336	47	506	0.8829	1	1	N	273
UniRef90_A0A150JBJ2	340	45	339	32	501	0.9021	1	1	N	295
UniRef90_A0A150IV18	340	51	340	34	507	0.9098	1	1	N	290
UniRef90_B1GYQ4	340	43	338	29	506	0.9175	1	1	N	296
UniRef90_A0A7C1JN42	340	67	332	65	453	0.7466	1	1	N	266
UniRef90_A0A174IYQ4	340	44	339	34	504	0.9040	1	1	N	296
UniRef90_A0A7C3LUK3	340	54	321	34	458	0.8157	1	1	N	268
UniRef90_A0A6J4JXL0	340	60	340	61	506	0.8560	1	1	N	281
