seq_id	subtype_source	source_fasta	length
UniRef90_UPI0002DD720C	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	338
UniRef90_UPI0015545231	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	338
UniRef90_UPI002712CFCA	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	338
UniRef90_UPI0031FE8714	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	338
UniRef90_UPI00040996C8	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	338
UniRef90_A0A7J4JH81	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A7J4KVK0	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A8T4L2X1	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A7V2ZKE3	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A832I1B6	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_C4ILX9	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A7X3BUE6	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A7X2XDJ8	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_B2TQ73	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_H5SMX0	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_Q01NJ1	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0AAU8AAM4	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A4V3RKX1	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0AAU7CIN7	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A3T0D4D1	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A6J4THB6	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_H5SDG0	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A127EG62	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A1Z2XNG9	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A7VSE8	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A0S2SK25	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A1H2R042	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A2A7MKR3	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A662Z566	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A9N7JNS7	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_L7NK98	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A0D8IYE4	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A859DSA5	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A538T2E5	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A2K9EEQ2	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A9Q4TIN1	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_B0PEJ6	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0AA47KMF7	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A662DHN5	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_C0BBE2	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0AA96GKY8	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A926EF94	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A6B2M3H6	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A0B2JI45	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A1I5V808	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A1I5XR05	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A518H0H1	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A9D8PJU7	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A0P6YC51	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A4U7JJH7	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_V7IBJ0	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_F4LTX3	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A2N3G5N1	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_D5X781	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A0R2G8G9	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0AA51NAC1	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0ABT7PLF2	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A1V4SXX6	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A2M7JCQ5	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_F8L8E7	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A1W1VBA9	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A2M7RPS9	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A1I6KVX2	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A494X0M5	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A1M6QC37	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0ABU3NUJ0	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A1F6FML6	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A943I1T3	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A5C5V1N3	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A7Y0EI58	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_D9SPR8	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A562JFA6	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0ABT1EHY4	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A848BA98	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A562JEA7	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A1D2YUR3	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A937FIT0	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A3G1KRS1	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_E3H966	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0ABW4NLK1	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A7X5Y5E6	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A7W7Y3T1	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0ABT7UTF2	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0AAU9DZW4	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A414PNR9	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0ABW8TD18	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A5C6AJ51	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_E8LBQ8	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A1Z5HW58	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0LPT3	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0ABS6V4G2	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A7G6E6E7	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A0K2G860	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A1M5WL46	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A1M5WL23	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_K2J777	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A0P6XVC7	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A7X2N191	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A1F6CLN5	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A949NDL4	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A1F6A2T3	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A933SCK0	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_I9NXC0	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A538TEM9	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A7X6DSY9	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0ACB5R8Q6	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_B1C7Z3	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A410PS24	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A1I0QXK0	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A1M4X0D1	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A926F8M2	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A6I3SGA1	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_G5GMW3	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A316M4L1	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A0L6JIF0	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0AAJ1AGA8	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0AAX2ZFG0	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A8J7W326	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A8J8B017	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0ABT4DDL9	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0ABM9UPC0	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A4Y6Q0Y6	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0ABT9UY39	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A1T4N2X8	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0ABY4WC28	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0ABR7JQX6	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A7G1G8D8	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A4R6UHF6	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0ABR9QYD7	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0ABU4JR58	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A8J6I1A6	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A8J6HQJ9	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A075TZM3	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A0J8DEX7	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A926DKN1	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A926DGQ4	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_D4LDE8	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0AAE3DZQ0	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0AAE4Z659	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A078KMJ8	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A4Z0D139	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A0G1DL43	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A7W8FVK2	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A498RB91	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A5Q2N0B7	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A4D7JMX4	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0AA46DZG0	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A517XPE0	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A1I1XJ10	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A941W452	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A2V1GYV8	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A5C5ZJS2	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A9D1SL99	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A378P191	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_C9KIV5	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A7W8M5U4	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A1M5QAF8	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A1M5T1B3	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_I4C395	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0ABT2TH98	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0ABS2WGS4	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_F3ZX89	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A855X3X4	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A151APN0	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A9D0ZK99	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A1M6PGT9	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A7V8VDZ2	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A7G8T7E6	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A845KYE0	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A1F5ZU99	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A926EFJ5	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A974GWJ8	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A1F2WSA9	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A6A7K7C9	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A9D2S0Z0	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A1Y3PUA3	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0ABT1E4V4	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_K0AYA5	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A2J0LP23	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_K4LIN2	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A1M6MYK4	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A923E4P0	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A6L5XXH6	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A2M7E9D8	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A371J3A2	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0ABT5ECF4	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A4Q7PML0	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A4V2SB19	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A1T4LJQ3	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_B1I3Z2	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A932CQG7	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A7X5HT40	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A5C1APV7	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A135L6V3	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A919RZP1	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A1I4U9J5	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A1E8EZD6	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A1B7LJJ0	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A267MJR1	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A7V5LZ15	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A3N0IGK3	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A497E642	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A523TGV1	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A926D5V4	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A1W2BUL6	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A4R2RMD1	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A154BVE2	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A140DUE5	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A0B7MHN0	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0AA37WI48	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_W8U347	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A9D2IZ69	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A0L0WEZ0	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_F7YWZ3	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0AAE3HIB9	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0ABM8ZRW4	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A9D1LU03	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A1T4JR55	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_M7NG15	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A1M5XJR0	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A9D1DEG9	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A5C5Z864	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A1L3GNV2	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A1S1V4W9	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A1J5ILP6	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A9W6GKE0	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_E8R5R3	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A1V4ISN9	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A9D0ZBV9	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A366I8W0	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A1F5V7H7	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_D7CP64	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A2K2FPK4	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_X0SV87	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A0F9KH98	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A3B1DJM2	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A3B0QPU2	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A381PC51	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A644UIU4	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A645BUC2	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A644T1G2	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_UPI002FC5DA21	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_UPI00262C3077	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_UPI003AB526C0	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_UPI00055A5E9E	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_UPI0002CAED9A	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_UPI000C7BB2AB	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_UPI000491D569	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_UPI002DDD6731	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_UPI001E4F6374	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_UPI001F4C09C5	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_UPI0022570C06	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_UPI001FA8A758	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_UPI0027E109A8	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_UPI00362F27C0	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_UPI00099AFC6C	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_UPI000E46A291	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_UPI000BAA778D	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_UPI000E4D61A8	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_UPI0025ED8977	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_UPI003AB75148	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_UPI000C088A18	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_UPI003CEC16C0	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_UPI003D1B435E	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_UPI003D125725	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_A0A5P0ZIZ2	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	330
UniRef90_UPI001FCC1196	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_UPI00101C823D	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_UPI00359AC1FE	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_UPI0039A0DC0B	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_UPI00098C9F03	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_UPI000E508559	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_UPI002719D851	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_UPI001A930E7F	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_UPI00306C613B	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_UPI00260665F8	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_UPI0029DC8199	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_UPI00313604A2	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_UPI003750F10D	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_UPI003D91328F	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_UPI0021538660	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_UPI00385466BB	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_UPI000D7A7FFF	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_UPI000EF25AA9	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_UPI00033FDDCE	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_UPI00037A5DAE	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_UPI00035DB0F5	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_UPI000489ED6C	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_UPI0026F1AFBC	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_UPI000CFE0DE1	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_UPI000CF8F91F	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_UPI0024AD763E	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_UPI001A5F3D98	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_UPI003F5B2468	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_UPI003F8F8FE3	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_UPI0024B0EC1F	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_UPI00289F5118	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
UniRef90_UPI00200A4F85	Ib_len255	results/02_qc_len255/nr80_Ib.fasta	337
