seq_id	n_ext_len	n_ext_relaxed	n_ext_strict	insert_len	insert_relaxed	insert_strict	act_hmm_relaxed	act_hmm_strict	cm_hmm_relaxed	cm_hmm_strict	c_ext_len	c_ext_relaxed	c_ext_strict	c_residual_relaxed	c_residual_strict	trait_asr_priority
UniRef90_A0ABZ0IW03	55	1	1	0	0	0	0	0	0	0	2	0	0	0	0	primary_orthogonal
UniRef90_A0A3P7NYF6	88	1	1	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A4R1KBK3	46	1	1	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_S0F003	44	1	1	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_S0EXU1	46	1	1	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A537KEP8	42	1	1	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A0P8WZY9	53	1	1	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0A975BMK9	55	1	1	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0A840MLX2	50	1	1	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0ABW4JLK0	38	1	1	0	0	0	0	0	0	0	2	0	0	0	0	primary_orthogonal
UniRef90_A0A9D1D9Q2	45	1	1	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A519BF76	49	1	1	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0A9D1TJ63	48	1	1	0	0	0	0	0	0	0	2	0	0	0	0	primary_orthogonal
UniRef90_A0A0S7XJL5	48	1	1	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_Q1ILY9	43	1	1	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0AC61DE94	62	1	1	0	0	0	0	0	0	0	2	0	0	0	0	primary_orthogonal
UniRef90_F9UMQ1	64	1	1	0	0	0	0	0	0	0	2	0	0	0	0	primary_orthogonal
UniRef90_A0A402D4B4	44	1	1	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0A6V7R5R6	42	1	1	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0ABT1WNR0	44	1	1	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0A2M7UWQ4	48	1	1	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0ABY6Z8B3	38	1	1	0	0	0	0	0	0	0	4	0	0	0	0	primary_orthogonal
UniRef90_A0A9D1SE56	44	1	1	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0A517MYX9	55	1	1	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0A1V6C451	52	1	1	0	0	0	0	0	0	0	2	0	0	0	0	primary_orthogonal
UniRef90_A0ABT7LZ02	47	1	1	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A8J6J214	52	1	1	0	0	0	0	0	0	0	2	0	0	0	0	primary_orthogonal
UniRef90_A0A1V4IBZ7	48	1	1	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_S7V4L9	55	1	1	0	0	0	0	0	0	0	2	0	0	0	0	primary_orthogonal
UniRef90_A0A7M2WVM4	58	1	1	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A2K2F872	47	1	1	0	0	0	0	0	0	0	2	0	0	0	0	primary_orthogonal
UniRef90_A0A0W8E121	55	1	1	0	0	0	0	0	0	0	9	0	0	0	0	primary_orthogonal
UniRef90_A0A381N5Q1	49	1	1	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0A382B408	46	1	1	0	0	0	0	0	0	0	4	0	0	0	0	primary_orthogonal
UniRef90_UPI0039C87DD5	67	1	1	0	0	0	0	0	0	0	11	1	0	1	0	secondary_residual
UniRef90_UPI0004810102	45	1	1	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_UPI0002DC10A8	46	1	1	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_UPI0009A659EE	53	1	1	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI000952C58B	42	1	1	0	0	0	0	0	0	0	2	0	0	0	0	primary_orthogonal
UniRef90_D0WEB2	44	1	1	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI0008D43605	48	1	1	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_UPI0022489780	54	1	1	0	0	0	0	0	0	0	2	0	0	0	0	primary_orthogonal
UniRef90_UPI00195E1DCD	44	1	1	0	0	0	0	0	0	0	2	0	0	0	0	primary_orthogonal
UniRef90_UPI00272449F7	47	1	1	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI0008D9274B	53	1	1	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_UPI0037DC22C0	44	1	1	0	0	0	0	0	0	0	7	0	0	0	0	primary_orthogonal
UniRef90_A0ABZ3J446	41	1	1	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_UPI00059030DA	44	1	1	0	0	0	0	0	0	0	4	0	0	0	0	primary_orthogonal
UniRef90_UPI002DD9F1E4	76	1	1	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_UPI00374D4BFD	44	1	1	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI0026018E5A	49	1	1	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI0003B3E8D9	45	1	1	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI0000ED77C0	54	1	1	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0A977KB19	44	1	1	0	0	0	0	0	0	0	3	0	0	0	0	primary_orthogonal
UniRef90_A0A212KHN5	43	1	1	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0A831XMQ4	45	1	1	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0A5C7AVR9	46	1	1	0	0	0	0	0	0	0	3	0	0	0	0	primary_orthogonal
UniRef90_R8W3H2	55	1	1	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0ABT7UI00	46	1	1	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_K0ZAF9	44	1	1	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0A7T0G335	46	1	1	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_E4TIQ0	42	1	1	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A4S2EZP0	56	1	1	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_D5X8W7	42	1	1	0	0	0	0	0	0	0	3	0	0	0	0	primary_orthogonal
UniRef90_B8FA44	48	1	1	0	0	0	0	0	0	0	2	0	0	0	0	primary_orthogonal
UniRef90_A0A0R1HMW5	48	1	1	0	0	0	0	0	0	0	10	1	0	1	0	secondary_residual
UniRef90_M1ZEC8	44	1	1	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0A1M6DPN3	44	1	1	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0ABT5I1N3	44	1	1	0	0	0	0	0	0	0	2	0	0	0	0	primary_orthogonal
UniRef90_B8CWX2	60	1	1	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_B9XEU6	46	1	1	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A926DC64	45	1	1	0	0	0	0	0	0	0	2	0	0	0	0	primary_orthogonal
UniRef90_A0ABU0E2B9	42	1	1	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0A926DBD7	48	1	1	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0A2T6BQQ6	42	1	1	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0A134CE82	39	1	1	0	0	0	0	0	0	0	3	0	0	0	0	primary_orthogonal
UniRef90_A0ABU3Z6P5	45	1	1	0	0	0	0	0	0	0	8	0	0	0	0	primary_orthogonal
UniRef90_A0A2U3KV54	46	1	1	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_C6XE00	38	1	1	0	0	0	0	0	0	0	2	0	0	0	0	primary_orthogonal
UniRef90_A0ABS9MH80	55	1	1	0	0	0	0	0	0	0	2	0	0	0	0	primary_orthogonal
UniRef90_A0ABY7WSQ9	47	1	1	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0A9D2S5N4	43	1	1	0	0	0	0	0	0	0	2	0	0	0	0	primary_orthogonal
UniRef90_A0AB35U0S8	45	1	1	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A2Z4IMM8	45	1	1	0	0	0	0	0	0	0	2	0	0	0	0	primary_orthogonal
UniRef90_S7X1B2	47	1	1	0	0	0	0	0	0	0	2	0	0	0	0	primary_orthogonal
UniRef90_A0A1W2CUQ3	69	1	1	0	0	0	0	0	0	0	33	1	1	1	1	secondary_residual
UniRef90_A0A1U9NPL6	74	1	1	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0AAX2JF44	48	1	1	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0A1Q2HRM1	45	1	1	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A1M5BEU2	53	1	1	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0A7S7RTU6	51	1	1	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0A1W1H9I4	54	1	1	0	0	0	0	0	0	0	4	0	0	0	0	primary_orthogonal
UniRef90_A0A1F4RPD0	40	1	1	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A5K7YZI1	55	1	1	0	0	0	0	0	0	0	3	0	0	0	0	primary_orthogonal
UniRef90_E3PWG0	53	1	1	0	0	0	0	0	0	0	2	0	0	0	0	primary_orthogonal
UniRef90_A0A1F7RCX5	45	1	1	0	0	0	0	0	0	0	2	0	0	0	0	primary_orthogonal
UniRef90_U4KS78	44	1	1	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_Q39ZV9	49	1	1	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A0C7NL84	55	1	1	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A2G9YWC3	49	1	1	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A1G6LP45	44	1	1	0	0	0	0	0	0	0	4	0	0	0	0	primary_orthogonal
UniRef90_A0A953HV20	46	1	1	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_C8W331	43	1	1	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0ABR7IQM3	43	1	1	0	0	0	0	0	0	0	3	0	0	0	0	primary_orthogonal
UniRef90_A0A9D1H2D7	44	1	1	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0A926D0I5	44	1	1	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0A3N1Y1P7	47	1	1	0	0	0	0	0	0	0	5	0	0	0	0	primary_orthogonal
UniRef90_A0A932ERI8	48	1	1	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0AB94IXH9	43	1	1	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0AAF0CW72	45	1	1	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0A1G9RQR2	42	1	1	0	0	0	0	0	0	0	7	0	0	0	0	primary_orthogonal
UniRef90_A0A1M6EXF0	49	1	1	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0A5D0MGX6	41	1	1	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A3G9GFL0	54	1	1	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0A1F4Q3T1	42	1	1	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A1F4SP81	44	1	1	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A419F9I2	47	1	1	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_L7VNE2	43	1	1	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0A9D1KYM8	49	1	1	0	0	0	0	0	0	0	6	0	0	0	0	primary_orthogonal
UniRef90_A0A1F5YTD4	46	1	1	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0A1F4T5S1	40	1	1	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A1I7G8H9	44	1	1	0	0	0	0	0	0	0	5	0	0	0	0	primary_orthogonal
UniRef90_A0A1F5YTS3	47	1	1	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0A7L7KQI6	46	1	1	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A069RI84	49	1	1	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0ABT1SM18	48	1	1	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0A7I9VTD6	52	1	1	0	0	0	0	0	0	0	3	0	0	0	0	primary_orthogonal
UniRef90_A0AAX3BD34	43	1	1	0	0	0	0	0	0	0	4	0	0	0	0	primary_orthogonal
UniRef90_A0A7U9TIT9	53	1	1	0	0	0	0	0	0	0	2	0	0	0	0	primary_orthogonal
UniRef90_A0A5A8F407	43	1	1	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A5A8F603	46	1	1	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A2H0XVF1	48	1	1	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A9BHP9	47	1	1	0	0	0	0	0	0	0	2	0	0	0	0	primary_orthogonal
UniRef90_A0A923LU45	45	1	1	0	0	0	0	0	0	0	3	0	0	0	0	primary_orthogonal
UniRef90_V2QDS6	44	1	1	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_U7V481	44	1	1	0	0	0	0	0	0	0	2	0	0	0	0	primary_orthogonal
UniRef90_U7UEY6	65	1	1	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_R7ZW01	31	1	1	0	0	0	0	0	0	0	2	0	0	0	0	primary_orthogonal
UniRef90_A0A932HYW0	48	1	1	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0A1F4U7K3	55	1	1	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A3S9H7M2	41	1	1	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A520XCJ3	51	1	1	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A1F4TPL7	40	1	1	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_D3LTF9	42	1	1	0	0	0	0	0	0	0	3	0	0	0	0	primary_orthogonal
UniRef90_A0A4R1PZE2	41	1	1	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0A0S2W8J7	44	1	1	0	0	0	0	0	0	0	2	0	0	0	0	primary_orthogonal
UniRef90_A0A1W2BVU6	45	1	1	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0A8J6ULF2	34	1	1	0	0	0	0	0	0	0	4	0	0	0	0	primary_orthogonal
UniRef90_A0A0R1XSZ5	78	1	1	0	0	0	0	0	0	0	5	0	0	0	0	primary_orthogonal
UniRef90_A0AAW6U974	54	1	1	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A9D1NT54	43	1	1	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0A146G6X2	39	1	1	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A430AJK1	41	1	1	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0A9D1NBN9	43	1	1	0	0	0	0	0	0	0	4	0	0	0	0	primary_orthogonal
UniRef90_C1D809	48	1	1	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0AAU8GT98	49	1	1	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0AAE3TD77	44	1	1	0	0	0	0	0	0	0	3	0	0	0	0	primary_orthogonal
UniRef90_A0A3E0UGD1	43	1	1	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A8A7KJB7	59	1	1	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A8A7KAP9	55	1	1	0	0	0	0	0	0	0	2	0	0	0	0	primary_orthogonal
UniRef90_A0A517TEZ8	34	1	1	0	0	0	0	0	0	0	4	0	0	0	0	primary_orthogonal
UniRef90_A0A6N4TL33	44	1	1	0	0	0	0	0	0	0	2	0	0	0	0	primary_orthogonal
UniRef90_A0A8E6B9W6	54	1	1	0	0	0	0	0	0	0	3	0	0	0	0	primary_orthogonal
UniRef90_A0A8J6M4U3	44	1	1	0	0	0	0	0	0	0	3	0	0	0	0	primary_orthogonal
UniRef90_A0A7V8SXY8	59	1	1	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0A1J5SE88	50	1	1	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0A0F9X4D9	43	1	1	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0A485M2I9	45	1	1	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0A0H5Q1V7	43	1	1	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A3B1BN73	46	1	1	0	0	0	0	0	0	0	2	0	0	0	0	primary_orthogonal
UniRef90_A0A382EE16	42	1	1	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A644WEY5	43	1	1	0	0	0	0	0	0	0	2	0	0	0	0	primary_orthogonal
UniRef90_UPI0009BB71D8	45	1	1	0	0	0	0	0	0	0	2	0	0	0	0	primary_orthogonal
UniRef90_UPI000F54000B	44	1	1	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_UPI00385420EA	52	1	1	0	0	0	0	0	0	0	2	0	0	0	0	primary_orthogonal
UniRef90_UPI00092DF1D4	57	1	1	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI0032C21EA3	47	1	1	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI0030813E75	47	1	1	0	0	0	0	0	0	0	2	0	0	0	0	primary_orthogonal
UniRef90_UPI00048D38DC	44	1	1	0	0	0	0	0	0	0	3	0	0	0	0	primary_orthogonal
UniRef90_UPI002ED06284	49	1	1	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_UPI0026DACF01	49	1	1	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_UPI001F30014F	43	1	1	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI001F610BA6	56	1	1	0	0	0	0	0	0	0	2	0	0	0	0	primary_orthogonal
UniRef90_UPI001F61B84E	45	1	1	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI0028DF7FC1	49	1	1	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_C0XIH0	42	1	1	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_UPI001F0089DF	46	1	1	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_UPI0010D9D8C7	49	1	1	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI003F3DA418	43	1	1	0	0	0	0	0	0	0	3	0	0	0	0	primary_orthogonal
UniRef90_UPI00078EC214	35	1	1	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_UPI000485830F	44	1	1	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI000F5DFC2F	45	1	1	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI002603202D	49	1	1	0	0	0	0	0	0	0	2	0	0	0	0	primary_orthogonal
UniRef90_A0A1H8XZF6	42	1	1	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_UPI0004E272DE	43	1	1	0	0	0	0	0	0	0	3	0	0	0	0	primary_orthogonal
UniRef90_UPI0025EC1B7A	49	1	1	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_UPI00035F0B35	30	1	1	0	0	0	0	0	0	0	3	0	0	0	0	primary_orthogonal
UniRef90_UPI001F019605	39	1	1	0	0	0	0	0	0	0	2	0	0	0	0	primary_orthogonal
UniRef90_UPI0015AB0892	50	1	1	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0A7J4IWI0	49	1	1	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0AA35XET5	49	1	1	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0A6A7G9I9	44	1	1	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A7V4TGL4	51	1	1	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0A7C2IC86	47	1	1	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A1B9BXS2	45	1	1	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A6B1G5Z3	47	1	1	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0A916BFM5	44	1	1	0	0	0	0	0	0	0	2	0	0	0	0	primary_orthogonal
UniRef90_I0I4M7	46	1	1	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A6B1DQB1	48	1	1	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A7V3RHC4	46	1	1	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A7V3RGT3	47	1	1	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A6J4T6T2	44	1	1	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0AAU8G823	53	1	1	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A2V2EW47	45	1	1	0	0	0	0	0	0	0	5	0	0	0	0	primary_orthogonal
UniRef90_Q1Q3V0	70	1	1	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A173U152	59	1	1	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0A6N7S8Y7	52	1	1	0	0	0	0	0	0	0	6	0	0	0	0	primary_orthogonal
UniRef90_A0AAQ1MD01	44	1	1	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0A7G9GQ80	42	1	1	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0AAW5K7K2	51	1	1	0	0	0	0	0	0	0	2	0	0	0	0	primary_orthogonal
UniRef90_A0A2M8PD32	49	1	1	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A4R3JUR3	44	1	1	0	0	0	0	0	0	0	3	0	0	0	0	primary_orthogonal
UniRef90_A0AAW4WEI4	43	1	1	0	0	0	0	0	0	0	2	0	0	0	0	primary_orthogonal
UniRef90_A0ABV5ABK4	40	1	1	0	0	0	0	0	0	0	5	0	0	0	0	primary_orthogonal
UniRef90_A0A6G7YQZ1	43	1	1	0	0	0	0	0	0	0	2	0	0	0	0	primary_orthogonal
UniRef90_A0A9Y2ETI2	36	1	1	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A9Y2EVB0	44	1	1	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0A097AR13	52	1	1	0	0	0	0	0	0	0	2	0	0	0	0	primary_orthogonal
UniRef90_A0A9X4H0P9	49	1	1	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0ABZ2J177	51	1	1	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0A1M6IGF9	44	1	1	0	0	0	0	0	0	0	3	0	0	0	0	primary_orthogonal
UniRef90_A0A1I4DQ66	50	1	1	0	0	0	0	0	0	0	3	0	0	0	0	primary_orthogonal
UniRef90_A0A809RGA6	40	1	1	0	0	0	0	0	0	0	2	0	0	0	0	primary_orthogonal
UniRef90_D1PJJ9	48	1	1	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A7Z7PSR8	43	1	1	0	0	0	0	0	0	0	2	0	0	0	0	primary_orthogonal
UniRef90_A0ABU3NUP2	43	1	1	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0ABT5IYQ5	48	1	1	0	0	0	0	0	0	0	2	0	0	0	0	primary_orthogonal
UniRef90_A0A518IFP6	39	1	1	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0A140LBE2	44	1	1	0	0	0	0	0	0	0	4	0	0	0	0	primary_orthogonal
UniRef90_A0A2J0KW20	42	1	1	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_D2MM26	43	1	1	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0A0K6H1N8	51	1	1	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0A9D1LBL6	48	1	1	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A2N9L4N3	82	1	1	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_A0A4Y8ZPX3	51	1	1	0	0	0	0	0	0	0	2	0	0	0	0	primary_orthogonal
UniRef90_A0A923I7W5	50	1	1	0	0	0	0	0	0	0	2	0	0	0	0	primary_orthogonal
UniRef90_A0A934N8E6	43	1	1	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
UniRef90_E3HDH8	44	1	1	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_L0K7W5	47	1	1	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_U2Q0L6	44	1	1	0	0	0	0	0	0	0	0	0	0	0	0	primary_orthogonal
UniRef90_A0A1T2L3S9	44	1	1	0	0	0	0	0	0	0	2	0	0	0	0	primary_orthogonal
UniRef90_A0AAU9DW15	44	1	1	0	0	0	0	0	0	0	1	0	0	0	0	primary_orthogonal
