seq_id	N_ext	alpha2beta3_insert	ACT_domain	CM_domain	C_tail	boundary_confidence
UniRef90_UPI0023AFB783	1	0	0	0	0	high
UniRef90_B8G5H1	1	0	0	0	1	medium
UniRef90_UPI001C95B73D	0	0	0	1	0	high
UniRef90_E8MZ78	1	0	0	0	1	medium
UniRef90_UPI001B06660E	1	0	0	0	0	high
UniRef90_UPI0032EBE682	0	0	0	1	0	high
UniRef90_UPI001C302B97	1	0	0	0	0	high
UniRef90_UPI001C11BD1E	1	0	0	0	0	high
UniRef90_UPI002658DC41	0	0	0	1	0	high
UniRef90_UPI001BD94F07	1	0	0	0	1	medium
UniRef90_UPI000988813A	1	0	0	0	0	high
UniRef90_UPI0021489B97	1	0	0	0	0	high
UniRef90_UPI003FD3F6F9	1	0	0	0	1	medium
UniRef90_A0A6G6BTP6	0	0	0	1	0	high
UniRef90_A0A9D9J0M9	0	0	0	1	0	high
UniRef90_UPI003872EAFF	1	0	0	1	0	medium
UniRef90_UPI001475277F	1	0	0	0	0	high
UniRef90_UPI000347AC9F	0	0	0	1	0	high
UniRef90_UPI00209AE9FE	1	0	0	0	1	medium
UniRef90_UPI001D0DE70A	0	0	0	1	0	high
UniRef90_A0A455SY67	1	0	0	0	0	high
UniRef90_A0A553SQ58	1	0	0	0	0	high
UniRef90_D5DTZ5	1	0	0	0	0	high
UniRef90_K2GLG2	1	0	0	0	0	high
UniRef90_A0A8J3B3W1	1	0	0	0	0	high
UniRef90_A0A7W5AY43	1	0	0	0	0	high
UniRef90_A0A1X7DGL1	1	0	0	0	0	high
UniRef90_A0A6N8CNS7	1	0	0	0	0	high
UniRef90_A0A4R2P579	1	0	0	0	0	high
UniRef90_A0A1G8BDE8	1	0	0	0	0	high
UniRef90_A0ABU5CQR1	1	0	0	0	0	high
UniRef90_A0A7X3CTY4	1	0	0	0	0	high
UniRef90_A0ABT9CEY8	1	0	0	0	0	high
UniRef90_A0ACC7NUK5	1	0	0	0	0	high
UniRef90_A0A224AK19	0	0	0	1	0	high
UniRef90_W0E5V1	0	0	0	1	0	high
UniRef90_A0ABQ4N1E6	1	0	0	0	0	high
UniRef90_A0A917EL48	1	0	0	0	0	high
UniRef90_I2F6C3	1	0	0	0	0	high
UniRef90_A0ABW2Z2V4	0	0	0	1	0	high
UniRef90_A0ABX0A7H8	1	0	0	0	0	high
UniRef90_W4QJY3	1	0	0	0	0	high
UniRef90_A0A544UQL7	1	0	0	0	0	high
UniRef90_A0A2S7SXH2	0	0	0	1	0	high
UniRef90_A0A090IXF0	1	0	0	0	0	high
UniRef90_A0A235FFX1	1	0	0	0	0	high
UniRef90_A0ABS9H2H2	1	0	0	0	0	high
UniRef90_A0A4R6BLJ7	1	0	0	0	0	high
UniRef90_A0A7H0VI99	0	0	0	1	0	high
UniRef90_A0ABU6NVS0	1	0	0	0	0	high
UniRef90_A0A2P8HEB4	1	0	0	0	0	high
UniRef90_A0A940SHB1	1	0	0	0	0	high
UniRef90_A0A3B0UX57	1	0	0	1	0	medium
UniRef90_A0A381S877	1	0	0	0	0	high
UniRef90_UPI001D0F1EA6	1	0	0	0	0	high
UniRef90_UPI0012E87A64	1	0	0	0	0	high
UniRef90_UPI001C0AD828	1	0	0	0	0	high
UniRef90_UPI000F5956A3	0	0	0	1	0	high
UniRef90_UPI00388DD5DD	1	0	0	1	0	medium
UniRef90_UPI00030794CB	1	0	0	0	0	high
UniRef90_UPI00163B814D	0	0	0	1	0	high
UniRef90_A0A9X2BIL4	1	0	0	0	0	high
UniRef90_UPI0004794FB8	1	0	0	0	0	high
UniRef90_UPI0022A96553	1	0	0	0	0	high
UniRef90_A0A6G6BTD7	0	0	0	1	0	high
UniRef90_A0A378U5P9	0	0	0	1	0	high
UniRef90_UPI0002B703BF	1	0	0	0	0	high
UniRef90_UPI0018D47D91	1	0	0	0	0	high
UniRef90_A0A832EJQ7	1	0	0	0	1	medium
UniRef90_A0A0P6X2G8	1	0	0	0	1	medium
UniRef90_A0A6N3EJV7	0	0	0	1	0	high
UniRef90_A0AB36XKC3	0	0	0	1	0	high
UniRef90_A0ABX1ZI34	1	0	0	0	1	medium
UniRef90_A0A9X4MWL5	0	0	0	1	0	high
UniRef90_A0A9D1E0W0	0	0	0	1	0	high
UniRef90_A0A937FXR6	0	0	0	1	0	high
UniRef90_A0A1T4MCI9	0	0	0	1	0	high
UniRef90_A0A540VC57	1	0	0	0	1	medium
UniRef90_A0A4P6JZ60	1	0	0	0	0	high
UniRef90_A0ABY7VE62	0	0	0	1	0	high
UniRef90_A0A4Q0I283	1	0	0	0	0	high
UniRef90_A0A401Z601	1	0	0	0	1	medium
UniRef90_A0A9D9N977	0	0	0	1	0	high
UniRef90_A0A8D5ZNF7	1	0	0	0	0	high
UniRef90_A0A2H5XA17	1	0	0	0	1	medium
UniRef90_A0A430J5J3	1	0	0	0	0	high
UniRef90_A0AAW9QVT0	1	0	0	0	0	high
UniRef90_A0A9D1IKF2	0	0	0	1	0	high
UniRef90_A0A2N3U977	0	0	0	1	0	high
UniRef90_A0A7G1HTK4	0	0	0	1	0	high
UniRef90_A0A2U8E1V4	1	0	0	0	0	high
UniRef90_A0A8J3IMF9	1	0	0	0	0	high
UniRef90_I4A021	0	0	0	1	0	high
UniRef90_A0A4Q9DH17	1	0	0	0	0	high
UniRef90_A0A366M411	1	0	0	0	1	medium
UniRef90_A0A1S8T7A3	1	0	0	0	1	medium
UniRef90_A0A543IZV6	1	0	0	0	1	high
UniRef90_A0A840EPZ9	0	0	0	1	0	high
UniRef90_A0ABR5A597	1	0	0	0	0	high
UniRef90_A0A379MR51	0	0	0	1	0	high
UniRef90_UPI0004BBD763	1	0	0	0	0	high
UniRef90_UPI0026018E72	0	0	0	1	0	high
UniRef90_UPI0035CFB65A	1	0	0	0	0	high
UniRef90_A0A6G6BTJ0	0	0	0	1	0	high
UniRef90_A0A1W7ACZ8	1	0	0	0	0	high
UniRef90_UPI0024AE6FAC	1	0	0	0	0	high
UniRef90_UPI0023DA1DFD	0	0	0	1	0	high
UniRef90_UPI000E0ADDB1	0	0	0	1	0	high
UniRef90_UPI0027E429C4	0	0	0	1	0	high
UniRef90_UPI0028750E16	1	0	0	0	0	high
UniRef90_UPI0020CE0327	0	0	0	1	0	high
UniRef90_A0A326TPB3	1	0	0	0	0	high
UniRef90_S0FA49	0	0	0	1	0	high
UniRef90_A0A1D2KA86	1	0	0	0	0	high
UniRef90_A0A953IGM9	0	0	0	1	0	high
UniRef90_A0A8J3I4H5	1	0	0	0	0	high
UniRef90_A0A9J6RD06	1	0	0	0	0	high
UniRef90_C9LD95	1	0	0	1	0	medium
UniRef90_A0A3N5C5V9	1	0	0	0	0	high
UniRef90_A0A915VKE6	0	0	0	1	0	high
UniRef90_A0A917W0U2	1	0	0	0	0	high
UniRef90_A0ABY9R9P5	0	0	0	1	0	high
UniRef90_A0A9W7QFH8	1	0	0	0	0	high
UniRef90_A0AAU9EMQ0	1	0	0	0	0	high
UniRef90_A0A1G4G2W9	0	0	0	1	0	high
UniRef90_C9N0Y8	1	0	0	0	0	high
UniRef90_A0A3P1XUL4	0	0	0	1	0	high
UniRef90_A0AA96LV13	1	0	0	0	0	high
UniRef90_A0A7L4UPD3	1	0	0	1	0	medium
UniRef90_A0A4Q0U6R7	0	0	0	1	0	high
UniRef90_A0A9E8LVJ2	1	0	0	0	0	high
UniRef90_A0A1V4SMW4	1	0	0	0	0	high
UniRef90_A0A8J7P7M7	1	0	0	0	0	high
UniRef90_A0A133QJI7	1	0	0	1	0	medium
UniRef90_M7N4E2	0	0	0	1	0	high
UniRef90_A0ABV9GKH4	1	0	0	0	0	high
UniRef90_UPI0015AB26A2	1	0	0	1	0	medium
UniRef90_UPI0017461001	1	0	0	0	0	high
UniRef90_UPI003402910F	1	0	0	0	0	high
UniRef90_UPI0023F92CC8	1	0	0	0	1	medium
UniRef90_UPI002D1F960E	1	0	0	0	1	medium
UniRef90_UPI0006978442	0	0	0	1	0	high
UniRef90_UPI00272B9FE5	1	0	0	0	0	high
UniRef90_A0A937FCG6	1	0	0	0	0	high
UniRef90_UPI001EE3B2EE	1	0	0	0	1	medium
UniRef90_UPI00078634D1	1	0	0	0	0	high
UniRef90_UPI0036751288	1	0	0	0	1	high
UniRef90_UPI00301625B2	1	0	0	0	0	high
UniRef90_A0A433VBE8	1	0	0	0	0	high
UniRef90_A0A9D9E249	1	0	0	1	0	medium
UniRef90_A0A6L9SBB8	1	0	0	0	1	medium
UniRef90_A0A5R8QFU9	1	0	0	0	0	high
UniRef90_A9B113	1	0	0	0	0	high
UniRef90_A0A1X7LMF0	1	0	0	0	1	medium
UniRef90_A0AAE4FRT9	1	0	0	0	0	high
UniRef90_Q1IQG6	1	0	0	0	1	medium
UniRef90_A0AAU8A9R6	1	0	0	0	0	high
UniRef90_A0A7W5DSD6	0	0	0	1	0	high
UniRef90_A0A1E5LA62	1	0	0	0	0	high
UniRef90_A0AA37SX39	0	0	0	1	0	high
UniRef90_A0ABR4YM29	0	0	0	1	0	high
UniRef90_A0A0S2HZE9	0	0	0	1	0	high
UniRef90_A0A174SB57	0	0	0	1	0	high
UniRef90_A0A5M8P0E6	0	0	0	1	0	high
UniRef90_U5QQH5	1	0	0	0	0	high
UniRef90_A0A1S8LPE5	1	0	0	0	0	high
UniRef90_A0A6N9YTU6	1	0	0	0	0	high
UniRef90_UPI00359C2103	0	0	0	1	0	high
UniRef90_UPI000696B551	1	0	0	0	1	medium
UniRef90_UPI002965F500	0	0	0	1	0	high
UniRef90_UPI0025FCBD54	0	0	0	1	0	high
UniRef90_UPI00391F11FA	1	0	0	0	1	medium
UniRef90_UPI000981171A	0	0	0	1	0	high
UniRef90_UPI001CD712E8	0	0	0	1	0	high
UniRef90_UPI000B97608E	0	0	0	1	0	high
UniRef90_UPI002621F26D	0	0	0	1	0	high
UniRef90_UPI00405637A3	0	0	0	1	0	high
UniRef90_UPI000F5DC0A0	0	0	0	1	0	high
UniRef90_UPI003136434B	1	0	0	0	0	high
UniRef90_UPI00345DFE69	0	0	0	1	0	high
UniRef90_UPI001FF3E8D8	0	0	0	1	0	high
UniRef90_UPI003B970656	0	0	0	1	0	high
UniRef90_A0A2R3ZQ28	1	0	0	0	1	medium
UniRef90_A0A2D1CNX2	1	0	0	0	0	high
UniRef90_A0AA41WC27	1	0	0	0	1	medium
UniRef90_A0A132MSC0	1	0	0	0	0	high
UniRef90_B4ER91	1	0	0	0	0	high
UniRef90_A0A401ZC85	1	0	0	0	0	high
UniRef90_A0A4Y8WQA2	1	0	0	1	0	medium
UniRef90_W0RN99	1	0	0	0	0	high
UniRef90_A0ABQ2LJZ0	1	0	0	0	0	high
UniRef90_A0ABP4MNR7	1	0	0	0	1	medium
UniRef90_A0A5D4P2H2	1	0	0	0	0	high
UniRef90_A0A0D8ZX58	1	0	0	0	0	high
UniRef90_A0A9D9HA46	0	0	0	1	0	high
UniRef90_A0ABW7C9D7	1	0	0	0	0	high
UniRef90_A0A432LH70	0	0	0	1	0	high
UniRef90_A0A0D0I4V3	0	0	0	1	0	high
UniRef90_A0AA37PZG8	1	0	0	0	1	medium
UniRef90_A0ABT9NUN2	1	0	0	0	0	high
UniRef90_A0A1I4U719	1	0	0	0	1	medium
UniRef90_A0A1B7LIP8	1	0	0	0	1	medium
UniRef90_A0ABT1HTL4	1	0	0	0	0	high
UniRef90_A0A7W9YI46	1	0	0	0	1	medium
UniRef90_A0A5C8GKB3	0	0	0	1	0	high
UniRef90_A0A0K2SKK9	1	0	0	0	1	medium
UniRef90_A0A563VQU0	1	0	0	0	0	high
UniRef90_A0A9D1SQJ6	1	0	0	0	0	high
UniRef90_A0A1I3QWE5	1	0	0	0	1	medium
UniRef90_A0A381SET9	0	0	0	1	0	high
UniRef90_A0A516RM28	0	0	0	0	1	high
UniRef90_UPI0026139DE2	0	0	0	1	0	high
UniRef90_A0ABY5UZ31	0	0	0	1	0	high
UniRef90_UPI0005707D6F	1	0	0	0	1	medium
UniRef90_UPI0013D07D71	0	0	0	1	0	high
UniRef90_UPI000F5F1088	1	0	0	0	1	medium
UniRef90_UPI0022458E9B	1	0	0	0	1	medium
UniRef90_UPI003A86600A	1	0	0	0	1	medium
UniRef90_UPI0004218E89	1	0	0	0	0	high
UniRef90_UPI000E0D6FCB	1	0	0	0	0	high
UniRef90_UPI0010A800ED	1	0	0	0	1	medium
UniRef90_UPI003918B550	1	0	0	0	0	high
UniRef90_UPI001BA5B1FC	0	0	0	1	0	high
UniRef90_A0A832EKI7	1	0	0	0	0	high
UniRef90_K9VAN9	1	0	0	0	1	medium
UniRef90_A0A6M8BFV7	1	0	0	0	0	high
UniRef90_A0AAU7QSE8	0	0	0	1	0	high
UniRef90_A0AA96X5E4	1	0	0	0	0	high
UniRef90_A0A511X2V4	1	0	0	0	0	high
UniRef90_A0A9Q9CK47	1	0	0	0	0	high
UniRef90_A0A268AEG0	1	0	0	0	1	medium
UniRef90_A0A7Z9BNM4	1	0	0	0	0	high
UniRef90_A0A1F5MHM7	0	0	1	0	0	high
UniRef90_A0ABT8E3U0	1	0	0	0	0	high
UniRef90_B0PHQ3	1	0	0	0	0	high
UniRef90_G5H8M1	0	0	0	1	0	high
UniRef90_B0CBX8	1	0	0	0	1	medium
UniRef90_A0A4U0F8I6	1	0	0	0	1	medium
UniRef90_A0ABW6NCP2	1	0	0	0	0	high
UniRef90_A0A068NPH7	1	0	0	0	0	high
UniRef90_A0A8J7WM83	1	0	0	0	1	medium
UniRef90_A0A2W1JGW9	1	0	0	0	0	high
UniRef90_A0A9D1UHQ4	0	0	0	1	0	high
UniRef90_G9YEP0	1	0	0	0	0	high
UniRef90_E0UFY9	1	0	0	0	1	medium
UniRef90_A0A916NK96	0	0	0	1	0	high
UniRef90_A0A0A5GBH0	1	0	0	0	0	high
UniRef90_A0A0V8J9H7	1	0	0	0	0	high
UniRef90_A0A0K8P9D9	1	0	0	0	0	high
UniRef90_A0A401ZTX8	1	0	0	0	0	high
UniRef90_A0A139SN02	1	0	0	0	0	high
UniRef90_UPI000DC6FCBD	1	0	0	0	1	medium
UniRef90_UPI0003459632	1	0	0	0	0	high
UniRef90_UPI002476091F	1	0	0	0	0	high
UniRef90_UPI003B3A76B8	1	0	0	0	1	medium
UniRef90_UPI002F18780E	1	0	0	0	1	medium
UniRef90_UPI001C8E5C87	0	0	0	1	0	high
UniRef90_UPI0028FD2EE1	1	0	0	0	1	medium
UniRef90_UPI00406C78B7	1	0	0	0	1	medium
UniRef90_UPI0012BCBD97	0	0	0	1	0	high
UniRef90_A0A5B8UCT1	1	0	0	0	1	medium
UniRef90_UPI000D1E4944	1	0	0	0	0	high
UniRef90_UPI0024A49C27	1	0	0	0	1	high
UniRef90_UPI001FAFCD8D	0	0	0	1	0	high
UniRef90_UPI0025D4FEF5	1	0	0	0	1	medium
UniRef90_UPI0033E0EF9C	1	0	0	0	0	high
UniRef90_A0A7K0BMZ9	1	0	0	0	1	medium
UniRef90_UPI002A57F79E	1	0	0	0	0	high
UniRef90_A0AAI9AHU7	1	0	0	0	1	medium
UniRef90_A0A8S0X1Z1	1	0	0	0	0	high
UniRef90_I4EH73	1	0	0	0	0	high
UniRef90_K9YL63	1	0	0	0	0	high
UniRef90_A0ABR5J0S5	1	0	0	0	1	medium
UniRef90_A0ABW7N9P3	1	0	0	0	0	high
UniRef90_A0A9D9N595	0	0	0	1	0	high
UniRef90_A0A2N9L2G5	1	0	0	0	1	medium
UniRef90_A0A2S6GKF5	1	0	0	0	1	high
UniRef90_A0A2U3JZ32	1	0	0	0	1	medium
UniRef90_A0A7G6E7M7	1	0	0	0	1	medium
UniRef90_A0A9D9GYB2	0	0	0	1	0	high
UniRef90_A0A0M9UCS3	1	0	0	0	0	high
UniRef90_A0A809S290	1	0	0	0	1	medium
UniRef90_A0ABW1UPA4	1	0	0	0	1	medium
UniRef90_A0A556PQ44	1	0	0	0	0	high
UniRef90_A0ABT7B6Y1	1	0	0	0	0	high
UniRef90_A0ABW4DSG7	1	0	0	0	1	medium
UniRef90_I0R966	1	0	0	0	0	high
UniRef90_K9YWL0	1	0	0	0	0	high
UniRef90_A0A4R5KYW2	1	0	0	0	0	high
UniRef90_A0A1M4TGX5	1	0	0	0	0	high
UniRef90_A0ABW6IIY8	1	0	0	0	0	high
UniRef90_A0A1J0A993	1	0	0	0	0	high
UniRef90_A0A662Z2V5	1	0	0	0	0	high
UniRef90_A0ABD4T7U6	1	0	0	0	0	high
UniRef90_UPI00040BE019	1	0	0	0	1	medium
UniRef90_UPI002CE7E9BA	1	0	0	0	1	medium
UniRef90_UPI000D05D9E6	1	0	0	0	1	medium
UniRef90_UPI002A1D43A3	1	0	0	0	1	medium
UniRef90_UPI0008F9B546	1	0	0	0	0	high
UniRef90_UPI0021D5B86C	1	0	0	0	0	high
UniRef90_UPI002B20096F	1	0	0	0	0	high
UniRef90_UPI00404A2ECE	1	0	0	0	1	medium
UniRef90_UPI002F410863	1	0	0	0	0	high
UniRef90_A0A4Q1SIV6	1	0	0	0	0	high
UniRef90_UPI0036B5FEF8	1	0	0	0	1	medium
UniRef90_A0A3E0AIK3	1	0	0	0	1	medium
UniRef90_H5SJS9	1	0	0	0	0	high
UniRef90_A0A6G6BTY1	0	0	0	1	0	high
UniRef90_A0AAU7QR08	0	0	0	1	0	high
UniRef90_A0A8K1ZVV1	1	0	0	0	0	high
UniRef90_A0ABS8Z2Z0	1	0	0	0	1	medium
UniRef90_A0A0G0MUE5	0	0	1	0	0	high
UniRef90_A0ABU3QJW6	1	0	0	0	0	high
UniRef90_A0A4R4ZXK4	1	0	0	0	0	high
UniRef90_A0A401Z1W0	1	0	0	0	0	high
UniRef90_A0A9W6QA77	1	0	0	0	0	high
UniRef90_A0ABW8BY84	1	0	0	0	0	high
UniRef90_D1CGU7	1	0	0	0	0	high
UniRef90_A0A919A0B8	1	0	0	0	0	high
UniRef90_A0AAW6FTE9	1	0	0	0	0	high
UniRef90_A0A9D2L141	1	0	0	0	0	high
UniRef90_A0A1D8AUI9	1	0	0	0	0	high
UniRef90_A0A231HF28	1	0	0	0	0	high
UniRef90_A0A2W2AYM1	0	0	0	1	0	high
UniRef90_A0A517TWH1	1	0	0	0	0	high
UniRef90_U2FLK7	1	0	0	0	0	high
UniRef90_A0A7M2WTL3	1	0	0	0	0	high
UniRef90_A0ABU3BSB2	1	0	0	0	1	high
UniRef90_UPI00029EC6C1	1	0	0	0	0	high
UniRef90_UPI00223F121D	1	0	0	0	0	high
UniRef90_A0ABS7DMT6	1	0	0	0	0	high
UniRef90_A0A840RC30	1	0	0	0	0	high
UniRef90_A0A6B3TNN6	1	0	0	0	0	high
UniRef90_UPI0002A02912	1	0	0	0	0	high
UniRef90_UPI000475C409	1	0	0	0	1	medium
UniRef90_UPI003D1659AC	1	0	0	0	0	high
UniRef90_A0A5C7EQJ3	1	0	0	0	0	high
UniRef90_UPI001E4599BE	1	0	0	0	0	high
UniRef90_UPI002162141F	1	0	0	0	0	high
UniRef90_UPI0019170961	1	0	0	0	0	high
UniRef90_UPI0033BCDACC	1	0	0	0	0	high
UniRef90_UPI003249397C	1	0	0	0	0	high
UniRef90_UPI001C72B90F	1	0	0	0	0	high
UniRef90_A0A7C2IV63	1	0	0	0	0	high
UniRef90_A0A6J4V331	1	0	0	0	1	high
UniRef90_A0A6J4VP48	1	0	0	0	1	medium
UniRef90_M5E1Z2	1	0	0	0	0	high
UniRef90_A0ABW1EEG4	1	0	0	0	0	high
UniRef90_W0RH80	1	0	0	0	0	high
UniRef90_A0A8F9TU09	1	0	0	0	0	high
UniRef90_A0A329QHJ2	1	0	0	0	0	high
UniRef90_A0A5B9WCX4	1	0	0	0	1	medium
UniRef90_A0A518D464	1	0	0	0	0	high
UniRef90_C8W3C7	1	0	0	0	1	medium
UniRef90_A0A9D1CV11	1	0	0	0	0	high
UniRef90_C0CMN0	1	0	0	0	0	high
UniRef90_A0ABT8F8V8	1	0	0	0	0	high
UniRef90_A0AAE3GKN8	1	0	0	0	0	high
UniRef90_A0ABU9EDS4	1	0	0	0	0	high
UniRef90_A0A8J3GD43	1	0	0	0	0	high
UniRef90_A0A0K1P8V0	1	0	0	0	0	high
UniRef90_A0A517MVI5	1	0	0	0	0	high
UniRef90_A0A6S6R523	1	0	0	0	0	high
UniRef90_A0ABW7BAF2	1	0	0	0	0	high
UniRef90_A0AA48HFA6	1	0	0	0	1	medium
UniRef90_X1QHG3	1	0	0	0	0	high
UniRef90_A0A6J7RW41	1	0	0	0	0	high
UniRef90_UPI00053976B8	1	0	0	0	1	medium
UniRef90_A0ABZ2LPE0	1	0	0	0	0	high
UniRef90_UPI001C5F2F05	1	0	0	0	0	high
UniRef90_UPI003564761C	1	0	0	0	1	medium
UniRef90_UPI0022DCE7C8	1	0	0	0	0	high
UniRef90_UPI0022EB8DFE	1	0	0	0	1	medium
UniRef90_UPI000CD41E9A	1	0	0	0	0	high
UniRef90_UPI001FFF1370	1	0	0	0	0	high
UniRef90_UPI00082AFC2B	1	0	0	0	0	high
UniRef90_UPI0026147241	1	0	0	0	1	high
UniRef90_UPI003557C339	0	0	0	1	0	high
UniRef90_UPI0027170D5F	1	0	0	0	0	high
UniRef90_UPI0018E77506	1	0	0	0	0	high
UniRef90_UPI0039F5A6F1	1	0	0	0	0	high
UniRef90_A0A650EK04	1	0	0	0	0	high
UniRef90_A0A7C1JU83	1	0	0	0	0	high
UniRef90_A0A0M8K7C1	1	0	0	0	0	high
UniRef90_D2QWJ0	1	0	0	0	0	high
UniRef90_A0ABZ2J1H6	1	0	0	0	0	high
UniRef90_A0A517YW17	1	0	0	0	0	high
UniRef90_A0A9D9GXG0	1	0	0	0	0	high
UniRef90_A0A368T8L8	1	0	0	0	0	high
UniRef90_A0A7W7ZFE2	1	0	0	0	0	high
UniRef90_A0A948RWM1	1	0	0	0	1	medium
UniRef90_A0A0L6JSI2	1	0	0	0	0	high
UniRef90_A0A7Y9UVM7	1	0	0	0	1	medium
UniRef90_A0ABS6TDS9	1	0	0	0	0	high
UniRef90_A0A932A837	1	0	0	0	0	high
UniRef90_A0A0G3ECP5	1	0	0	0	0	high
UniRef90_A0ABR9L7M4	1	0	0	0	1	medium
UniRef90_A0A5R9G448	1	0	0	0	0	high
UniRef90_A0A2M6WRU4	1	0	0	0	0	high
UniRef90_A0A143PRQ2	1	0	0	0	0	high
UniRef90_A0A8J8MHY5	1	0	0	0	0	high
UniRef90_A0ABP7I939	1	0	0	0	1	medium
UniRef90_A0A6L7F162	1	0	0	0	1	medium
UniRef90_A0A7V8NRZ3	1	0	0	0	0	high
UniRef90_UPI00035DF38C	1	0	0	0	0	high
UniRef90_A0ABY4EDS2	1	0	0	0	0	high
UniRef90_UPI001EEA6862	1	0	0	0	1	high
UniRef90_A0A6M4IP72	1	0	0	0	0	high
UniRef90_UPI000DF17EB4	1	0	0	0	0	high
UniRef90_UPI00232DBCF4	1	0	0	0	1	high
UniRef90_UPI0015FD9D71	1	0	0	0	0	high
UniRef90_UPI0004785A51	1	0	0	0	0	high
UniRef90_A0A9Q7F1D2	1	0	0	0	1	high
UniRef90_E0TJN8	0	0	0	1	0	high
UniRef90_A0AB39N9T7	1	0	0	0	1	medium
UniRef90_A0A6J4VRF3	1	0	0	0	0	high
UniRef90_A0A1Y5PEI7	1	0	0	0	0	high
UniRef90_A0A2Z2H080	1	0	0	0	0	high
UniRef90_A0A0C1QSG8	1	0	0	0	0	high
UniRef90_A0A974P823	1	0	0	0	0	high
UniRef90_A0A132N673	1	0	0	0	0	high
UniRef90_A0A0E4C9R3	1	0	0	0	0	high
UniRef90_A0A091C2V1	1	0	0	0	0	high
UniRef90_A0A0G4K4A3	1	0	0	0	0	high
UniRef90_A0A942WGA3	1	0	0	0	0	high
UniRef90_A0A809R5X0	1	0	0	0	0	high
UniRef90_A0A6I4W0M4	1	0	0	0	1	medium
UniRef90_A0A1G2QTG3	1	0	0	0	0	high
UniRef90_A0A6I8LX77	1	0	0	0	1	medium
UniRef90_K4LGT4	1	0	0	0	0	high
UniRef90_A0A3D8P4X7	1	0	0	0	0	high
UniRef90_D1C4Y6	1	0	0	0	0	high
UniRef90_A0A2Z5FWS8	1	0	0	0	0	high
UniRef90_A0ABP7FFP1	1	0	0	0	1	medium
UniRef90_A0ABQ3T9Q2	1	0	0	0	0	high
UniRef90_A0A3B0SXG9	1	0	0	0	0	high
UniRef90_A0A6J7CUW8	1	0	0	0	0	high
UniRef90_A0A6J7D538	1	0	0	0	0	high
UniRef90_UPI000DF10E5E	1	0	0	0	0	high
UniRef90_UPI000833B835	1	0	0	0	1	medium
UniRef90_UPI001FEF137B	1	0	0	0	0	high
UniRef90_UPI001D4F6AD9	1	0	0	0	0	high
UniRef90_A0A383RE39	1	0	0	0	0	high
UniRef90_UPI0019EDD3DE	1	0	0	0	0	high
UniRef90_UPI0012983D0C	1	0	0	0	0	high
UniRef90_UPI002F95DE8F	1	0	0	0	0	high
UniRef90_UPI003CCBABBE	1	0	0	0	0	high
UniRef90_UPI003C71D3A6	1	0	0	0	1	medium
UniRef90_UPI0015D70CB8	1	0	0	0	0	high
UniRef90_K4NYQ3	1	0	0	0	0	high
UniRef90_A0A6J4V1R8	1	0	0	0	0	high
UniRef90_A0A062Y1R7	1	0	0	0	0	high
UniRef90_A0A1G1XY48	1	0	0	0	0	high
UniRef90_A0A518BRV1	1	0	0	0	1	high
UniRef90_A0A2S8SRQ6	1	0	0	0	0	high
UniRef90_B9KYA4	1	0	0	0	0	high
UniRef90_A0A449BKL1	1	0	0	0	0	high
UniRef90_A0A7V8VBH8	1	0	0	0	0	high
UniRef90_A0A1G9QTJ8	1	0	0	0	0	high
UniRef90_I4BZ59	1	0	0	0	0	high
UniRef90_A0A9D1N1J0	1	0	0	0	1	medium
UniRef90_A0A173RXL4	1	0	0	0	0	high
UniRef90_G7VAF8	1	0	0	0	0	high
UniRef90_U2E9Y5	1	0	0	0	0	high
UniRef90_H0UNF0	1	0	0	0	0	high
UniRef90_UPI0013816F03	1	0	0	0	0	high
UniRef90_UPI00042514DF	1	0	0	0	0	high
UniRef90_UPI001BF04B17	1	0	0	0	0	high
UniRef90_UPI002E0D9863	1	0	0	0	0	high
UniRef90_UPI0028728F68	1	1	0	0	0	high
UniRef90_UPI000E5A5CDE	1	0	0	0	0	high
UniRef90_UPI0005BD0FFC	1	0	0	0	0	high
UniRef90_UPI0036E86C27	1	0	0	0	0	high
UniRef90_UPI00129CB64D	1	0	0	0	0	high
UniRef90_UPI000489F22B	1	0	0	0	0	high
UniRef90_UPI0004123180	1	0	0	0	1	medium
UniRef90_UPI003D6B77C5	1	0	0	0	1	medium
UniRef90_A0A511GYS0	1	0	0	0	0	high
UniRef90_A0A2W6A9J4	1	0	0	0	0	high
UniRef90_A0A8T7LY08	1	0	0	0	0	high
UniRef90_A0A953IB78	1	0	0	0	0	high
UniRef90_A0A517MJZ2	1	0	0	0	0	high
UniRef90_A0A518BV99	1	0	0	0	0	high
UniRef90_A0ABS9EQJ1	1	0	0	0	0	high
UniRef90_A0A4R1RYB7	1	0	0	0	0	high
UniRef90_A0ABX0GNF5	1	0	0	0	1	medium
UniRef90_D2B8S9	1	0	0	0	1	medium
UniRef90_A0ABR7L689	1	0	0	0	1	medium
UniRef90_A0ABV9S951	1	0	0	0	0	high
UniRef90_A0A1G7A3C3	1	0	0	0	0	high
UniRef90_A0AAE3V8A1	1	0	0	0	0	high
UniRef90_A0A518B125	1	0	0	0	0	high
UniRef90_A0A0D2JTG2	1	0	0	0	0	high
UniRef90_A0A1F4U2E3	1	0	0	0	0	high
UniRef90_A0ABP7VYM6	1	0	0	0	1	medium
UniRef90_Q3A6I6	1	0	0	0	0	high
